title,authors,tags,series,series_index,comments,languages,library_name,#world,#subjects,#clasificacion,#info,#libreria,#confianza_ia,#motivo_ia,#serie_ia,#serie_ia_index
"No Cantaremos en Tierra De Extraños","Ernesto Pérez Zúñiga","Arquetipo · Heroe reticente, Dinamica · Familia encontrada, Genero · Ficcion realista, Subgenero · Aventura/Quest, Subgenero · Belica/Guerra, Tono · Venganza","","1.0","En otoño de 1944, dos supervivientes sin patria y nada más que perder se conocen en el hospital Varsovia de Toulouse. Manuel Juanmaría sueña con una mujer que se quedó en España. Ramón Montenegro, sargento jefe de la Nueve que ha liberado París, le hace una propuesta insólita: «Ya que perdimos un país, salvemos a una persona».   Así comienza *No cantaremos en tierra de extraños* , el son de los exiliados, en la que dos personajes inolvidables se internan en territorio enemigo en busca de una mujer.   Una inquietante historia de amor y lealtad en la España de la posguerra, donde la lucha contra el totalitarismo se plasma en una desgarrada acción repleta de encuentros sorprendentes y misteriosos que irán transformando la búsqueda de los protagonistas, y a ellos mismos.   Montenegro y Juanmaría, con heroísmo contradictorio, encarnan las pasiones, la locura y desazón de un tiempo que habla directamente al nuestro.","spa","LFiccion","","","Dinamica · Segunda oportunidad, Tono · Angst/Drama emocional, Subgenero · Belica/Guerra","","Romance histórico","70","Historia de amor y lealtad en la España de posguerra, romance central con trasfondo histórico.","",""
"Small World","Laura Zigman","Dinamica · Proximidad forzada, Tono · Angst/Drama emocional, Tono · Familia disfuncional, Tono · Maldicion/Transformacion","","1.0","**“[A] brave and heartfelt book of truths.”— *New York Times Book Review* (A Group Text Pick and Editors' Choice)** **From bestselling author Laura Zigman comes a heartfelt novel about two offbeat and newly divorced sisters who move in together as adults—and finally reckon with their childhood** A year after her divorce, Joyce is settling into being single again. She likes her job archiving family photos and videos, and she’s developed a secret comforting hobby: trolling the neighborhood social networking site, Small World, for posts that help solve life’s easiest problems. When her older sister, Lydia, also divorced, calls to tell her she’s moving back east from Los Angeles after almost thirty years away, Joyce invites Lydia to move into her Cambridge apartment. Temporarily. Just until she finds a place of her own.  But their unlikely cohabitation—not helped by annoying new neighbors upstairs—turns out to be the post-divorce rebound relationship Joyce hadn’t planned on. Instead of forging the bond she always dreamed of having with Lydia, their relationship frays. And they rarely discuss the loss of their sister, Eleanor, who was significantly disabled and died when she was only ten years old. When new revelations from their family’s history come to light, will those secrets further split them apart, or course correct their connection for the future?  Written with wry humor and keen sensitivity, *Small World* is a powerful novel of sisterhood and hope—a reminder that sometimes you have to look back in order to move ahead.","eng","LFiccion","","","Dinamica · Proximidad forzada, Tono · Angst/Drama emocional","","Ficción general","90","Novela contemporánea sobre hermanas divorciadas conviviendo, enfoque en relaciones familiares.","",""
"Colton Gentry's Third Act","Jeff Zentner","Arquetipo · Heroe retirado, Subgenero · Cozy mystery, Subgenero · Young adult/Juvenil, Tono · Maldicion/Transformacion, Tono · Redencion","","1.0","**""A story of love, healing, and second chances ” (Emily Henry) following a down on his luck country musician who, in the throes of grief after a shocking loss, moves back home and rekindles a relationship with his high school sweetheart, from award-winning author Jeff Zentner.** Colton Gentry is riding high. His first hit in nearly a decade has caught fire, he’s opening for country megastar Brant Lucas, and he’s married to one of the hottest acts in the country. But he’s hurting. Only a few weeks earlier, his best friend, Duane, was murdered onstage by a mass shooter at a country music festival. One night, with his trauma festering and Jim Beam flowing through his veins, Colton stands before a sold-out arena crowd of country music fans and offers his unfiltered opinion on guns. It goes over poorly.  Immediately, his career and marriage implode. Left with few choices or funds, he retreats to his rural Kentucky hometown. He’s resigned himself to has-been-dom, until a chance encounter at his town’s new farm-to-table restaurant gives him a second shot at a job working in the kitchen with Luann, his first love, who has undergone her own reinvention. Told through perspectives alternating between his senior year of high school, his time coming up with Duane as hungry musicians in Nashville, and the present, COLTON GENTRY’S THIRD ACT is a story of coming home, undoing past heartbreaks, and navigating grief, and is a reminder that there are next acts in life, no matter how unlikely they may seem.","eng","LFiccion","","","Dinamica · Segunda oportunidad, Dinamica · Amigos a amantes, Arquetipo · Rockstar/Celebridad, Tono · Angst/Drama emocional","","Romance contemporáneo","90","Romance contemporáneo con segunda oportunidad y protagonista músico country.","",""
"Forced Journey","Rosemary Zibart","Genero · Ficcion historica, Subgenero · Aventura/Quest, Tono · Familia disfuncional, Tono · Maldicion/Transformacion, Tono · Protagonista incriminado","","1.0","2014 Silver Nautilus Book Award for Middle Grade Fiction  Escaping Nazi-controlled Germany, Werner struggles to create a new life in New York City. At least Werner has a goal - get a foothold in America; a place to live, a home. Then Father had promised that he and Werner’s little sister would follow. This dimly burning ember of hope lit the boy’s path. Along the way Werner meets a charming, mischievous fellow refugee named Anika, uses his fists with neighborhood bullies and makes a friend, Sam, while caring for his new Mutti, Esther. In Werner’s struggle to find a safe home in the U.S.A., he travels across the city from Second Avenue to Central Park to Harlem and back again. Forced Journey: the Saga of Werner Berlinger was inspired by true accounts of children who fled Nazi-held Europe and came to America. The book is the second of a series titled Far and Away, which features young people displaced and relocated between 1939 – 1945.","eng","LFiccion","","","Subgenero · Young adult/Juvenil","","Ficción general","90","Ficción histórica juvenil sobre un niño refugiado, sin romance ni elementos de género.","Far and Away","1.0"
"The Imposter","Johanna van Zanten","Genero · Ficcion historica, Themes.Cultural Identity Conflict, Tono · Familia disfuncional, Tono · Maldicion/Transformacion","","1.0","Johanna is one of the daughters of a migrant cobbler from the eastern backwoods of Pomerania, born in the German Empire of the 1880s. Aching for a life of accomplishment and respect, she resolves to escape her dad's fate of early death, the stigma of his mixed Slavic-German heritage, and the poverty that followed him. A headstrong girl, she refuses to be exploited as a housemaid for a wealthy family— the only choice for girls like her. She loses her job when the master of the house tries to rape her. With nothing to lose, she accepts a job as the concession shop operator with the railroad. On the first day of work, she sets up shop (and home) in an empty passenger railcar and meets Hendrik, a Dutchman, and the construction superintendent. Head over heels, they marry when Johanna becomes pregnant. It doesn't take long before the first babies arrive and continue within three years, Johanna delivers five children. The couple buys a farm with their savings in Hendrik's hometown. Then Johanna’s real test of loyalty starts when the Nazis invade.","eng","LFiccion","","","Subgenero · Belica/Guerra","","Ficción general","70","Novela histórica sobre una mujer inmigrante en la Segunda Guerra Mundial.","",""
"En Un Lugar De África","Stefanie Zweig","Dinamica · Pez fuera del agua, Genero · Ficcion historica, Tono · Familia disfuncional, Tono · Maldicion/Transformacion","","1.0","Novela autobiográfica de Stefanie Zweig, una maravillosa novela ambientada en Kenya, una historia de amor y supervivencia. La autora recrea la historia de su familia, una de las tantas familias judías que tuvieron que huir de Alemania durante el Holocausto. Los Redlich, obligados a abandonar su país llegan a Kenya dónde les espera una nueva vida. Su adaptación cinematográfica ha recibido el Oscar 2002 a la mejor película extranjera.","spa","LFiccion","","","Subgenero · Supervivencia","","Ficción general","90","Novela autobiográfica/histórica sobre una familia judía que huye a Kenia durante el Holocausto; el romance no es el eje principal, sino la supervivencia y adaptación.","",""
"La Canción de Alba","Benjamín Zafra","Dinamica · Pez fuera del agua, Genero · Ficcion historica, Temas.Secreto de Origen, Tono · Familia disfuncional, Tono · Traicion","El secreto de Puente Viejo","1.0","Corre el año 1902 y en Puente Viejo reciben la visita de una misteriosa dama, Águeda Baena de Mesía, venida para encontrar a Pepa, la partera, y hacerle una extraordinaria revelación. Comienza así un relato que nos transporta veinte años atrás, a un plácido cortijo andaluz cuya prosperidad se verá truncada por la llegada de un enigmático caballero llamado Salvador Castro, un héroe de la guerra de Cuba que llega acompañado por Kimbo, su esclavo negro. Ese personaje hará que las existencias de todos los protagonistas, sobre todo la de la joven e inexperta Águeda, sufran un vuelco de inesperadas y dolorosas consecuencias. La historia que la misteriosa dama le narra a Pepa dará respuesta a muchos de los interrogantes que sobrevuelan la población de Puente Viejo y arrojará luz sobre el verdadero origen de la partera
","spa","LFiccion","","","","","Romance histórico","70","Romance histórico en la España rural de principios del siglo XX.","",""
"Jamilah at the End of the World","Mary-Lou Zeitoun","Dinamica · Pez fuera del agua, Subgenero · Young adult/Juvenil, Tono · Familia disfuncional, Tono · Maldicion/Transformacion","","1.0","Set against the backdrop of a brutal Toronto summer heatwave, seventeen-year-old Jamilah Monsour makes plans for what she's certain is the beginning of the climate change catastrophe that will end the world. Luckily, Jamilah knows what has to be done to save her family: transform the back alley garage into a bunker. Reluctantly her parents allow the bunker, but they draw the line when she announces she's going to skip university and instead use the money they had saved for her education to buy solar panels and a generator. When an electricity blackout strikes, Jamilah's climate change anxiety kicks into high gear and she ends up staying out all night, infuriating her father who is done with all this doomsday nonsense. Tension at home erupts and Jamilah runs away and joins a climate change protest where she learns about solidarity and agency, giving her hope for the future. When she returns home, her parents see just how deep Jamilah's climate change convictions run and the family discusses her attending university to study environmental science, a plan they can all agree on. But Jamilah still plans on buying a generator, just in case.""-- Provided by publisher.","eng","LFiccion","","","Tono · Trauma/Salud mental","","Ficción general","85","Novela juvenil contemporánea sobre ansiedad climática y activismo.","",""
"El secreto del rey","José María Zavala","Dinamica · Prohibido, Genero · Ficcion historica, Tono · Morally grey/Antiheroe, Tono · Traicion","","1.0","Estoril, 1956. El príncipe Juan Carlos de Borbón vive un apasionado romance con Mafalda Cornaro, una joven que encarna el new look de Christian Dior. Pero un aciago día, el infante Alfonso de Borbón recibe un disparo mortal procedente de la pistola que empuña su hermano mayor, Juan Carlos, mientras juega con él en la residencia de los condes de Barcelona en el exilio. Para investigar el suceso, los gobiernos de Salazar y de Franco ponen en marcha la Operación Giralda. Acción, suspense y romanticismo se funden en esta trepidante novela en la que el mayor experto en la Casa de Borbón vuelca todos sus conocimientos sobre el Rey de España.","spa","LFiccion","","","Arquetipo · Realeza","","Ficción general","70","Novela histórica con tintes de romance y suspense sobre el rey Juan Carlos.","",""
"Joab - the Rebel of Judea","Nachi Zaltsman","Biblical Times, Genero · Ficcion historica, Genero · Romance historico, Tono · Morally grey/Antiheroe, Tono · Traicion, Tono · Venganza","","1.0","**He can be the maker of kings or the destroyer of kingdoms.** Joab, nephew to the mighty, aspiring King David and an intrepid warrior, knows a destiny awaits him beyond the desert sands of his tribal home in Judea. On a humid summer evening, that destiny is revealed – in a call from David himself to lead an army against the pursuing King Saul.  Joab kisses his beloved goodbye and sets off to join his uncle. But becoming the general of a contender to the throne means more than just wielding a sword. Joab is soon drawn into a complicated world of shifting alliances, personal vendettas, and the irresistible lure of power. His mission is to protect David and lead his army to triumph. He wants nothing more than to see his uncle on his rightful throne.  But is Joab willing to give up everything, even his very humanity, to see the Kingdom of Judea victorious?   Set in ancient Biblical times, *Joab – The Rebel of Judea* tells a breathtaking story of loyalty, love, and vengeance as the line between hero and rebel blurs, and the fate of an empire hangs in the balance.","eng","LFiccion","","","Subgenero · Belica/Guerra, Ambientacion · Corte/Intriga palaciega","","Ficción general","80","Novela histórica bíblica sobre Joab y el rey David.","",""
"City of Rocks","Michael Zimmer","Arquetipo · Heroe reticente, Arquetipo · Vaquero/Western, Tono · Protagonista incriminado, Tono · Venganza","","1.0","Idaho, 1879. When the McCandles gang shoots up a small town, seventeen-year-old Joseph Roper decides to bring them to justice, alone. Decades later in 1938, he tells his story to an interviewer with the Federal Writers Project.  “A lot of people go to those moving-picture shows and think they’re seeing the real McCoy, but that’s not the way it was. You take a guy like William S. Hart, or that kid, John Wayne. They try to come off rough-barked, but they’re nothing but a bunch of lilies compared to men like Ian McCandles.  “I’ll tell you something else about those cowboy pictures. They’re clean, barely a smudge of dirt anywhere, but what happened out there in City of Rocks wasn’t clean. It was grimy and smelly and gut-numbingly cold. Men died, and when they did they didn’t just grab their chests and fall over. They got knocked down hard and the life spilled out of them like blood from a butchered hog. I guess I ought to know since I was there. Since it was me who did most of the killing that day.”","eng","LFiccion","","","Arquetipo · Vaquero/Western","","Ficción general","90","Ficción histórica del Oeste, venganza y supervivencia, sin romance central.","",""
"My Little One","Germano Zullo","Genero · Fantasia, Genero · Ficcion historica, Tono · Familia disfuncional","","1.0","Winner of the 2016 Bologna Ragazzi Award, My Little One is a series of sparse and rhythmic images drawn in simple grey pencil, measuring like a metronome the boundless love between mother and son.  A mother, welcoming her tiny son into the world, tells him the story of their lives, whispering to him as she swings him gently around. With each successive page, he grows while she shrinks, until she is being held by the man he has become. Albertine's weightless strokes and billowing bodies recall the flitting procession of a flipbook or an ephermeral notebook sketch. She choreographs the peculiar dance of aging, of the way our bodies fold, lean, tuck into one another as we grow old. Filled with poetry and questioning, Germano whittles his words down - each precise line reminds us of the pithy goodness of childhood. An eloquent portrait of life's waxing and waning, My Little One is a moving celebration of constant, unconditional love.","eng","LFiccion","","","Tono · Cozy/Ligero","","Ficción general","90","Álbum ilustrado sobre el amor maternal, sin trama de género.","",""
"Xanto: Novelucha libre","José Luis Zárate","Arquetipo · Heroe reticente, Dinamica · Grupo variopinto/Ragtag, Genero · Humor, Subgenero · Aventura/Quest, Tono · Profecia/Elegido","","1.0","Una novela que funde cómicamente la tradición de la lucha libre mexicana (los únicos superhéroes auténticos que han existido en la cultura popular de ese país) con los mitos de H. P. Lovecraft. Cuando los Seres Primordiales de la Gran Oscuridad deciden invadir el mundo (y utilizar como punto de entrada la mojigata ciudad de Puebla), sólo el Xanto, el Luchador de las Multitudes, puede salvarnos... Un libro de culto en su país y un ejemplo brillante y excéntrico de la literatura fantástica en español.
","spa","LFiccion","","","Subgenero · Terror cosmico/Lovecraft, Subgenero · Fantasia urbana","","Fantasía","90","Fusión de lucha libre mexicana con mitos lovecraftianos; mundo real con invasión sobrenatural.","",""
"Las Sirenas Del Invierno","Barbara J. Zitwer","Dinamica · Familia encontrada, Genero · Romance, Genero · Romance contemporaneo, Tono · Maldicion/Transformacion","","1.0","Joey Rubin es una joven arquitecta y decoradora que vive en Nueva York. En un entorno tan competitivo y dominado por los hombres, su adicción al trabajo la ha llevado a descuidar tanto sus antiguas amistades que al único ser a quien se siente realmente unida es a su perra Tink. Pero su vida dará un vuelco cuando Joey viaja a la campiña inglesa para supervisar la reforma de la vieja mansión donde el mismísimo J. M. Barrie escribió Peter Pan. Cuando Joey llega al pequeño pueblo se siente totalmente desubicada. Pero su mundo vuelve a tener sentido cuando conoce a las chicas del Club Femenino de Natación J. M. Barrie, un grupo de octogenarias que, además de la amistad que mantienen desde jóvenes, comparten una curiosa pasión: bañarse todos los días del año en las aguas de un lago cercano al pueblo. Estas sirenas de carne y hueso, cargadas de historia y de humanidad, ayudarán a Joey a descubrir el verdadero sentido de la vida y la importancia de la auténtica amistad.","spa","LFiccion","","","Ambientacion · Small town","","Ficción general","80","Novela sobre autodescubrimiento y amistad en un pueblo inglés, el romance no es el foco principal.","",""
"Éxodo","Carlos M. Zabala","Dinamica · Grupo variopinto/Ragtag, Subgenero · Aventura/Quest","","1.0","Bajo un día soleado en Ribadesella, el barco Porfina (catamarán-plataforma) es cargado por tripulación mínima (Juan diseñador, Silvia bióloga, Pedro capitán) para una expedición misteriosa en mar calmado; conflicto central parece aventura marina/científica con potenciales giros en travesía.  
  
  
  
Juan, diseñador del buque, Silvia, bióloga investigadora, y Pedro, el capitán, estaban llenando de víveres la bodega y haciendo las últimas comprobaciones técnicas para asegurarse de que todo estaba en perfecto estado.
Con solamente una tripulación de tres personas, hecho a medida para este trabajo, el Porfina parecía más una mezcla de catamarán y plataforma flotante de esas que se ponen en algunas playas como entretenimiento para los turistas que un barco.
","spa","LFiccion","","","","","Ficción general","60","Expedición marina sin elementos fantásticos ni romance central.","",""
"El Plano Y La Brújula","Francisco Zaragoza Zaldívar","Genero · Ficcion historica, Genero · Misterio/Thriller, Subgenero · Espionaje/Espias, Tono · Morally grey/Antiheroe, Tono · Traicion","","1.0","En marzo de 1595 aparece en la bahía de La Habana el cadáver de un indio con las piernas amputadas y una figura enigmática inscrita en el pecho. Presuntamente se trata de un asesinato vinculado a rituales heréticos. Dos inquisidores, Erico Lorenzo y Francisco Treviranus, se dedicarán a descifrar el problema.Paralelamente, Juan de Tejeda, un exgobernador de la Villa de San Cristóbal de La Habana, aquejado por una dolorosa enfermedad, rememora los hechos que lo han llevado a renegar de su fe católica. A Juan de Tejeda está íntimamente relacionado un cirujano de oscuro origen, acaso un converso, de apellido Zamarra, enfrascado en hallar una cura para la enfermedad del exgobernador. Ciertos eventos vinculan a Zamarra con los inquisidores Lorenzo y Zamarra tuvo una novia, una negra esclava, Caridad, que le fue arrebatada por Treviranus; además, los inquisidores sometieron al cirujano a un proceso por herejía, motivo verosímil de un ulterior deseo de venganza por parte del médico.Relacionado con estos personajes, aparece en la novela el ingeniero Bautista Antonelli, encargado por Felipe II de la protección de la Carrera de Indias. Este Antonelli literario es un gran espía y conspirador. Las intrigas que urde conforman el esqueleto del relato y le dan unidad a una trama apasionante que cautivará y regocijará al lector por lo singular de su desarrollo y por lo imprevisto de sus desenlaces, encantos a los que se suma el de sus hembras sensuales, sus pantagruélicas fiestas y la ingeniosa y universal irreverencia.","spa","LFiccion","","","Subgenero · Policiaco/Detective, Subgenero · Espionaje/Espias","","Misterio·Thriller·Terror","90","Thriller histórico-misterio en La Habana colonial.","",""
"Angeles Crest","P. J. Zander","Genero · Ficcion historica, Genero · Misterio/Thriller, Subgenero · Cozy mystery, Tono · Familia disfuncional, Tono · Morally grey/Antiheroe","","1.0","A college student vanishes after a vicious attack in her San Gabriel Mountains rental house. Seventy miles away, a man is savagely beaten in Laguna Beach. Bodies start turning up…  For the past three years, Vietnam vet and retired private detective, Rusty Banyan, has been spending his golden days riding the waves and enjoying the camaraderie of his surfing clan. One desperate, gut-wrenching call changes everything. Banyan picks up the L.A. County Sheriff's stalled investigation into the student’s disappearance with no motive, no ransom demand and no leads. With a penchant for throwing down on impulse, he begins rattling new and prior suspects on a relentless search that takes him from Laguna, across the inland valleys and into the fire-scarred Southern California mountains. But, the heinous truth is elusive.  And someone’s tracking him…someone who would do anything to protect a shocking secret.  Banyan finds himself on a journey into human nature's darker side through the desolate, scorched and treacherous landscapes of the soul, including his own…","eng","LFiccion","","","Subgenero · Policiaco/Detective","","Misterio·Thriller·Terror","90","Thriller de detective privado.","",""
"How to Save a Life","Sara Zarr","Dinamica · Padre/Madre soltero/a, Tono · Angst/Drama emocional, Tono · Familia disfuncional, Tono · Maldicion/Transformacion","","1.0","Jill MacSweeney just wishes everything could go back to normal. But ever since her dad died, she’s been isolating herself from her boyfriend, her best friends—everyone who wants to support her. And when her mom decides to adopt a baby, it feels like she’s somehow trying to replace a lost family member with a new one.  Mandy Kalinowski understands what it’s like to grow up unwanted—to be raised by a mother who never intended to have a child. So when Mandy becomes pregnant, one thing she’s sure of is that she wants a better life for her baby. It’s harder to be sure of herself. Will she ever find someone to care for her, too?  As their worlds change around them, Jill and Mandy must learn to both let go and hold on, and that nothing is as easy—or as difficult—as it seems.","eng","LFiccion","","","Tono · Trauma/Salud mental","","Ficción general","85","Novela juvenil sobre duelo y adopción, sin romance central.","",""
"I Die by This Country","Fawzia Zouari","Dinamica · Pez fuera del agua, Genero · Ficcion historica, Tono · Familia disfuncional, Tono · Maldicion/Transformacion","","1.0","The first novel available to English readers by Fawzia Zouari, one of the most important North African authors writing today, begins with an emergency crew’s arrival at a Parisian apartment. Two emaciated young women, sisters, are brought out on stretchers. To the crowd of onlookers the women’s condition is mystifying; for the two sisters, this is the inescapable end to a tragic series of events. Inspired by an actual news story from the French headlines, *I Die by This Country* introduces us to Nacéra and Amira. Casting her mind back in the midst of the opening pages’ upheaval, Nacéra pieces together her fragmentary knowledge of her parents’ lives in rural French Algeria and their immigration to Paris in the years following Algeria’s war for independence. Her memories of how both she and Amira struggled to find their place as children of immigrants reveals the enormous stress of social exclusion and identity conflicts facing immigrant youth. Nacéra and her family yearn for acceptance, but the reader sees this dream becoming increasingly unattainable. Zouari’s frank prose and penetrating storytelling deftly relates the multigenerational experience of Franco-Algerian immigration during the last quarter of the twentieth century. As France continues, like so many western countries, to struggle with questions regarding national identity, immigration, and its colonial past, the experiences depicted in this novel resonate more than ever.","eng","LFiccion","","","Tono · Trauma/Salud mental","","Ficción general","90","Ficción literaria sobre inmigración argelina en París, sin trama romántica central.","",""
"La Pianista De Varsovia","Walter Zacharias","Genero · Ficcion historica, Tono · Familia disfuncional, Tono · Maldicion/Transformacion, Tono · Protagonista incriminado, Tono · Venganza","","1.0","Mia es la hija adolescente de una acomodada familia judía de Lodz, Polonia. Estudia música clásica y muestra un gran talento como joven pianista. Pero su vida cambia trágicamente cuando las tropas alemanas invaden el país.Primero su familia debe abandonar su barrio y vivir en el gueto y luego todos son trasladados a un campo de concentración; la única en salvarse es Mia, gracias a que, en un acto de desesperación, su padre la empuja fuera del tren en el que viajan.De este modo comienza la segunda vida de Mia que la lleva primero a Varsovia, donde colabora con un grupo de resistentes, y después a Estados Unidos, donde viven unos tíos suyos y donde conoce a un joven, músico como ella, que se convertirá en el amor de su vida.Pero Mia no logra olvidarse del trágico destino de su familia. Decidida a vengar la muerte de los suyos, deja al hombre a quien ama y se juega nuevamente la vida volviendo a Europa como espía, a fin de infiltrarse entre los oficiales alemanes y conseguir información.Pero justo cuando parecía que el dolor y la pérdida serían sus más fieles compañeros, la sorpresa de una carta le ofrece la perspectiva de un desenlace muy distinto.
","spa","LFiccion","","","Subgenero · Espionaje/Espias","","Romance histórico","90","Romance histórico con trasfondo de la Segunda Guerra Mundial y espionaje.","",""
"La cárcel","Jesús Zárate","Genero · Ficcion realista, Tono · Amnesia, Tono · Morally grey/Antiheroe, Tono · Protagonista incriminado, Tono · Venganza","","1.0","La acción de la novela galardonada con el Premio Planeta 1972 transcurre íntegramente en una cárcel colombiana, en la que el protagonista, Antonio Castán, se encuentra acusado de un crimen que no ha cometido. Para ocupar su tiempo empieza a llevar un diario en el que describe a sus compañeros de celda, Mister Alba, un ""gentleman"" aventurero, ""ingenioso y mentiroso"", Braulio, un bígamo sentimental, y David Fresno, estudiante bohemio falsificador de cheques. Los cuatro conversan, con un gran derroche de divertidas e inteligentes paradojas, sobre la libertad y el encarcelamiento, la inocencia y la culpabilidad, mientras el relato toma un rumbo inesperado con el estallido de un motín y el asesinato a sangre fría del director de la prisión, el sádico Leloya. El desenlace va a dar una agudeza insospechada y un sentido muy hondo a las paradojas que manejan estos personajes, siempre con un humor incisivo que sin renunciar a la sonrisa y a la comprensión humana, revela profundas e inquietantes contradicciones. Obra muy bien escrita, de gran amenidad y ""suspense"", su lectura nos introduce en toda una problemática del mayor interés planteada de un modo brillante y atractivo.
","spa","LFiccion","","","Tono · Morally grey/Antiheroe","","Misterio·Thriller·Terror","80","Intriga carcelaria con crimen, motín y suspense.","",""
"Skeletons in My Closet","Dynah Zale","Genero · Religion/Espiritualidad, Paranormal · Romance de monstruos, Tono · Familia disfuncional, Tono · Redencion","","1.0","“God pulled out all the Skeletons in my closet.”Councilman Garrett Dunn’s arrival in heaven was anything but euphoric. Upon arrival he was escorted by his guardian angel to the Throne Room. God expected Garrett to not only confess his sins, but also give an account for every wrong or hurtful thought, word or deed he ever committed while on earth. **{AND THAT’S A LOT OF SINS FOR A POLITICIAN}** God ordered all of the skeletons out of Garrett’s closet. Millions of skeletons stood before Garrett in military formation waiting for him to give an account for his sins. Nervous and guilt ridden Garrett felt light headed as he thought about all the deceptive things he did to get elected as mayor of Camden, NJ. He lied, cheated, manipulated and worst of all he tried to use God as a pawn in his political campaign. God and Garrett will walk thought every moment of his life and along the way God will point out his mistakes; where he went wrong and what he did right. Garrett’s story is an urban tale that will make every reader realize that God is still in control. If you’ve ever wondered what having a conversation with the creator of the universe would be like then this book is for you. There is no other book like this on the Black Christian Fiction market. Click on the Look Inside Button for a sneak peek.","eng","LFiccion","","","Paranormal · Angeles y demonios","","Fantasía","80","Novela fantástica con temática religiosa y juicio divino.","",""
"50 More Tales of Flight","Owen Zupp","Arquetipo · Heroe reticente, Dinamica · Grupo variopinto/Ragtag, Subgenero · Aventura/Quest","","1.0","'50 More Tales of Flight' will transport you to aviation adventures across the globe. From the open-air cockpit of an antique biplane to the beads-of-sweat realism of fighter jet simulators, you will be taken aloft. Aircraft are flown high above vast oceans while others are found decaying in the deepest jungles.These tales embrace aviation from the ground up - its history, its people and the magic of the wind slipping beneath the wings. There are moments of beauty and trepidation. In this pursuit of aviation, new friends are made and old ones are lost.In this pilot’s journey from the crib to the cockpit is where you will find, ’50 More Tales of Flight’.","eng","LFiccion","","","","","No-Ficción","90","Colección de relatos de aviación basados en experiencias reales del autor.","",""
"Inkflower","Suzy Zail","Genero · Romance historico, Tono · Familia disfuncional, Tono · Maldicion/Transformacion, Tono · Redencion","","1.0","**A gritty YA novel about family secrets, hope and healing. Based on a true story.** Lisa’s father has six months to live. And a story to tell about a boy sent to Auschwitz. A boy who lost everything and started again. A story he has kept hidden – until now.  But Lisa doesn’t want to hear it, because she has secrets too. No one at school knows she is Jewish or that her dad is sick. Not even her boyfriend.  But that’s all about to change. And so is she.","eng","LFiccion","","","Tono · Trauma/Salud mental, Subgenero · Young adult/Juvenil","","Ficción general","90","Novela juvenil contemporánea sobre el Holocausto y secretos familiares.","",""
"Los Viajes Sonámbulos","Silvia Zuleta Romano","Dinamica · Amigos con derechos, Dinamica · Pez fuera del agua, Dinamica · Triangulo amoroso, Genero · Ficcion historica, Tono · Familia disfuncional","","1.0","Fabián, un joven e insignificante economista, sale por primera vez de su país rumbo a España. Una vez allí, toma el tren de alta velocidad hacia Barcelona convirtiéndose un anodino viaje de trabajo en un frenético periplo que hará tambalear su pequeña existencia. Mientras tanto, Carolina, una infartante morocha, cultora de su cuerpo y de su casa, aprovecha la ausencia de Fabián para engañarlo con su vecino, un joven rentista, lindo, conquistador y huidizo que no duda en acostarse con su mejor amiga Virgen, una aspirante a economista, algo apática y con una necesidad irrefrenable de llevarse a la cama a cualquier hombre que se le cruza en el camino. En un rapto de frivolidad, Virgen emprende un viaje a Tarragona en busca de un hombre al que no conoce. Su amigo Julián, un diletante poeta, poco agraciado e indignado con la sociedad que lo rodea, se ve envuelto en un confuso ménage à trois. Todo esto, mientras el mundo sigue cambiando drásticamente: España es campeona del mundo y la burbuja inmobiliaria acaba de estallar. Mientras tanto, la fiesta kirchnerista parece no tener fin.    Buenos Aires y Catalunya son los escenarios brutales de un mundo cambiante, en donde los personajes se mueven como sonámbulos entre dos realidades muy distintas y parecidas a la vez. El viaje en todas sus formas. El movimiento constante de gente, de partículas y de fluidos atraviesan esta galería de personajes en esta novela que, de a ratos, puede ser hilarante, trágica y disparatada.    Los viajes sonámbulos es, ante todo, un relato de nuestro tiempo: irreal en los hechos pero completamente verosímil en el espíritu. Un retrato humano para reflexionar sin comerse la cabeza con teorías increíbles. Solo con prosa y un poco de imaginación.","spa","LFiccion","","","Dinamica · Triangulo amoroso","","Ficción general","90","Ficción contemporánea sobre relaciones y viajes; sin género específico.","",""
