title,authors,tags,series,series_index,comments,languages,library_name,#language_code,#world,#subjects,#info,#libreria,#confianza_ia,#motivo_ia,#serie_ia,#serie_ia_index
"The Trial of Lee Harvey Oswald","William Alsup","Subgenero · Policiaco/Detective, Subgenero · Thriller legal, Tono · Giro final, Tono · Morally grey/Antiheroe, Tono · Narrador poco fiable","","1.0","The assassination of Lee Harvey Oswald by Jack Ruby robbed the nation of the closure it so desperately needed following the death of John F. Kennedy. The Trial of Lee Harvey Oswald asks what might have happened if the assassin had lived to stand trial for his murder of America’s beloved president. This meticulously researched and riveting courtroom drama follows prosecutors Abe Summer and Elaine Navarro as they work to bring Oswald to justice despite the legend in Oswald’s famed attorney Percy Foreman. With mysteries and coincidences swirling around the case, Oswald’s conviction doesn’t seem set in stone. After Ruby fails to assassinate the assassin, can Summer and Navaro bring peace of mind back to the American people by sending a murderer to prison?  Author William Alsup’s fair and thrilling novel is all the more compelling thanks in no small part to his experiences and expertise as a federal judge. With his background in research and jurisprudence, Alsup has become an expert on the Oswald case. From newspaper clippings to the Warren Report, *The Trial of Lee Harvey Oswald* is based on real and complicated history. Readers with a passion for the procedural will relish the details Alsup provides behind the scenes of a prosecution, demonstrating just how much time and effort goes into even cases that seem cut and dry. America never recovered from the killing of its king of Camelot, but *The Trial of Lee Harvey Oswald* provides a window into what might have been.","eng","LMisterioThriller","eng","","","","Misterio·Thriller·Terror","100","Drama judicial alternativo sobre el juicio de Lee Harvey Oswald, sin romance central.","",""
"Guilty Gucci","Ashley Antoinette","Subgenero · Policiaco/Detective, Tono · Protagonista incriminado, Tono · Traicion","","1.0","The Red Bottom Bandits may be the world's most fashion-forward gang of masked outlaws. They're the talk of D.C. for their daring robberies and fly gear. And their latest caper is penned by Ashley Antoinette (of Ashley & JaQuavis) at her sultry, streetwise best.  When the innocent, naïve Gucci recognizes ringleader Sunny Raegan during a holdup, that's her ""in"" with the Bandits. Knowing she's got a lot more beauty than brains, Gucci sees the gang as her meal ticket. More likely, they'll be her ticket to the morgue!  The Bandits may be lawless, but they play by a few simple rules: Get in and get out. . .shoot first and ask questions later. . .never leave without the money. . .and innocent people don't get hurt. But it's only a matter of time before all these rules get broken—and that's when Gucci gets caught!  If there's one thing a girl needs, it's a little help from her friends. But her ""friends"" have skipped town without giving her a second thought. And Sunny is distracted by her new baby and her violent ex-lover. So Gucci's on her own. She's on trial for her life, and she must decide whether to snitch on the girls—or take the fall all by herself. Whichever she chooses, it may be her death sentence.","eng","LMisterioThriller","eng","","","","Misterio·Thriller·Terror","100","Thriller criminal sobre una banda de atracadores, sin romance central.","",""
"Murder Mamas","Ashley Antoinette & Jaquavis Coleman","Subgenero · Policiaco/Detective, Tono · Protagonista incriminado, Tono · Traicion","","1.0","Robyn and Aries are ""The Murder Mamas,"" contract killers taking no prisoners in Los Angeles. It doesn't take them long to link up with Hollywood's biggest drug kingpin, who hires them to take out a snitch and a judge. But the plans backfire and they only complete half the job. Robyn gets caught and put on Death Row, and Aries goes on the run. She winds up in the Islands, where she takes up a new life as a mother and wife, and tries to forget who she once was. But unfinished business has a way of coming back to haunt you; and when it's the killing kind, there's a huge price to pay. Now Aries has to put it all on the line as she sets out to finish what the Murder Mamas started, leaving her family and her sanity and her soul behind . . . .","eng","LMisterioThriller","eng","","","","Misterio·Thriller·Terror","100","Thriller sobre asesinas a sueldo, sin romance central.","",""
"El secreto de los flamencos","Federico Andahazi","Genero · Misterio/Thriller, Genero · Romance historico, Tono · Giro final, Tono · Morally grey/Antiheroe, Tono · Protagonista incriminado","","1.0","A principios del Renacimiento los maestros florentinos dominan el secreto matemático de la perspectiva, y los flamencos, el misterio alquímico de los pigmentos. No obstante, una guerra abierta entre ambas escuelas mantiene al mundo sin el pintor perfecto, aquel que domine lo mejor de ambas escuelas. Dos hechos desencadenarán los trágicos acontecimientos de esta historia: por un lado, el joven Pietro de la Chiesa, discípulo del gran maestro Monterga, aparece desnudo y degollado en un bosque de Florencia; por otro, una dama portuguesa, misteriosa y extremadamente bella, solicita los servicios de los hermanos Van Mander para ser retratada en un plazo de tiempo imposible. Pero aún existe un tercer enigma, por el que cualquier pintor ambicioso cometería hasta las más atroces acciones: la clave que revela la composición del color en estado puro, oculta entre las líneas de un texto de San Agustín.","spa","LMisterioThriller","spa","","","","Misterio·Thriller·Terror","100","Misterio histórico en el Renacimiento sobre asesinato y secretos artísticos, sin romance central.","",""
"True Blue Detective Series Books 1-7","Vito Zuppardo","Arquetipo · Heroe retirado, Dinamica · Familia encontrada, Genero · Misterio/Thriller, Subgenero · Policiaco/Detective, Tono · Protagonista incriminado","","1.0","**True Blue** 
Climb into the back of an NOPD car as they patrol and investigate strange occurrences in their distinct city of New Orleans. In the first novel of the True Blue Detective series, Zack uses his detective skills to discover that his daughter-in- law’s next door neighbor may have been an accidental target. 
**Crescent City** 
Dr. Walter Ross' illegal organ sales business is uncovered when another death occurs at Riverside Inn. Retired detective Zack and Howard try to stop Felipe and the Cornerview Gang from attempting to abduct Kate Fontenot. After failure in the justice system, Mario takes matters into his own hands with help from Howard and Zack, overthrowing Felipe and his gang along the way. 
**Vieux Carrè** 
Follow the team consisting of Mario – an expert on New Orleans history, undercover cop Howard Blitz and forensics specialist Olivia Johansson from the NOPD - as they try to protect Olivia after she was drugged and nearly killed for no clear reason. **Street** The two cops from the Eighth District are drawn into a matter related to a cartel who is demanding twelve million dollars of their money returned or they will take Mario's life. Meanwhile, an innocent bystander gets implicated due to being mistaken for someone else, earning them the cartel's full attention. 
**Escape To New** 
Chief Parks sends Mario to Las Vegas for a convention but has other motives—she has received news that her sister in Las Vegas thinks she's spotted her missing daughter, Sophia, who disappeared over six years ago. 
**Two Kinds of** 
Detective Mario DeLuca is personally affected by a shooting involving one of his True Blue officers. His professional life and his inner turmoil are intertwined, with recurring nightmares of a man chasing him. 
**Irish** 
Join Detective Mario DeLuca and his partner, Howard Blitz, as they go deep into the streets of New Orleans to solve a triple homicide in one of the city's restaurants. 
**The Auction** 
Detective Mario DeLuca had never expected to hear from his ex-fiancée, Kate Fontenot, ever again. But when she comes to him with an urgent request, he can't refuse.Working alongside Detective Howard Blitz, Mario has been assigned a task at Rockford Auction House. The pair of detectives soon find themselves being pursued by the FBI, ATF and a criminal gang involved in the human trafficking business.This enthralling story includes mysterious events, foreign black market deals, Southern hospitality and characters you won't soon forget.
","eng","LMisterioThriller","eng","","","","Misterio·Thriller·Terror","90","Novelas policiacas ambientadas en Nueva Orleans, detectives resolviendo crímenes.","True Blue Detective","1.0"
"Dark Origins - Level 26","Anthony E. Zuiker & Duane Swierczynski","Genero · Misterio/Thriller, Subgenero · Policiaco/Detective, Subgenero · Thriller psicologico, Tono · Giro final, Tono · Morally grey/Antiheroe","Level 26","1.0","A crisp clean softcover, no markings throughout.\nIt is well known among law enforcement personnel that murderers can be categorized on a scale of twenty- five levels of evil, from the naive opportunists starting out at Level 1 to the organized, premeditated torture- murderers who inhabit Level 25.\n\nWhat almost no one knows—except for the elite unnamed investigations group assigned to hunt down the world’s most dangerous killers, a group of men and women accounted for in no official ledger, headed by the brilliant but reluctant operative Steve Dark—is that a new category of killer is in the process of being defined.\n\nOnly one man belongs to this group.\n\nHis Anyone\nHis \nHis Sqweegel\nHis Level 26","eng","LMisterioThriller","eng","","","","Misterio·Thriller·Terror","90","Primera entrega de la serie Level 26, presenta al asesino Sqweegel.","Level 26","1.0"
"Catálogo","calibre","","","1.0","","eng","LMisterioThriller","eng","","","","(sin datos)","0","Entrada de catálogo de calibre, no un libro real.","",""
"Dicen Que Estás Muerta","María Zaragoza Hidalgo","Genero · Misterio/Thriller, Subgenero · Policiaco/Detective, Tono · Giro final, Tono · Narrador poco fiable, Tono · Protagonista incriminado","","1.0","En las calles de Madrid, un martes como otro cualquiera, una mujer joven vestida de forma extraña es asesinada con un pequeño cuchillo de mesa. El asesino podría ser cualquiera, pero la muerta no, la muerta es una sola y única, una víctima puede que casual o puede que no. En esta historia, disfrazada de novela negra, los personajes tratan de buscar al asesino, saber quién es, conocer sus razones y sin embargo a través de este planteamiento lo que logran es conocer un poco más a esa mujer misteriosa y quizá a ellos mismos, pues en cada hombre vive una bestia y una víctima potencial, y a veces es necesario ser una de las dos cosas.","spa","LMisterioThriller","spa","","","","Misterio·Thriller·Terror","90","Novela negra ambientada en Madrid, investigación de un asesinato.","",""
"Tarde, Mal Y Nunca","Carlos Zanón","Ambientacion · Small town, Genero · Misterio/Thriller, Subgenero · Policiaco/Detective, Tono · Familia disfuncional, Tono · Morally grey/Antiheroe, Tono · Protagonista incriminado","","1.0","Cruda, visceral e impactante, Tarde, mal y nunca se adentra en los ambientes más marginales de la ciudad para contar cómo sus personajes se relacionan peligrosamente con lo más oscuro de nuestra sociedad: las drogas, la violencia, la prostitución... su realidad cotidiana, su día a día. Epi asesina sin miramientos a su colega Tanveer Hussein, que le acaba de birlar la novia, Tiffany Brissette, a la espera de que todo vuelva a la normalidad. Pero su normalidad pasa necesariamente por la supervivencia en el barrio donde le ha tocado vivir, por los problemas con las autoridades, la crisis y el paro, la creciente inmigración, la bajeza moral y los pocos escrúpulos de quienes le rodean. ¿Qué le deparará el futuro?  
  
Con un ritmo frenético y un discurso que no deja lugar a lo políticamente correcto, el autor retrata en esta fascinante novela una Barcelona que dista mucho de ser idílica, que muestra sus entrañas con la crudeza propia de una voz honesta y valiente.
","spa","LMisterioThriller","spa","","","","Misterio·Thriller·Terror","80","Raw, visceral novel about drugs, violence, and marginal life; while literary, the crime and survival elements make it a thriller.","",""
"No llames a casa","Carlos Zanón","Genero · Misterio/Thriller, Subgenero · Policiaco/Detective, Tono · Familia disfuncional, Tono · Morally grey/Antiheroe, Tono · Traicion, Tono · Venganza","","1.0","Cristian, Bruno y Raquel conforman un trío atípico. Son tres buscavidas, carne de bar de mala muerte, de local de barrio con fieles e invariables parroquianos. Consumidores de farlopa y alcohol. Tienen un negocio seguro para mantenerse a flote y, en algunos casos, para ganar una buena suma de dinero. La cosa parece sencilla: se acercan a la puerta de algún hotel de citas, donde hombres pudientes (no siempre) llevan a sus amantes a escondidas. Luego solo queda anotar la matrícula del coche, comprobar el teléfono del propietario de ese vehículo y proceder al chantaje, un negocio altamente rentable. 
Claro que todo cambia cuando ponen su ojo en Max, divorciado, con tres hijos y con una amante que le nubla el sentido: Merche, casada y también con descendencia. 
A priori, Max es un tipo asequible, blando, pero Cristian, Bruno y Raquel son demasiado ambiciosos e incautos y Max tampoco tiene tanto que perder, aunque sí mucho que ganar; a fin de cuentas, su ex mujer ya ha pasado página y él vive solo y de alquiler. 
Y ocurre que amenazar a alguien que está dispuesto a todo para ser feliz puede provocar que las reglas del juego cambien drásticamente.
","spa","LMisterioThriller","spa","","","","Misterio·Thriller·Terror","85","Crime drama about blackmail and extortion; literary style but central crime and tension place it in thriller.","",""
"No podrás esconderte","Anthony E. Zuiker","Genero · Misterio/Thriller, Subgenero · Espionaje/Espias, Subgenero · Policiaco/Detective, Tono · Giro final","Level 26","2.0","No te encuentras frente a un criminal cualquiera. El Asesino de las Cartas del Tarot ha empezado la cacería, y nadie, nadie, estará a salvo.Sólo un hombre puede detenerle.Sus métodos:Los que sean necesarios.Su nombre:Steve Dark.Ten cuidado, porque si vas a ser el siguiente, no podrás esconderte.","spa","LMisterioThriller","spa","","","","Misterio·Thriller·Terror","90","Thriller sobre un asesino en serie que usa cartas de tarot, caza a la policía.","Level 26","1.0"
"Sins of Eden","Wayne Zurl","Genero · Misterio/Thriller, Subgenero · Policiaco/Detective","","1.0","A routine missing person’s case sends Sam Jenkins and John Gallagher into the world of industrial pollution, environmental activists and profuse ambiguities. Former government agents, the man’s parents and other material witnesses seem to be withholding information and nothing is as it appears. Can the young man’s beautiful friend provide them with enough information to locate her lover before it’s too late? Time is running out as the detectives attempt to locate the lost man on their “peaceful side of the Smokies.”","eng","LMisterioThriller","eng","","","","Misterio·Thriller·Terror","90","Caso de persona desaparecida relacionado con contaminación y activismo ambiental.","",""
"The Gray Zone","Daphna Edwards Ziman","Dinamica · Romance de oficina, Subgenero · Thriller legal, Tono · Amnesia, Tono · Protagonista incriminado, Tono · Traicion","","1.0","A seductive young woman chooses the dangerous path of confronting the justice system and corporate power for the sake of her children, her passion for life, and her desire to be loved. Kelly Jensen was only six years old when she witnessed her mother's murder, for which her father was wrongfully convicted. Moved from foster home to foster home, Kelly was exposed to abuse, neglect, and human trafficking. By age fifteen she was a runaway, combining her innate intelligence with street smarts to become a chameleon capable of losing herself in every character she impersonated. Beautiful and bewitching, Kelly used her talents to become the most notorious identity thief in the country. Ruggedly handsome defense attorney Jake Brooks finds the enigmatic Kelly Jensen irresistible despite suspecting her of murdering his best friend from law school. His obsession leads him to risk his own illustrious career in Los Angeles to see that justice is served. Kelly finds him addictive. Together, the two uncover a sordid link among immoral foster care parents, high rollers in Vegas, politicians, and the legal system itself. Kelly ultimately takes fate into her own hands behind closed doors in the gray zone.","eng","LMisterioThriller","eng","","","","Misterio·Thriller·Terror","95","Identity thief and defense attorney uncover corruption, foster care abuse, and trafficking; crime thriller with legal and trafficking themes.","",""
"Death in Shangri-La","Yigal Zur","Dinamica · Pez fuera del agua, Genero · Misterio/Thriller, Subgenero · Espionaje/Espias, Tono · Traicion","Dotan Naor","1.0","Ex-Israeli operative turned private investigator, Dotan Naor—to settle a bet—agrees to locate the missing son of former acquaintance, now ruthless Israeli arms merchant, Willy Mizrachi. Willy, who does not hesitate to sell killing machines to the most heinous players in the world, is desperate to find his only son, Itiel, who has headed to an ashram in the Himalayas.  The Himalayas are also host to groups of young Israelis who have completed their mandatory military service—a sort of rite of passage. Now, those innocent kids are being hunted down by violent terrorists.  India and the disputed Kashmir region between India and Pakistan is familiar territory to Dotan, as he searches for Itiel and for the source of these heinous attacks on Israeli youth.  Unwilling to leave this quest in the hands of Dotan, Willy also travels to India, where he is murdered in Delhi, triggering international repercussions capable of ripping the world apart at one of its most dangerous flashpoints.  Nothing is as it seems in this region of the world. Betrayal reigns everywhere.  But love, in its purest form, does manage to shine through in this story of brutal international corruption.","eng","LMisterioThriller","eng","","","","Misterio·Thriller·Terror","90","Investigación de una desaparición en el Himalaya con ex-agente israelí, acción y espionaje.","Dotan Naor","1.0"
"Forget I Told You This","Hilary Zaid","FIC044000 FICTION / Women, Genero · Ciencia ficcion, Genero · Misterio/Thriller, Subgenero · Distopia/Apocaliptico, Subgenero · Thriller domestico, Tono · Familia disfuncional, Tono · Narrador poco fiable, Tono · Picante/Erotico","","1.0","**Winner of the Barbara DiBernard Prize in Fiction** Amy Black, a queer single mother and an aspiring artist in love with calligraphy, dreams of a coveted artist’s residency at the world’s largest social media company, Q. One ink-black October night, when the power is out in the hills of Oakland, California, a stranger asks Amy to transcribe a love letter for him. When the stranger suddenly disappears, Amy’s search for the letter’s recipient leads her straight to Q and the most beautiful illuminated manuscript she has ever seen, the *Codex Argentus* , hidden away in Q’s Library of Books That Don’t Exist—and to a group of data privacy vigilantes who want her to burn Q to the ground.  Amy’s curiosity becomes her salvation, as she’s drawn closer and closer to the secret societies and crackpot philosophers that haunt the city’s abandoned warehouses and defunct train depots. All of it leads to an opportunity of a an artist’s residency deep in the holographic halls of Q headquarters. It’s a dream come true—so long as she follows Q’s rules.","eng","LMisterioThriller","eng","","","","Ficción general","85","Queer single mother, literary fiction, explores art, secret societies, data privacy. No strong genre elements; literary narrative.","",""
"The Wife You Know","Chad Zunker","Genero · Misterio/Thriller, Subgenero · Thriller domestico, Tono · Familia disfuncional, Tono · Protagonista incriminado","","1.0","Everything he knows about his wife is called into question when she mysteriously vanishes in a breathtaking novel of suspense by Amazon Charts bestselling author Chad Zunker.  Widower Luke Driskell didn’t expect to fall in love and marry again so quickly. But Ashley and her daughter, Joy, are special—a quality borne out when Ashley rushes into a burning day-care center to save the children. Immediately she’s a social media sensation and hero. Then, just as suddenly, Ashley and Joy disappear into the bitterly cold night.  With no trace of their whereabouts, Luke begins a panicked investigation. Alarmingly, he can find no proof that the woman he loves even exists. Left behind: just a hidden stash of fake IDs. Different names. Different cities. Same haunted face. Now the devastated husband has only questions: Who did he marry? What is she hiding?  Luke’s cross-country pursuit of the truth soon spins into something more dangerous than he imagined. Because Ashley’s secrets run so deep and dark that finding her could threaten all their lives.","eng","LMisterioThriller","eng","","","","Misterio·Thriller·Terror","90","Desaparición de la esposa, identidades falsas, búsqueda angustiosa.","",""
"El mensajero de Atenas","Anne Zouroudi","Dinamica · Prohibido, Genero · Misterio/Thriller, Subgenero · Policiaco/Detective","The Greek Detective","1.0","Thimios es una pequeña isla griega perdida en las azules aguas del mar Egeo. Durante una bella jornada de primavera, la joven Irini Asimakopoulos es hallada muerta a los pies de un acantilado. A ojos de la policía local, no hay ninguna duda: es un accidente. Caso cerrado. Sin embargo, un desconocido procedente de Atenas se traslada a Thimios para reabrir el caso. A medida que avanzan sus investigaciones, la isla revela su verdadero semblante: los inviernos son eternos y la vida allí es monótona y cruel. Nada es lo que parece. Pero también los habitantes de la isla empiezan a preguntarse quién es ese hombre que parece conocer los más recónditos detalles de todo lo que ha ocurrido en la isla desde hace décadas. 
El mensajero de Atenas es una novela que palpita en torno a los enigmas; no tan sólo sobre la misteriosa muerte de Irina sino también sobre la inescrutable realidad de Thirminos, un espejismo de idílica armonía en donde nada es lo que parece. El misterio se cierne también alrededor de la inexplicable aparición de Hermes, a quien nadie ha llamado ni nadie conoce, pero que parece saber todo lo que se oculta detrás de irreprochable vida de los habitantes de la preciosa isla. Hermes - alias el <>-, es un nuevo Hércules Poirot, con quien comparte su ácido humor y su irreprochable elegancia.
","spa","LMisterioThriller","spa","","","","Misterio·Thriller·Terror","90","Misterio con detective que podría ser el dios Hermes, tono de cozy mystery, sin romance central.","Hermes Diaktoros","1.0"
"El pecado de Midas","Anne Zouroudi","Ambientacion · Small town, Genero · Misterio/Thriller, Subgenero · Policiaco/Detective, Tono · Traicion","The Greek Detective","2.0","Durante más de medio siglo, el viejo apicultor Gabrilis Kaloyeros ha custodiado las hermosas ruinas del Templo de Apolo. Pero la especulación inmobiliaria incrementa el valor de la tierra y alguien lo convence -a través de medios poco honrados- para que renuncie a su propiedad. Pocas horas después muere de manera violenta. 
Cuando Hermes Diaktoros encuentra el cuerpo maltrecho de su amigo en una cuneta, la policía lo considera el principal sospechoso. Sin embargo, son los promotores más codiciosos que amenazan los antiguos yacimientos de la isla de Arcadia quienes resultarían más beneficiados con la muerte de Gabrilis. Hermes decide vengar a su viejo amigo y encontrar al verdadero culpable, aunque sus métodos son, como siempre, poco ortodoxos...
","spa","LMisterioThriller","spa","","","","Misterio·Thriller·Terror","90","Misma serie que anterior, investigación de asesinato con Hermes Diaktoros.","Hermes Diaktoros","1.0"
"El nadador","Joakim Zander","Arquetipo · Heroe retirado, Genero · Misterio/Thriller, Subgenero · Espionaje/Espias, Subgenero · Policiaco/Detective, Tono · Amnesia","Klara Walldéen","1.0","Una tórrida noche en Damasco a principios de los años ochenta. Un agente estadounidense abandona a su bebé a un destino incierto, una traición que jamás se perdonará y que será el comienzo de una huida de sí mismo. Hasta que ya no se pueda esconder de la verdad. Hasta que se vea obligado a tomar una decisión crucial. 
Treinta años después, Klara Walldéen, una joven sueca que trabaja en el Parlamento Europeo de Bruselas, se ve envuelta en una trama de espionaje a nivel internacional en la que está implicado su antiguo amante y exmiembro de las fuerzas especiales del ejército sueco, Mahmoud Shammosh. De la noche a la mañana, Klara y Mahmoud se convierten en el objetivo de una cacería que se desarrolla por la Europa invernal, un mundo donde las fronteras entre países se han vuelto igual de borrosas que la línea que separa a aliado y enemigo, verdad y mentira, pasado y presente. 
El nadador es una novela de intriga que habla de deudas y desagravios. De la importancia y el peso del pasado. Y de que, al final, nunca puedes escapar de la persona que eres.
","spa","LMisterioThriller","spa","","","","Misterio·Thriller·Terror","95","Espionage thriller involving former special forces and European winter chase; spy craft central.","",""
"Hollis and Gray","J. P. Zeigler","Subgenero · Policiaco/Detective, Tono · Familia disfuncional, Tono · Protagonista incriminado","Serafina Gray Mystery","1.0","Frank Hollis is a private investigator whose health is failing. Serafina Gray is more than his employee; she’s more like a daughter to him. As Hollis comes to grips with the fact that his time is dwindling, he’s all the more eager to find answers for Serafina, to take care of her however he can. But looking into the mysterious deaths of her parents proves nearly fatal, and Hollis’s search creates unintended consequences for Serafina, setting off a chain of events neither could have predicted.   
The climax of the story occurs when the truth of Serafina’s parents’ death is revealed, as well as the identity of Hollis’s shooter. Serafina becomes collateral damage in trying to maintain this long-kept secret, and she and Hollis are finally forced to confess the things they’ve concealed from one another.
","eng","LMisterioThriller","eng","","","","Misterio·Thriller·Terror","90","Private investigator and assistant investigate mysterious deaths; classic PI mystery.","",""
"Your Heart Still Beats for Me","Cori Zahara","Dinamica · Proximidad forzada, Subgenero · Thriller domestico, Subgenero · Thriller psicologico, Tono · Amnesia","","1.0","When Feebee wakes up in a room with no memory of how she got there and a series of uncomfortable tasks to complete, with only the help of the unconscious man chained to the wall, her mental health spirals downwards, and she only has that one stranger to get her through it all.    So, what is she meant to do when they fail a task, and he's taken away as a punishment?","eng","LMisterioThriller","eng","","","","Misterio·Thriller·Terror","80","Woman wakes up in a room with tasks and a chained man; psychological tension, captivity and mental health focus. No clear romance central.","",""
"La Trampa del Oso","Aitor Zárate","Genero · Misterio/Thriller, Subgenero · Thriller psicologico, Tono · Narrador poco fiable, Tono · Protagonista incriminado, Tono · Venganza","","1.0","Tras haber perdido su empresa por una triquiñuela legal de sus socios, el joven empresario Stefano Catenei busca la ayuda de un conseguidor, un experto en ingeniería financiera que, sin salirse de la ley, consigue que el protagonista recupere su dinero y se vengue de los traidores. La trampa del oso es un thriller actual que ofrece una lección sobre el mundo de las finanzas, un laberinto donde nada es lo que parece y casi cualquier cosa es posible.","spa","LMisterioThriller","spa","","","","Misterio·Thriller·Terror","90","Thriller about financial revenge and legal maneuvering; combines finance and suspense.","",""
"The Forgotten Staircase","Willow Zane","Genero · Misterio/Thriller, Paranormal · Romance de monstruos, Tono · Narrador poco fiable","","1.0","**About the book:** Journey into the realms of the human psyche; “The Forgotten Staircase” blurs the line between reality and the surreal. This chilling psychological thriller beckons readers to explore the darkest corners of their minds, where nightmares take on a life of their own.  Jade’s daily life is filled with personal horrors from a past she has been too afraid to explore, until now. Her trauma-fueled night terrors are vivid, haunting, and inexplicably real. As Jade ventures deeper into the labyrinth of her subconscious, she unravels a disturbing tapestry of twisted family secrets, each more unsettling than the last.  With every turn of the page, it takes readers on a heart-pounding odyssey through the fragmented landscapes of Jade’s dreamscape. These nightmarish visions grip the reader with an icy hand, refusing to let go.  As the line between dreams and reality blurs, Jade grapples with the ghostly remnants of her past, the oppressive presence (and absence) of her mother, and a malevolent force that seeks to destroy her sanity. Her journey becomes a race against time as her own fragile grasp on reality crumbles.  “The Forgotten Staircase” is an exploration of the human mind’s capacity for both beauty and terror. It dives deep into the emotional undercurrents that shape our realities and asks the question: **Can we ever truly escape our past?** Jade has nightmares. **Bad ones.** The kind you don't just ""wake up"" from. After waking to find herself inexplicably committed to a mental institution, she fears the only person she can trust is an attractive female doctor with an unconventional treatment style. But Jade also has a secret hidden inside her, something even she doesn't know... until now. **Would you want to know the truth no matter how terrifying?**","eng","LMisterioThriller","eng","","","","Misterio·Thriller·Terror","95","Psychological thriller focusing on trauma, nightmares, family secrets; surreal elements but grounded in human psyche.","",""
"Border Crossings","Vincent Zandri","Dinamica · Grupo variopinto/Ragtag, Subgenero · Supervivencia, Themes.Grifters, Tono · Morally grey/Antiheroe","","1.0","**Why Get Rich Slowly When You Can Cheat and Get Rich Quick?** The dimwitted characters from the classic Zandri short story, Bingo Night, return in a tale about getting rich quick, which is what Tony and Stan are all about even if their efforts get them in some serious hot water. In this new episode, the meatheads decide to cross the southern border with all the illegal aliens to collect all that free cash and all those free government goodies. Only, things don't go quite as expected when the law decides to give chase and start shooting.  From New York Times and USA Today Thriller and Shamus Award winning bestselling author Vincent Zandri comes a new series that combines thrills, action, mystery, humor, and more. For fans of Charlie Houston, Don Winslow, Jim Crumley, and more.  **Grab your thrilling, pulse-pounding copy now!** ""Vincent Zandri is one of the most acclaimed thriller writers working today!"" -- Publishers Weekly  ""The story of Vincent Zandri is the story of our times.""   \--Business Insider  ""Vincent Zandri hails from the future.""   \--The New York Times  “Sensational . . . masterful . . . brilliant.”   \--New York Post  ""Gritty, fast-paced, lyrical and haunting.""   \--Harlan Coben, New York Times bestselling author of Six Years  ""Tough, stylish, heartbreaking.""   \--Don Winslow, New York Times bestselling author of Savages and Cartel.  ""...big time author...""   \--Digital Journal","eng","LMisterioThriller","eng","","","","Misterio·Thriller·Terror","90","Comedy crime thriller about crossing border illegally with chase; humor and action, but genre is thriller/mystery.","",""
"Cornatel, El Secreto Español","Antonio Ramos Zúñiga","Genero · Misterio/Thriller, Subgenero · Aventura/Quest, Subgenero · Policiaco/Detective, Tono · Narrador poco fiable, Tono · Profecia/Elegido","","1.0","Un e-mail cambia la vida de Prevost, un profesor universitario fanático del Internet, interesado en descubrir el misterio de la resurrección de Cristo. Ni siquiera sabe que es la persona más odiada y a la vez más protegida del mundo hasta que se desencadenan extraños sucesos. La curiosidad le lleva, junto a Katherina, la bella mujer que ama los enigmas antiguos, a un ruinoso castillo español donde transcurre una peligrosa aventura entre la niebla, millares de asombrosas palomas, combates y raros personajes. ¿Qué se disputan allí a sangre y fuego el Vaticano, la secta alemana Thule, el Temple negro francés y la masonería original? ¿Qué causa tanta alarma en el espionaje norteamericano, israelí y francés que les obliga a involucrarse en una inefable conspiración contra Dios? ¿Quién es en realidad Prevost? Los hechos transcurren en Madrid, Sevilla, la Occitania francesa, Roma, Munich, New York, y principalmente en Priaranza del Bierzo, en León, España. Un desenlace apasionante muestra las vergüenzas y peligros del mundo, el triunfo del amor y la magia del secreto revelado.  Because of an e-mail, life changes for Prevost, a liberal professor who is interested in discovery the mystery of Christ’s resurrection. A dangerous and weird adventure involves to Prevost and Katherina, a beautiful woman who loves the ancient enigmas. The vortice of this novel is a conspiracy against God and Humanity regarding a secret hidden at old Spanish castle named Cornatel, where is the scenary of undercover fight among powers searching the secret: ancient sects, as Thule of Germany and the Black Lords Templars of France, el Vatican, the Masonic brotherhood, the Mafia, and espionage from US and Israel. The events take place in Madrid, Sevilla, the French Occitania, Rome, Munich, New York, mainly in Priaranza del Bierzo, León, Spain. An exciting ending reveals the shame and dangers of the world, the triumph of love and magic secret revealed.","eng","LMisterioThriller","eng","","","","Misterio·Thriller·Terror","80","Thriller de conspiración religiosa e histórica con espionaje y misterio.","",""
"Berlin Blue","Zbig Zbikowski","East Germany, Fall of USSR, Genero · Misterio/Thriller, Solidarnosc, Stasi, Subgenero · Espionaje/Espias, Subgenero · Policiaco/Detective, Tono · Morally grey/Antiheroe, Tono · Traicion, West Berlin","Berlin Blue Series","1.0","**Can't go forward without going back. Cold Warriors return to Berlin to settle old scores.** *This place, West Berlin, was then (1980-1989) an an island of the free democratic West in the heart of communist East Germany.  As such, it was a refuge for young German men avoiding compulsory military service in the Bundeswehr, migratory birds, asylum seekers from the communist east, immigrants, shipwrecked people, anarchists, artists, people who loved differently or thought differently.  West Berlin was perfect for any runaway.*  And perfect for every spy.  Twenty years later, the Wall has fallen and the world has moved on.  The past is past.  No one cares or even remembers.  Except the men and women who had lived through that time, for whom the past is an open, festering wound, a great burning mystery.  Who was the mole among them?  Were they manipulated and by whom?  For whose interests have they really wrecked their lives?  **Find out. Pick up your copy today.**","eng","LMisterioThriller","eng","","","","Misterio·Thriller·Terror","95","Cold War spy thriller, former agents in Berlin; espionage central.","",""
