title,authors,tags,series,series_index,comments,#language_code,#subtitle,#subjects,#clasificacion,#info,#libreria,#confianza_ia,#motivo_ia,#serie_ia,#serie_ia_index
"El Ojo de la Luna","Dianne Hofmeyr","Ficción Histórica, Topic.People & Places.Africa.Egypt, Jovenes Adultos (13-18)","","1.0","Una conspiración de asesinato y la lucha por la sucesión del trono enfrenta hermano contra hermano en esta emocionante novela de aventuras ambientada en el Antiguo Egipto.  
Cuando Isíkara descubre que la hemosa reina Tiy de Egipto ha sido asesinada y su hijo mayor, Tutmosis, se enfrenta al mismo destino, acaba huyendo con el joven príncipe para conseguir la ayuda que necesita para devolver a éste al lugar que le corresponde en el trono de Egipto. Deben viajar a Nubia para encontrar aliados -recorrerán el Nilo, cruzarán el desierto y atravesarán bulliciosas ciudades de mercaderes-, mientras evitan a sus perseguidores, los sacerdotes que pretenden silenciarlos para siempre. ¿Les queda alguien en quién confiar? ¿Y adónde les conducirá su aventura?
","spa","","Cultural.Africa.Egypt, Historical Fiction, Adventure, Young Adult, Fantasy","","","Ficción general","95","Aventura histórica en el Antiguo Egipto, sin romance central.","",""
"The Candid Life of Meena Dave","Namrata Patel","","","1.0","A woman embarks on an unexpected journey into her past in an engrossing novel about identity, family secrets, and rediscovering the need to belong.
Meena Dave is a photojournalist and a nomad. She has no family, no permanent address, and no long-term attachments, preferring to observe the world at a distance through the lens of her camera. But Meena’s solitary life is turned upside down when she unexpectedly inherits an apartment in a Victorian brownstone in historic Back Bay, Boston.
Though Meena’s impulse is to sell it and keep moving, she decides to use her journalistic instinct to follow the story that landed her in the home of a stranger. It’s a mystery that comes with a series of hidden clues, a trio of meddling Indian aunties, and a handsome next-door neighbor. For Meena it’s a chance for newfound friendships, community, and culture she never thought possible. And a window into her past she never expected.
Now as everything unknown to Meena comes into focus, she must reconcile who she wants to be with who she really is.
","eng","","","Tono · Cozy/Ligero","","Ficción general","85","Novela de identidad y comunidad, con misterio familiar leve; romance secundario no central.","",""
"El Simbolo","Adolfo Losada García","_Biblioteca.Fantasia.Contemporanea","","1.0","Un descubrimiento desvela la posible conexión entre tres enigmáticas civilizaciones, la olmeca, la maya y la egipcia. 
Todo comienza cuando la Tierra sufre el impacto de un objeto caído del cielo. Sesenta y cinco millones de años después de aquel acontecimiento, el protagonista, Thomas Mc.Grady, hallará en un antiguo asentamiento olmeca una misteriosa sala subterránea. 
Desde ese mismo instante se verá inmerso en numerosas aventuras y desventuras que le harán descubrir, junto a Natalie Duthij, una de las civilizaciones más buscadas y misteriosas de la historia. 
Los protagonistas recorren lugares tan diferentes como Honduras, Egipto, el océano Atlántico Sur y la Antártida. En el periplo se irán incorporando extraños y pintorescos personajes poseedores de las claves del desenlace y todos ellos se adentrarán en el ritmo trepidante de la novela conduciéndonos hacia el inesperado hallazgo. 
Esta novela encierra en la ficción que desarrolla una propuesta lúcida pero atrevida sobre el origen de una civilización madre progenitora de las grandes y misteriosas civilizaciones. 
","spa","","Fantasy","","","Ficción general","70","Novela de aventuras y misterio arqueológico.","",""
"La llave de la Atlantida","Adolfo Losada García","_Biblioteca.Fantasia.Contemporanea","","1.0","Todo comienza días después del sorprendente hallazgo de la primera civilización madre, la Atlántida. Nuestros protagonistas, Thomas McGrady y Natalie Duthij, guiados por los Itnicos, la sociedad guardiana del gran secreto, deberán regresar a la Atlántida para encontrar la última pieza del puzle que los creadores de aquella civilización ocultaron en el tiempo. Pero este viaje no lo harán solos. Un pintoresco personaje les acompañará durante el trayecto hacia su destino y les narrará en primera persona una historia llena de aventura y de amor. Recorrerán lugares tan misteriosos y fascinantes como Stonehenge y las líneas de Nazca, donde sin querer y sin poder evitarlo, te verás inmerso en la búsqueda de la respuestas de los enigmas que se les plantea. Esta novela revela una sorprendente historia de la humanidad así como las conexiones entre las grandes y enigmáticas civilizaciones del pasado con la Atlántida.","spa","","Fantasy","","","Ficción general","70","Novela de aventuras con elementos históricos y misterio.","",""
"Rez Ball","Byron Graves","_Biblioteca.Fantasia.Contemporanea","","1.0","**This compelling debut novel by new talent Byron Graves tells the relatable, high-stakes story of a young athlete determined to play like the hero his Ojibwe community needs him to be.** These days, Tre Brun is happiest when he is playing basketball on the Red Lake Reservation high school team—even though he can’t help but be constantly gut-punched with memories of his big brother, Jaxon, who died in an accident.  When Jaxon's former teammates on the varsity team offer to take Tre under their wing, he sees this as his shot to represent his Ojibwe rez all the way to their first state championship. This is the first step toward his dream of playing in the NBA, no matter how much the odds are stacked against him.  But stepping into his brother’s shoes as a star player means that Tre can’t mess up. Not on the court, not at school, and not with his new friend, gamer Khiana, who he is definitely *not* falling in love with.  After decades of rez teams *almost* making it, Tre needs to take his team to state. Because if he can live up to Jaxon's dreams, their story isn’t over yet.  This book is published by Heartdrum, an imprint that publishes high-quality, contemporary stories about Indigenous young people in the United States and Canada.","eng","","","Subgenero · Young adult/Juvenil, Arquetipo · Deportistas, Tono · Trauma/Salud mental","","Ficción general","90","Novela juvenil sobre baloncesto y duelo en una reserva indígena.","",""
"A Girl Called Patience","Victoria Scott","_Biblioteca.Fantasia.4 Comercial","","1.0","Booksellers Association Book of the Month and LoveReading Debut of the Month A new high-risk treatment gives you the chance to cure your child's disease. Do you take it? The Willows have been through a lot. Louise has devoted her life to caring for her disabled youngest daughter. Pete works abroad, almost never seeing his loved ones. And their eldest, Eliza, is burdened by all the secrets she's trying to keep from her overloaded family.Meanwhile, Patience observes the world while trapped in her own body. She laughs, she cries, she has opinions and knows what she wants. But those who love her most – and make every decision about her life – will never know.Or will they? When the Willows are offered the opportunity for Patience to take part in a new gene therapy trial to cure her Rett syndrome, they face an impossible dilemma. Are the very real risks worth the chance of the reward, no matter how small?Praise for Victoria Scott: 'A wonderful, smart and funny book' Louise Fein,...","eng","","","Tono · Trauma/Salud mental, Tono · Angst/Drama emocional","","Ficción general","85","Drama familiar sobre enfermedad y decisiones médicas, sin romance central.","",""
"The Cook, the Ghost and Her Sister","Ellen Read","Paranormal, Mystery, Paranormal Mystery, _Biblioteca.Fantasia.Contemporanea","","1.0","*Two timelines, one story. Gold, family secrets and an astrolabe bring them together across the years.* 2023 When Danielle Roberts inherits a boarding house in Charters Towers, her first thought is that it’s a scam. Assured by the solicitor it isn’t, she decides to make a quick trip and sort everything out. She has no intention of staying. A pastry chef, she owns a café in Redcliffe.  The first person she sees when she arrives, is the last person she wants to see.  Brett Bainbridge, her first boyfriend, broke her heart when he walked out on her.   Now, here he is, standing in her garden bed.  1872 Eloise le Gerseul has travelled from Jersey in the Channel Islands to Australia with her father and sister. Gold brought them to Charters Towers where Eloise meets William Hatton, the wealthiest goldminer in the north. Then her father dies and Eloise is left with her sister, Emily.  Soon after her wedding to William, life takes a strange turn for Eloise. Her dear Bill goes away on business and Eloise waits and waits for his return. She worries that he’s had an accident. When he arrives home, he won’t speak to her. Eloise doesn’t understand what has happened.  Eventually, Eloise realises that she’s dead.","eng","","","Dinamica · Segunda oportunidad","","Romance contemporáneo","75","Romance de segundas oportunidades con trama de herencia y misterio histórico, sin evidencia sobrenatural.","",""
"Thirteen Doorways, Wolves Behind Them All","Laura Ruby","young adult, Fantasy, _Biblioteca.Fantasia.Contemporanea","","1.0","The unforgettable story of two young women—one living, one dead—dealing with loss, desire, and the fragility of the American dream during WWII. 
When Frankie’s mother died and her father left her and her siblings at an orphanage in Chicago, it was supposed to be only temporary—just long enough for him to get back on his feet and be able to provide for them once again. That’s why Frankie's not prepared for the day that he arrives for his weekend visit with a new woman on his arm and out-of-state train tickets in his pocket. 
Now Frankie and her sister, Toni, are abandoned alongside so many other orphans—two young, unwanted women doing everything they can to survive. 
And as the embers of the Great Depression are kindled into the fires of World War II, and the shadows of injustice, poverty, and death walk the streets in broad daylight, it will be up to Frankie to find something worth holding on to in the ruins of this shattered America—every minute of every day spent wondering if the life she's able to carve out will be enough. 
***I will admit I do not know the answer. But I will be watching, waiting to find out.* **
***That’s what ghosts do.* **
","eng","","Young Adult, Fantasy","Ambientacion · Casa encantada/Fantasmas","","Fantasía","70","Narradora fantasma en el contexto histórico de la II Guerra Mundial; elemento sobrenatural explícito.","",""
"Wishing Season","Anica Mrose Rissi","_Biblioteca.Fantasia.Contemporanea","","1.0","**A moving middle grade story by Anica Mrose Rissi that will appeal to readers who loved The Thing about Jellyfish and Hello, Universe, about the enduring bond between twins: Anders, who has recently died, and Lily, who has to balance her grief and confusion with a brother who isn't quite gone --and how to navigate a world that is moving forward without him.**
Of course Anders wasn't lonely in the afterlife. He still, like always, had Lily.
Lily doesn't believe in making wishes. Not anymore. Not since Anders died.
Wishes can't fix the terrible thing that happened. Wishing won't change how it feels.
But Lily does believe in the impossible. She has a secret so extraordinary, so magical, no one would believe that it's true.
No one except Anders, of course.
Nothing about this summer is turning out how Lily would have wished. But wishes, like seasons, can change.
","eng","","","Tono · Angst/Drama emocional","","Ficción general","85","Historia de duelo entre hermanos con un elemento fantasmal, sin romance central ni género definido.","",""
"Patience","Victoria Scott","_Biblioteca.Fantasia.4 Comercial","","1.0","<p>If you were offered the chance to be 'normal' would you take it? Do we even know what 'normal' is? </p> <p>The Willow family have been through a lot together. Louise has devoted her life to her family and raising her disabled daughter, Patience. Pete now works abroad, determined to provide more, even if it means seeing less of those he loves. And Eliza, in the shadow of her sister, has a 'perfect' life in London, striving to live up to her mother's high standards.</p> <p>Meanwhile, Patience lives her life quietly, watching and judging the world while she's trapped in her own body. She laughs, she cries, she knows what she wants, but she can't ever communicate this to those who make the decisions for her. Patience only wants a voice, but this is impossible.</p> <p>When the opportunity to put Patience into a new gene therapy trial to cure her Rett syndrome becomes available, opinions are divided, and the family is torn.</p> <p>The stakes are high, and they face tough decisions in...","eng","","","Tono · Trauma/Salud mental","","Ficción general","90","Drama familiar contemporáneo centrado en la discapacidad y un ensayo médico, sin romance central ni elementos de género.","",""
"Regreso a la isla del tesoro","Andrew Motion","pirates, Classics, Fantasy.Fairy Tales.Retellings, _Biblioteca.Fantasia.Contemporanea","Return to Treasure Island","1.0","Julio de 1802. En las marismas de la orilla oriental del Támesis se levanta La Hispaniola, la posada de Jim Hawkins y su hijo. El joven Jim se pasa los días vagando por el estuario envuelto en la bruma, haciendo recados para su padre y escuchando sus relatos en la bodega: historias de aventuras en alta mar, de maldiciones, asesinatos y venganzas, un tesoro enterrado... y de un hombre con una pata de palo. Una noche, una joven misteriosa llamada Natty llega con una petición para Jim de su padre, John Silver el Largo. Envejecido y débil, pero conservando todavía una extraña fuerza, el pirata propone que Jim y Natty zarpen hacia la isla del tesoro en busca de la fortuna oculta del capitán Flint. A tal propósito, Silver ya ha fletado un barco y ha contratado a una curtida tripulación, cuyo capitán sólo espera el mapa, que permanece guardado bajo llave en La Hispaniola. A toda prisa, huyendo de Londres, Jim y Natty parten tras los pasos de sus padres, y su vacilante amistad va estrechándose día tras día. Pero la emoción de la odisea en el océano deja paso al terror cuando el Nightingale llega a su destino porque parece que la isla del tesoro no está tan deshabitada como en el pasado...","spa","","Fantasy, Young Adult, Adventure, Retellings, Adventure.Pirates, Classics, Historical Fiction","","","Ficción general","60","Aventura secuela de La isla del tesoro; sin romance central.","",""
"Brand 5","Neil Hunter","revenge, western, cowboys, old west, Outlaws, neil hunter, jason brand, western frontier fiction, _Biblioteca.Fantasia.4 Comercial","","1.0","<p>Eighteen-year-old Jason Brand is set on vengeance after the death of his parents at the hands of Comanche raiders. His sister is captured and murdered and when Brand is caught he escapes, taking his revenge on the Indian responsible. Soon Brand is caught up in a world of violence as he searches for the white men who betrayed his family. What happens next moulds him into the man who now wears the badge of the Justice Department.","eng","","Revenge, Western, cowboys, old west, outlaws, neil hunter, jason brand, western frontier fiction","Arquetipo · Vaquero/Western","","Ficción general","95","Western de venganza contra comanches, sin romance central ni elementos de género.","Brand","1.0"
"Bodie 6","Neil Hunter","wild west, old west, frontier fiction, piccadilly publishing, neil hunter, mike linaker, western pulp fiction, bodie the stalker, _Biblioteca.Fantasia.4 Comercial","","1.0","<p>The day a Kiowa Indian saved Bodie's life was one that neither of them would forget. In Long Walker, Bodie found the nearest thing to a partner he'd ever need. They were both hunters, outcasts, loners &#8212; and they were both on the trail of a bible-spouting killer called Parson Kane. However, they discovered that even as a team they may have bitten off more than they could chew...","eng","","Wild West, old west, frontier fiction, piccadilly publishing, neil hunter, mike linaker, western pulp fiction, bodie the stalker","Arquetipo · Vaquero/Western","","Ficción general","95","Aventura western con cacería de un asesino, sin romance central ni elementos fantásticos.","Bodie","1.0"
"The Garnett Girls","Georgina Moore","Find Orgasm, Find Magic, Find Vampire, Find Alien, _Biblioteca.Fantasia.Contemporanea","","1.0","In this brilliant debut novel full of heart and warmth, three very different sisters--and their free-spirited mother--must grapple with life, responsibilities, and family secrets.
Forbidden, passionate and all-encompassing, Margo and Richard's love affair was the stuff of legend--but, ultimately, doomed. When Richard walked out, Margo locked herself away, leaving her three daughters, Rachel, Imogen, and Sasha, to run wild.
Years later, charismatic Margo entertains lovers and friends in her cottage on the Isle of Wight, refusing to ever speak of Richard and her painful past. But her silence is keeping each of the Garnett girls from finding true happiness.
Rachel is desperate to return to London but is held hostage by responsibility for Sandcove, their beloved but crumbling family home. Dreamy Imogen feels the pressure to marry her kind, considerate fiancé, even when life is taking an unexpected turn. Wild, passionate Sasha, trapped between her fractured family and controlling husband, is weighed down by a secret that could shake the family to its core.
","eng","","","","","Ficción general","85","Drama familiar contemporáneo sin romance central ni elementos de género","",""
"Las Pónticas","Publio Ovidio Nasón","Classics, _Biblioteca.Fantasia.4 Comercial","","1.0","Son cuatro libros de cartas poéticas en dísticos elegíacos, dirigidas a su mujer y a sus amigos, para pedirles que intercedan por él ante Augusto. Como en la obra anterior, la mayoría de las cartas está presidida por el tono de lamentación y queja, pero Ovidio es capaz de hacer poesía a partir de su desgracia personal, poesía pura en la que la forma sobrepasa el contenido.","spa","","Classics","","","Ficción general","100","Poesía epistolar clásica sin elementos de género.","",""
"Before Your Memory Fades","Toshikazu Kawaguchi","Fantasy, Contemporary, adult, Science Fiction, Romance, _Biblioteca.Fantasia.Contemporanea","Before the Coffee Gets Cold","3.0","The third book in the multi-million-copy bestselling series about a cosy Japanese cafe that offers its visitors the chance to travel back in time.  The heart-warming Before Your Memory Fades, by Toshikazu Kawaguchi and translated from Japanese by Geoffrey Trousselot, explores the age-old question: what would you do if you could travel back in time? More importantly, who would you want to meet, maybe for one last time?  On the hillside of Mount Hakodate in northern Japan, Cafe Donna Donna is fabled for its dazzling views of Hakodate port. But that’s not all. Cafe Donna Donna offers its customers the extraordinary experience of travelling through time.  From the author of Before the Coffee Gets Cold and Tales from the Cafe comes another heartfelt story of lost souls hoping to take advantage of the cafe's time-travelling offer. Among some familiar faces, readers will also be introduced to:  The daughter who begrudges her deceased parents for leaving her orphaned   The comedian who aches for his beloved and their shared dreams   The younger sister whose grief has become all-consuming   The young man who realizes his love for his childhood friend too late . . .  Featuring Kawaguchi's signature wistful storytelling, Before Your Memory Fades is full of heart and emotion.  Catch up on the rest of the series set in the charming Tokyo cafe, with Before the Coffee Gets Cold, Tales from the Cafe, Before We Say Goodbye and Before We Forget Kindness.","eng","","","Ambientacion · Viaje en el tiempo, Tono · Cozy/Ligero","","Fantasía","90","Viaje en el tiempo en un café japonés; elemento fantástico central, tono acogedor.","Before the Coffee Gets Cold","1.0"
"Lola in the Mirror","Trent Dalton","Find Cock, Find Magic, Find Werewolf, Find wizard, Find Witch, Find Demon AND Angel, Find Vampire, Find Alien, _Biblioteca.Fantasia.Contemporanea","","1.0","Bighearted, gritty, magical and moving, Lola in the Mirror is the irresistible new novel from international bestselling author of Boy Swallows Universe and All Our Shimmering Skies, Trent Dalton.<br/> <p>'Mirror, mirror, on the grass, what's my future? What's my past?'</p><p>A girl and her mother have been on the run for sixteen years, from police and the monster they left in their kitchen with a knife in his throat. They've found themselves a home inside a van with four flat tyres parked in a scrapyard by the edge of the Brisbane River.</p><p> The girl has no name because names are dangerous when you're on the run. But the girl has a dream. A vision of a life as an artist of international acclaim. A life outside the grip of the Brisbane underworld drug queen 'Lady' Flora Box. A life of love with the boy who's waiting for her on the bridge that stretches across a flooding, deadly river. A life beyond the bullet that has her name on it. And now that the storm clouds are rising,...","eng","","","Tono · Trauma/Salud mental","","Ficción general","90","Novela literaria contemporánea sobre huida y sueños artísticos.","",""
"Normal Sheeple","Ross O'Carroll-Kelly","Find Orgasm, Find Magic, Find Vampire, Find Alien, Find Elf, _Biblioteca.Fantasia.Contemporanea","","1.0","<p><b>'FUNNIEST YET!' <i>IRISH EXAMINER</i></b><br><b><br>A love affair born in rural Ireland! Two mismatched lovers, locked in a relationship that will change both of them . . . forever!</b><br> Ross O'Carroll-Kelly was brought up to believe that Gaelic games were invented for people too stupid to understand the laws of rugby. Little did he know that one day he would become a legend of Kerry football.<br> But then, his life has taken a lot of unexpected twists and turns.<br> His father is the Taoiseach of the country. His wife is an actual Government Minister. And his suddenly teenage daughter is heading for the Gaeltacht - and her very first rugby boyfriend.<br> And then there's Marianne . . .<br> Of course, Ross was too busy becoming a Gaelic football star to realise that his family - like the entire country - was being pushed towards a cliff edge. And he was the only man capable of saving Ireland's democracy.<br> <b>Which is just like,...","eng","","","","","Ficción general","80","Sátira política y social irlandesa con elementos románticos secundarios.","",""
"The Summer I Robbed a Bank","David O'Doherty","Find Magic, Find Werewolf, _Biblioteca.Fantasia.Contemporanea","","1.0","<p><b>*Winner of the Irish Children's Book Award*</b><br>'Funny, warm as toast and packed full of ideas that fill up your head and burst in your brain like fizzy magic!' <b>Noel Fielding</b><br> 'A totally fun, madcap adventure that ends up robbing your heart' <b>Stewart Foster, award-winning author of <i>The Bubble Boy</i></b><br> <i><br> <b>There's a feeling of relief that comes just after you've robbed a bank...</b></i><br> <b>Rex's</b> parents have split up and, to make matters worse, he has to spend his summer holiday on a remote and rainy Irish island - with only unruly sheep for company.<br> The only upside: he'll be staying with his strange and brilliant <b>Uncle Derm</b>.<br> Then Rex discovers Uncle Derm is about to execute his most hair-brained plan yet . . . <b>To rob the island's travelling bank!</b><br> Like the local legend of medieval Pirate Queen Grace O'Malley, Uncle Derm plans to redistribute the money to local needy causes on the island. And he needs Rex's help...","eng","","","Subgenero · Heist/Atraco, Tono · Cozy/Ligero, Subgenero · Young adult/Juvenil","","Ficción general","90","Humorous children's adventure about a bank robbery.","",""
"Camp Sylvania","Julie Murphy","Find Magic, vampire, Find Werewolf, Find wizard, Find Vampire, _Biblioteca.Fantasia.Contemporanea","","1.0","<p><strong>From Julie Murphy, the #1 New York Times bestselling author of Dumplin', comes a hilarious and creepy middle grade summer camp story that takes a bite out of fat camp and diet culture. Perfect for fans of Spooky Stories and Starfish.</strong></p><p>Magnolia ""Maggie"" Hagen is determined to be in the spotlight . . . if she can just get over her stage fright. This summer, though, she has big plans to finally attend Camp Rising Star, the famous performing arts camp she's been dying to go to for three whole summers.</p><p>But on the last day of school, her parents break the news: Maggie isn't going to Camp Rising Star. She's being shipped off to fat camp&#8212;and not just any fat camp. She's going to Camp Sylvania, run by world-famous wellness influencer Sylvia Sylvania, who is known for her soon-to-be-patented Scarlet Diet.</p><p>When Maggie arrives at camp, things are . . . weird. There are the humiliating weigh-ins and grueling workouts, as expected. But the campers are...","eng","","","Paranormal · Vampiros, Tono · Cozy/Ligero, Subgenero · Young adult/Juvenil","","Paranormal","75","Campamento de verano con toques vampíricos y crítica a la cultura de dieta; humor middle grade, sin romance central.","",""
"So You Wanna Be a Pop Star?","Zachary Sergi","_Biblioteca.Fantasia.Contemporanea","","1.0","<B>An energetic, interactive YA novel about five solo pop artists navigating drama, finding their sound, and discovering what it truly takes to chase their dreams of music stardom after being forced into a pop group together.&#160;</B><P> Everly Brooks knows she has what it takes to be the next big singer-songwriter. At least, that&#39;s if she could get her onstage presence to stop feeling so wooden and blossom like her rich, moving lyrics. The reality signing competition, <I>SO YOU WANNA BE A POP STAR</I>? is her chance at proving to the world&mdash;and herself&mdash;that her talent and artistry can mean something more than just live streams and online videos. </P><P> Vinny Vecchi thought he was heading toward a life full of makeup, wigs, and werking it on the drag stages of NYC. But a powerful diva voice is a precious thing to waste and, in need of money to make his drag dreams come true, <I>SO YOU WANNA BE A POP STAR?</I> is the next best thing. However, surrounded by...","eng","","","","","Ficción general","95","Novela juvenil sobre concurso musical, sin romance central ni elementos de género.","",""
"Sea of Gold","Gregory Mone","_Biblioteca.Fantasia.Contemporanea","","1.0","<B>In the tradition of <I>Treasure Island</I>, an unlikely young pirate racesÂ </B><B>a band of devious rogues </B><B> for hidden gold in the start of a new middle-grade series by bestselling author Gregory Mone</B><P>Twelve-year-old Fishânicknamed for his skill as a swimmerânever intended to become a pirate. For starters, heâs just a kid from a poor farming family, and second, he absolutely hates to fight. But after his parents send him to work as a courier, one of his deliveries is stolen, and as Fish hurries to get it back, heâs captured by a ship of scalawags. And the mysterious package? Itâs the key to locating the Chain of Chuacar, a legendary treasure.</P><P>Swabbing the deck of the Scurvy Mistress, Fish will have to earn the trust of the fortune-obsessed captain and learn the ropes from the rest of the crew, including a boy encyclopedia on all things piracy, a tough-as-nails young thief, and a fearless girl with knives up her sleeves. Yet with mutiny on the...","eng","","","Ambientacion · Piratas","","Ficción general","90","Aventura pirata infantil/juvenil, sin romance central ni elementos fantásticos.","",""
"Wake, Siren: Ovid Resung","Nina MacLaughlin","Fantasy, Poetry, Feminism, Historical, _Biblioteca.Fantasia.Contemporanea","","1.0","In fierce, textured voices, the women of Ovid's Metamorphoses claim their stories and challenge the power of mythI am the home of this story. After thousands of years of other people’s tellings, of all these different bridges, of words gotten wrong, I’ll tell it myself.
Seductresses and she-monsters, nymphs and demi-goddesses, populate the famous myths of Ovid's Metamorphoses. But what happens when the story of the chase comes in the voice of the woman fleeing her rape? When the beloved coolly returns the seducer's gaze? When tales of monstrous transfiguration are sung by those transformed? In voices both mythic and modern, Wake, Siren revisits each account of love, loss, rape, revenge, and change. It lays bare the violence that undergirds and lurks in the heart of Ovid’s narratives, stories that helped build and perpetuate the distorted portrayal of women across centuries of art and literature. Drawing on the rhythms of epic poetry and alt rock, of everyday speech and folk song, of fireside whisperings and therapy sessions, Nina MacLaughlin, the acclaimed author of Hammer Head, recovers what is lost when the stories of women are told and translated by men. She breathes new life into these fraught and well-loved myths.
","eng","","","","","Ficción general","90","Ficción literaria, reimaginación feminista de mitos clásicos.","",""
"Lucky Girl","Jamie Pacton","vampire, Find Witch, Find Alien, _Biblioteca.Fantasia.Contemporanea","","1.0","<p><b>A hilarious and poignant reflection on what money can and cannot fix<br></b><br>58,643,129. That's how many dollars seventeen-year-old Fortuna Jane Belleweather just won in the lotto jackpot. It's also about how many reasons she has for not coming forward to claim her prize. <br>Problem #1: Jane is still a minor, and if anyone discovers she bought the ticket underage, she'll either have to forfeit the ticket, or worse...<br>Problem #2: Let her hoarder mother cash it. The last thing Jane's mom needs is millions of dollars to buy more junk. Then...<br>Problem #3: Jane's best friend, aspiring journalist Brandon Kim, declares on the news that he's going to find the lucky winner. It's one thing to keep her secret from the town, it's another thing entirely to lie to her best friend. Especially when...<br>Problem #4: Jane's ex-boyfriend, Holden, is suddenly back in her life, and he has big ideas about what he'd do with the prize money.<br>As suspicion and jealousy turn neighbor...","eng","","","","","Ficción general","80","Ficción juvenil contemporánea sobre ganar la lotería.","",""
"Tomorrow I Become a Woman","Aiwanose Odafen","Find Magic, vampire, Find Witch, Find Demon AND Angel, _Biblioteca.Fantasia.Contemporanea","","1.0","<B>'Searing and beautifully rendered'</B><BR>Koa Beck, author of <I>White Feminism<BR><B>'</B></I><B>This story of love, loss and resilient female friendship is a definite must read.'</B><BR>Tola Rotimi Abraham, author of <I>Black Sunday</I><BR><B>'Unflinching and cuts to the core'</B><BR>Chika Unigwe, author of <I>On Black Sisters Street</I><BR><B>'An accomplished and emotional triumph'</B><BR>Louise Beech, author of <I>How To Be Brave </I><BR><B>What can I do?' she asked. <I>You can fight</I>, I thought<I>, you can fight for your daughters</I>. But then again, who was I to speak of such things</B><BR> When Gozie and Obianuju meet in August 1978, it is nothing short of fate. He is the perfect man: charismatic, handsome, Christian, and &#8211; most importantly &#8211; Igbo. He reminds her of her beloved Uncle Ikenna, her mother's brother who disappeared fighting in the Civil War that devastated Nigeria less than a decade before. It is why, when Gozie asks her to marry him within...","eng","","","","","Ficción general","90","Ficción literaria sobre la vida de las mujeres en Nigeria.","",""
"The Life and Medieval Times of Kit Sweetly","Jamie Pacton","Find Magic, Find wizard, _Biblioteca.Fantasia.Contemporanea","","1.0","<p><b>""A rousing, funny, feminist workplace fantasy that also takes a frank look at modern poverty."" &#8211; <i>Kirkus</i></b><br><b><i></i></b><br><b><i>Moxie </i>meets <i>A Knight's Tale</i> as Kit Sweetly slays sexism, bad bosses, and bad luck to become a knight at a medieval-themed restaurant.</b></p><p>Working as a Wench&#8212;i.e. waitress&#8212;at a cheesy medieval-themed restaurant in the Chicago suburbs, Kit Sweetly dreams of being a Knight like her brother. She has the moves, is capable on a horse, and desperately needs the raise that comes with knighthood, so she can help her mom pay the mortgage and hold a spot at her dream college.</p><p>Company policy allows only guys to be Knights. So when Kit takes her brother's place, clobbers the Green Knight, and reveals her identity at the end of the show, she rockets into internet fame and a whole lot of trouble with the management. But this Girl Knight won't go down without a fight. As other Wenches and cast members join her...","eng","","","","","Ficción general","80","YA contemporáneo sobre empoderamiento femenino en un restaurante temático.","",""
"The Ice Chips and the Grizzly Escape","Roy MacGregor","Find Magic, Find Werewolf, Find wizard, Find Alien, _Biblioteca.Fantasia.Contemporanea","","1.0","**The fifth title in the beloved and bestselling Ice Chips series by acclaimed authors Roy MacGregor and Kerry MacGregor and illustrator Kim Smith, featuring a vibrant and diverse cast of characters and inspiring hockey greats**
In their latest adventure, the Chips travel to British Columbia, meet an inspiring young hockey hero and escape up Anahim Peak, thanks to their new friend's calm head--and a very special puck!****
","eng","","","","","Ficción general","90","Novela infantil de hockey y aventura.","Ice Chips","1.0"
"The Passing of the Dragon","Ken Liu","_Biblioteca.Fantasia.4 Comercial","","1.0","A woman who fears she's failing as a painter and as an artist seeks inspiration from one of her favorite poets--finding something even more wondrous, but also more impossible to capture on canvas. . .  
At the Publisher's request, this title is being sold without Digital Rights Management Software (DRM) applied.
","eng","","","","","Fantasía","70","Relato especulativo con posible dragón; Ken Liu escribe fantasía; sin romance central.","",""
"Evie and the Animals","Matt Haig","_Biblioteca.Fantasia.Contemporanea","","1.0","","eng","","","Subgenero · Young adult/Juvenil, Tono · Cozy/Ligero","","Fantasía","60","Presunta novela infantil sobre una niña que habla con animales, con elemento mágico central; sin romance.","",""
"Chevy in the Hole","Kelsey Ronan","Find Vampire, _Biblioteca.Fantasia.Contemporanea","","1.0","<p><b>A gorgeous, unflinching love letter to Flint, Michigan, and the resilience </b><b>of its people, Kelsey Ronan's <i>Chevy in the Hole</i> follows multiple generations of two families making their homes there, with a stunning contemporary love story at its center. </b><br>In the opening pages of <i>Chevy in the Hole</i>, August ""Gus"" Molloy has just overdosed in a bathroom stall of the Detroit farm-to-table restaurant where he works. Shortly after, he packs it in and returns home to his family in Flint. This latest slip and recommitment to sobriety doesn't feel too terribly different from the others, until Gus meets Monae, an urban farmer trying to coax a tenuous rebirth from the city's damaged land. Through her eyes, he sees what might be possible in a city everyone else seems to have forgotten or, worse, given up on. But as they begin dreaming up an oasis together, even the most essential resources can't be counted on.<br>Woven throughout their story are the stories of their...","eng","","","Tono · Angst/Drama emocional, Tono · Trauma/Salud mental","","Romance contemporáneo","90","Historia de amor central en escenario contemporáneo, con temas de adicción y redención","",""
