title,authors,comments,tags,languages,series,series_index,#info,#world,#clasificacion,#subjects,#libreria,#confianza_ia,#motivo_ia,#serie_ia,#serie_ia_index
"On the Way to the Wedding","Julia Quinn","A funny thing happened... Unlike most men of his acquaintance, Gregory Bridgerton believes in true love. And he is convinced that when he finds the woman of his dreams, he will know in an instant that she is the one. And that is exactly what happened. Except... She wasn’t the one. In fact, the ravishing Miss Hermione Watson is in love with another. But her best friend, the ever-practical Lady Lucinda Abernathy, wants to save Hermione from a disastrous alliance, so she offers to help Gregory win her over. But in the process, Lucy falls in love. With Gregory! Except... Lucy is engaged. And her uncle is not inclined to let her back out of the betrothal, even once Gregory comes to his senses and realizes that it is Lucy, with her sharp wit and sunny smile, who makes his heart sing. And now, on the way to the wedding, Gregory must risk everything to ensure that when it comes time to kiss the bride, he is the only man standing at the altar...
","Ambientacion · Boda, Ambientacion · Regencia, Dinamica · Enemigos a amantes, Dinamica · Grumpy/Sunshine, Dinamica · Matrimonio fingido/conveniencia, Dinamica · Prohibido, Dinamica · Slow burn, Genero · Romance, Genero · Romance historico","eng","Bridgertons","8.0","","","Dinamica · Prohibido, Tono · Cozy/Ligero","","Romance histórico","100","Gregory y Lucy, ella comprometida, tono ligero de Julia Quinn.","Bridgerton","1.0"
"The Bridgertons: Happily Ever After","Julia Quinn","ONCE UPON A TIME, A HISTORICAL ROMANCE AUTHOR CREATED A FAMILY…   
But not just any family. Eight brothers and sisters, assorted in-laws, sons and daughters, nieces and nephews, (not to mention an overweight corgi), plus an irrepressible matriarch who’s a match for any of them… These are the Bridgertons: less a family than a force of nature. Through eight bestselling novels, readers laughed, cried, and fell in love. But they wanted more.   
And so the readers asked the author…   
What happened next? Does Simon ever read his father’s letters? Do Francesca and Michael become parents? Who would win in a Pall Mall grudge match?   
Does “The End” really have to be the end?   
Now, with The Bridgertons: Happily Ever After, Julia Quinn delivers eight sexy, funny, and heartwarming “2nd epilogues,” plus a bonus story about none other than the wise and witty Violet Bridgerton herself. So get to know the Bridgertons all over again—because Happily Ever After is a whole lot of fun.
","Ambientacion · Boda, Ambientacion · Regencia, Dinamica · Enemigos a amantes, Dinamica · Grumpy/Sunshine, Dinamica · Matrimonio fingido/conveniencia, Dinamica · Prohibido, Dinamica · Slow burn, Genero · Romance, Genero · Romance historico","eng","Bridgertons","9.0","","","Tono · Cozy/Ligero","","Romance histórico","100","Colección de segundos epílogos.","Bridgerton","1.0"
"El Duque Y Yo","Julia Quinn","Todos parecían divertirse en aquel baile que reunía a lo más selecto de la sociedad londinense. Todos, excepto ellos dos. Daphne, una hermosa joven agobiada por su madre, y Simon, el huraño nuevo duque de Hastings, tenían el mismo problema: la continua presión para que encontraran pareja.  Al conocerse, se les ocurrió el plan perfecto: fingir un compromiso que los liberara de más agobios. Pero no sería sencillo, ya que el hermano de Daphne, amigo de Simon, no es fácil de engañar, ni tampoco lo son las avezadas damas de la alta sociedad. Aunque lo que complicará de verdad las cosas será la aparición de un elemento que no estaba previsto en este juego a dos bandas: el amor.  Desde que fue presentada en sociedad, Daphne no tiene un momento de respiro. La culpa es de su madre, a la que adora, pero que está obsesionada con encontrarle un marido cuanto antes. Lo peor del caso es que los hombres razonablemente deseables no están interesados, y los que sí lo están son unos incansables pesados de los que tiene que librarse... incluso a golpes. Por eso acepta encantada la idea del duque de Hastings de fingir un noviazgo que ahuyente a los pretendientes. Aunque quizá también tenga algo que ver el hecho de que el joven duque comienza a resultarle cada vez más seductor.  Marcado por una infancia llena de soledad y resentimiento, Simon Basset, el nuevo duque de Hastings, no quiere saber nada de la vida social de Londres ni, desde luego, de los intentos de las elegantes damas de “cazarlo” como marido para sus hijas. Cuando conoce a Daphne, cree haber encontrado el plan perfecto: un compromiso ficticio que mantenga alejadas a las pretendientes que lo agobian. Y cuando la atracción fingida comienza a convertirse en algo demasiado real, Simon deberá enfrentarse a los fantasmas del pasado que le impiden disfrutar la felicidad que el destino pone al alcance de su mano.","Ambientacion · Regencia, Dinamica · Enemigos a amantes, Dinamica · Grumpy/Sunshine, Dinamica · Matrimonio fingido/conveniencia, Dinamica · Prohibido, Dinamica · Slow burn, Genero · Romance, Genero · Romance historico","spa","Bridgertons","1.0","","","Dinamica · Matrimonio fingido/conveniencia, Arquetipo · Realeza, Dinamica · Opuestos se atraen, Dinamica · Grumpy/Sunshine, Tono · Cozy/Ligero","","Romance histórico","100","Romance histórico en la Regencia con compromiso fingido, duque y debutante, sin elementos fantásticos.","Bridgerton","1.0"
"Los Diarios Secretos De Miranda","Julia Quinn","A sus diez años de edad, la tímida Miranda Cheever no muestra indicios de llegar a ser una bella mujer. Escribe un diario íntimo donde va volcando todas sus ideas y sentimientos. Allí dejará apuntado un secreto muy especial: el 2 de marzo de 1810 se enamora de Nigel Bevelstoke, vizconde Turner, quien derrite su corazoncito con la promesa de que en el futuro será una dama culta y hermosa. Pasa el tiempo y Miranda se convierte en lo que Nigel predijo; es una joven decidida a seducir al hombre que encendió su amor, pero no sabe que su amado se ha transformado en un ser hosco y solitario. La complicada experiencia de su matrimonio lo ha marcado a fuego. Sin embargo, los frecuentes encuentros con Miranda le llevan a cuestionar su decisión: quizá aún exista algún tipo de felicidad para él. Pero convertir una aparente tontería de la niñez en un verdadero romance no es un camino sencillo. ¿Lograrán hacerlo?","Ambientacion · Regencia, Dinamica · Enemigos a amantes, Dinamica · Proximidad forzada, Dinamica · Slow burn, Genero · Romance historico, Subgenero · Espionaje/Espias","spa","Bevelstoke","1.0","","","Dinamica · Age gap, Dinamica · Amor no correspondido/Pining, Arquetipo · Realeza, Tono · Angst/Drama emocional","","Romance histórico","100","Romance histórico en la Regencia con enamoramiento de la infancia y viudo, sin elementos fantásticos.","Bevelstoke","1.0"
"The Secret Diaries of Miss Miranda Cheever","Julia Quinn","*2 March 1810... Today, I fell in love.* At the age of ten, Miranda Cheever showed no signs of Great Beauty. And even at ten, Miranda learned to accept the expectations society held for her—until the afternoon when Nigel Bevelstoke, the handsome and dashing Viscount Turner, solemnly kissed her hand and promised her that one day she would grow into herself, that one day she would be as beautiful as she already was smart. And even at ten, Miranda knew she would love him forever.  But the years that followed were as cruel to Turner as they were kind to Miranda. She is as intriguing as the viscount boldly predicted on that memorable day—while he is a lonely, bitter man, crushed by a devastating loss. But Miranda has never forgotten the truth she set down on paper all those years earlier—and she will not allow the love that is her destiny to slip lightly through her fingers...","Ambientacion · Georgiano, Ambientacion · Regencia, Dinamica · Enemigos a amantes, Dinamica · Proximidad forzada, Dinamica · Slow burn, Genero · Ficcion literaria, Genero · Romance historico, Subgenero · Espionaje/Espias, Tono · Picante/Erotico","eng","Bevelstoke","1.0","","","Dinamica · Amor no correspondido/Pining, Tono · Angst/Drama emocional","","Romance histórico","100","Miranda ama a Turner desde niña, él tiene pérdida.","Bevelstoke","1.0"
"Secretos en Londres","Julia Quinn","Lo que constituye el auténtico espíritu de Londres son los rumores y chismorreos.  Cuando a Olivia Bevelstoke le cuentan que su nuevo vecino podría haber asesinado a su prometida, está absolutamente convencida de que es falso. Pero, ¿qué mal hace si le espía un poco para asegurarse de que no es verdad? Así que crea su pequeño espacio de vigilancia cerca de la ventana de su habitación, perfectamente oculta entra las cortinas, y observa y espera.... y descubre a un misterioso hombre que definitivamente esconde algo.  Sir Harry Valentine trabaja para el aburrido departamento del Ministerio de Guerra, traduciendo documentos de vital importancia referidos a la seguridad nacional. No es un espía, aunque ha sido entrenado para ello, y cuando una espectacular rubia empieza a seguirle desde su ventana, enseguida comienza a sospechar. Pero justo cuando decide que no es nada más que una irritante curiosa, descubre que quizá podría estar comprometida con un príncipe extranjero que podría estar conspirando en contra de Inglaterra. Y cuando descubren a Harry espiando a Olivia, se da cuenta de que muy bien podría estar enamorándose de ella.","Ambientacion · Regencia, Dinamica · Enemigos a amantes, Dinamica · Proximidad forzada, Dinamica · Slow burn, Genero · Romance historico, Subgenero · Espionaje/Espias","spa","Bevelstoke","2.0","","","Dinamica · Proximidad forzada, Tono · Cozy/Ligero","","Romance histórico","100","Olivia espía a Harry, se ven forzados a interactuar.","Bevelstoke","1.0"
"What Happens in London","Julia Quinn","*An alternative cover edition for this ASIN can be found[here](https://www.goodreads.com/book/show/19289176-what-happens-in-london).*   \---   **The second book in the Bevelstoke series: witty, irresistibly romantic and by the bestselling author of the global phenomenon Bridgerton** ***Rumours and gossip are the lifeblood of London . . .* ** Olivia Bevelstoke, the only daughter of the Earl of Rudland, is beautiful, wealthy, twenty-one and unmarried, making her the subject of much gossip: *'What is she waiting for? A prince?'* But Olivia isn't stuck up, and neither is she a hopeless romantic. However she is waiting for something - or someone. Enter Sir Harry Valentine, her intriguing new neighbour . . .  Sir Harry Valentine is not a spy, but he's had all the training, so when a beautiful but mysterious woman begins to watch him from her window, he is instantly suspicious. But just when he decides that she's nothing more than an annoyingly nosy debutante, he discovers that she might be engaged to a foreign prince, who might be plotting against England. And when Harry is roped into spying on Olivia, he discovers that he might be falling for her himself . . .","Ambientacion · Regencia, Dinamica · Enemigos a amantes, Dinamica · Proximidad forzada, Dinamica · Slow burn, Genero · Ficcion literaria, Genero · Humor, Genero · Romance, Genero · Romance historico, Subgenero · Espionaje/Espias, Tono · Picante/Erotico","eng","Bevelstoke","2.0","","","Dinamica · Enemigos a amantes, Dinamica · Proximidad forzada, Tono · Angst/Drama emocional","","Romance histórico","100","Vecinos sospechosos que desarrollan sentimientos en el Londres de la Regencia.","Bevelstoke","1.0"
"Ten Things I Love About You","Julia Quinn","“Delightful.”—Nora Roberts  A perennial *New York Times* bestselling author, whose books have reached as high as #1, Julia Quinn returns with *Ten Things I Love About You,* another clever, witty, and delightful historical romance. Author Jill Barnett calls the incomparable Quinn, “Truly our contemporary Jane Austen,” *Time* magazine says her books are, “Smart, funny”—and this absolutely delicious tale of a beautiful country girl equally desired by an aging lecherous lord and his handsome rogue of a nephew is further proof that, “1. [Quinn’s] characters are engaging, fun, and witty. 2. [Her] dialogue is engaging, fun and witty” ( *Orlando Sentinel* ).  *Ten Things You Should Know About This Book*   1\. Sebastian Grey is a devilishly handsome rogue with a secret.   2\. Annabel Winslow's family voted her The Winslow Most Likely to Speak Her Mind and The Winslow Most Likely to Fall Asleep in Church.   3\. Sebastian's uncle is the Earl of Newbury, and if he dies without siring an heir, Sebastian inherits everything.   4\. Lord Newbury detests Sebastian and will stop at nothing to prevent this from happening.   5\. Lord Newbury has decided that Annabel is the answer to all of his problems.   6\. Annabel does not want to marry Lord Newbury, especially when she finds out he once romanced her grandmother.   7 is shocking, 8 is delicious, and 9 is downright wicked, all of which lead the way to   10\. Happily. Ever. After.","Ambientacion · Regencia, Dinamica · Enemigos a amantes, Dinamica · Proximidad forzada, Dinamica · Slow burn, Genero · Romance, Genero · Romance historico, Subgenero · Espionaje/Espias","eng","Bevelstoke","3.0","","","Dinamica · Enemigos a amantes, Tono · Cozy/Ligero","","Romance histórico","100","Sebastian y Annabel, él es un pícaro, ella lista.","Bevelstoke","1.0"
"To Catch an Heiress","Julia Quinn","When Caroline Trent is kidnapped by Blake Ravenscroft, she doesn't even try to elude this dangerously handsome agent of the crown. After all, she's been running from unwanted marriage proposals. Yes, Blake believes she's a notorious spy named Carlotta De Leon, but for six weeks until her twenty-first birthday, when she'll gain control of her fortune, hiding out in the titillating company of a mysterious captor is awfully convenient -- and maybe just a little romantic, too.  Blake Ravenscroft's mission is to bring ""Carlotta"" to justice, not to fall in love. His heart has been hardened by years of intrigue, but this little temptress proves oddly disarming and thoroughly kissable. And suddenly the unthinkable becomes possible -- that this mismatched Couple might be destined for love.","Ambientacion · Regencia, Dinamica · Enemigos a amantes, Dinamica · Grumpy/Sunshine, Dinamica · Proximidad forzada, Dinamica · Slow burn, Genero · Romance, Genero · Romance historico, Subgenero · Espionaje/Espias","eng","Agents of the Crown","1.0","","","Dinamica · Proximidad forzada, Tono · Cozy/Ligero","","Romance histórico","100","Caroline secuestrada por Blake, él cree que es espía.","",""
"How to Marry a Marquis","Julia Quinn","*an alternate cover edition can be found* *[here](https://www.goodreads.com/book/show/10286823)* **  **She’s trying to follow the rules…**   When Elizabeth Hotchkiss stumbles upon a copy of How to Marry a Marquis in her employer’s library, she’s convinced someone is playing a cruel joke. With three younger siblings to support, she knows she has to marry for money, but who might have guessed how desperate she’s become? A guidebook to seduction might be just the thing she needs—and what harm could there be in taking a little peek?  **…But he’s making his own**   James Sidwell, the Marquis of Riverdale, has been summoned to rescue his aunt from a blackmailer, a task that requires him to pose as the new estate manager, and his primary suspect is his aunt’s companion, Elizabeth. Intrigued by the alluring young woman with the curious little rulebook, he gallantly offers to help her find a husband… by practicing her wiles on him. But when practice becomes all too perfect, James decides that there is only one rule worth following—that Elizabeth marry her marquis.","Ambientacion · Regencia, Dinamica · Enemigos a amantes, Dinamica · Grumpy/Sunshine, Dinamica · Proximidad forzada, Dinamica · Slow burn, Genero · Romance, Genero · Romance historico, Subgenero · Espionaje/Espias","eng","Agents of the Crown","2.0","","","Dinamica · Matrimonio fingido/conveniencia, Arquetipo · Realeza, Tono · Cozy/Ligero","","Romance histórico","100","Romance histórico en la Regencia con manual de seducción y marqués, sin elementos fantásticos.","",""
"The Lady Most Likely...","Julia Quinn & Eloisa James & Connie Brockway","A Novel in Three Parts  Hugh Dunne, the Earl of Briarly, needs a wife—so his sister hands him a list of the very best young ladies on the market. And then, because he refuses to tear himself away from the stables where he trains Arabian racehorses, she invites all those ladies to a house party, along with some other bachelors, of course. So who will Hugh choose? The Botticelli-esque, enchanting Gwendolyn? The outspoken, delightful Katherine? If he doesn't work fast, he'll lose those ladies to his closest friends, and then where will he look for a wife? Perhaps, just perhaps, toward a lady who's not on a market at all, and would require a great deal of persuading...","Ambientacion · Regencia, Genero · Romance, Genero · Romance historico","eng","Lady Most...","1.0","","","Ambientacion · Regencia, Dinamica · Amigos a amantes, Tono · Cozy/Ligero","","Romance histórico","90","Antología sobre una casa de campo con varias parejas en la Regencia.","",""
"The Lady Most Willing...","Julia Quinn & Eloisa James & Connie Brockway","Step into the glittering world of Regency and prepare to have your hearts warmed by Julia Quinn, Eloisa James and Connie Brockway . . .  During their annual Christmas pilgrimage to Scotland to visit their aged uncle in his decrepit castle, the Comte de Rocheforte and his cousin, Earl of Oakley, are presented with unique gifts: their uncle has raided an English lord's Christmas party and kidnapped four lovely would-be brides for his heirs to choose from . . . as well as one very angry duke, Lord Bretton.  As snow isolates the castle, and as hours grow into days, the most honourable intentions give away to temptations as surprising as they are irresistible.","Ambientacion · Boda, Ambientacion · Regencia, Dinamica · Enemigos a amantes, Dinamica · Matrimonio fingido/conveniencia, Dinamica · Proximidad forzada, Dinamica · Slow burn, Genero · Romance, Genero · Romance historico","eng","Lady Most...","2.0","","","Ambientacion · Navideno/Festivo, Ambientacion · Highlander/Escoces, Dinamica · Proximidad forzada, Tono · Cozy/Ligero","","Romance histórico","90","Antología navideña con novias secuestradas en un castillo escocés.","",""
"Queen Charlotte","Julia Quinn & Shonda Rhimes","**From #1 *New York Times* bestselling author Julia Quinn and television pioneer Shonda Rhimes comes a powerful and romantic novel of *Bridgerton's* Queen Charlotte and King George III's great love story and how it sparked a societal shift, inspired by the original series *Queen Charlotte: A Bridgerton Story* , created by Shondaland for Netflix.** *“We are one crown. His weight is mine, and mine is his…”* In 1761, on a sunny day in September, a King and Queen met for the very first time. They were married within hours.  Born a German Princess, Charlotte of Mecklenburg-Strelitz was beautiful, headstrong, and fiercely intelligent… not precisely the attributes the British Court had been seeking in a spouse for the young King George III. But her fire and independence were exactly what she needed, because George had secrets… secrets with the potential to shake the very foundations of the monarchy.  Thrust into her new role as a royal, Charlotte must learn to navigate the intricate politics of the court… all the while guarding her heart, because she is falling in love with the King, even as he pushes her away. Above all she must learn to rule, and to understand that she has been given the power to remake society. She must fight—for herself, for her husband, and for all her new subjects who look to her for guidance and grace. For she will never be just Charlotte again. She must instead fulfill her destiny… as Queen.","Ambientacion · Boda, Ambientacion · Regencia, Dinamica · Matrimonio fingido/conveniencia, Dinamica · Prohibido, Dinamica · Proximidad forzada, Genero · Romance, Genero · Romance historico, Tono · Destino/Fatalidad, Tono · Morally grey/Antiheroe","eng","","1.0","","","Dinamica · Matrimonio concertado, Tono · Angst/Drama emocional, Ambientacion · Corte/Intriga palaciega","","Romance histórico","100","Historia real de la reina Carlota y el rey Jorge III, romance cortesano.","Bridgerton","1.0"
"Por Culpa de Miss Bridgerton","Julia Quinn","***Tras la exitosa saga Bridgerton, que Netflix ha convertido en una serie, llega la precuela de esta familia con la serie Rokesby.  Con su estilo inconfundible, Julia Quinn nos ofrece otra divertida serie, llena de diálogos ingeniosos, un colorido elenco de personajes y la cantidad perfecta de secretos y escándalos.  Porque la familia Bridgerton va más allá de los ocho hijos de Violet Bridgerton. y todas nos quedamos con ganas de más.** *  *A veces el amor se encuentra en el lugar más inesperado... Aunque esta no es una de esas veces.* Todo el mundo espera que Billie Bridgerton se case con uno de los hermanos Rokesby. Las dos familias han sido vecinas durante siglos y, durante la infancia, Billie se crió como una salvaje junto a Edward y Andrew. Cualquiera de ellos podría ser un marido perfecto para ella... algún día.  *Y a veces te enamoras exactamente de la persona que crees que deberías. O no.* Solo hay un Rokesby que Billie no soporta en absoluto, y ese es George. Puede que sea el hijo mayor y el heredero del Condado, pero también es arrogante, insufrible, y ella está absolutamente segura de que lo detesta. ¡No puede ni verlo!  *Pero, en ocasiones, el destino tiene un malvado sentido del humor...* Porque cuando Billie y George se encuentran y, literalmente, se ven obligados a estar juntos, algo nuevo sucede. La atracción surge y. si antes no podían ni verse, ahora tal vez no puedan vivir separados.","Ambientacion · Regencia, Dinamica · Amigos de la infancia, Dinamica · Enemigos a amantes, Dinamica · Matrimonio fingido/conveniencia, Dinamica · Proximidad forzada, Genero · Romance historico, Subgenero · Espionaje/Espias","spa","Rokesbys","1.0","","","Dinamica · Enemigos a amantes, Tono · Cozy/Ligero","","Romance histórico","100","Billie y George se detestan inicialmente.","Rokesbys","1.0"
"Un Marido Inventado","Julia Quinn","Tras la exitosa saga Bridgerton, que Netflix ha convertido en una serie, llega la segunda entrega de la serie Rokesby. Con su estilo inconfundible, Julia Quinn nos ofrece otra divertida serie, llena de diálogos ingeniosos, un colorido elenco de personajes y la cantidad perfecta de secretos y escándalos.  Mientras dormías.    Con su hermano Thomas herido en el frente de batalla y habiendo perdido a sus padres, Cecilia Harcourt tiene dos opciones no demasiado halagüeñas: mudarse junto a una tía soltera o casarse con un primo de mente retorcida. En lugar de eso, elige la tercera opción, y cruza el Atlántico dispuesta a cuidar de su hermano hasta su recuperación. Pero, tras una semana de búsqueda, no encuentra a Thomas, sino a su mejor amigo, el apuesto oficial Edward Rockesby. Está inconsciente y necesita urgentemente de sus cuidados, y Cecilia promete salvar la vida del soldado, aunque quedarse a su lado implique decir una pequeña mentira. Le dije a todo el mundo que era tu mujer. Cuando Edward vuelve en sí, está bastante confundido. La contusión en su cabeza le ha hecho perder la memoria de los tres últimos meses, pero sin duda recordaría haberse casado. Sabe quién es Cecilia Harcourt -aunque no recuerde su cara- pero, cuando todo el mundo se dirige a ella como su esposa, concluye que debe de ser cierto, aunque él siempre había pensado que se casaría con su vecina en Inglaterra. Ojalá fuera cierto. Cecilia arriesga su futuro entregándose por completo al hombre al que ama. Pero cuando la verdad sale a la luz, Edward quizás también guarde algunas sorpresas para la nueva señora Rockesby.","Ambientacion · Regencia, Dinamica · Amigos de la infancia, Dinamica · Enemigos a amantes, Dinamica · Matrimonio fingido/conveniencia, Dinamica · Proximidad forzada, Genero · Romance historico, Subgenero · Espionaje/Espias","spa","Rokesbys","2.0","","","Dinamica · Matrimonio fingido/conveniencia, Dinamica · Proximidad forzada","","Romance histórico","100","Mentira sobre matrimonio para cuidar a un oficial herido en la Regencia.","Rokesby","1.0"
"La otra Miss Bridgerton","Julia Quinn","Ella estaba en el lugar equivocado… Independiente y aventurera, Poppy Bridgerton solo se casará con un pretendiente cuyo agudo intelecto e intereses estén a su altura. Y, por desgracia, ninguno de los asistentes a la temporada londinense ha cumplido sus expectativas. Mientras visita a una amiga en la costa de Dorset, Poppy descubre el escondrijo de un contrabandista oculto en una cueva. Pero su emoción se transforma en sobresalto cuando dos piratas la secuestran y la suben a bordo de su barco, dejándola amordazada en la cama del capitán… Él la encontró en el momento equivocado… Con fama de granuja y marino temerario, el Capitán Andrew James Rockesby en realidad trabaja al servicio del gobierno británico transportando bienes esenciales y documentos. Al zarpar en misión urgente a Portugal, se queda atónito al encontrar a una mujer esperándolo en su camarote. Seguramente su imaginación le esté traicionando, pero… no, ella es muy real. Y si quiere cumplir su deber con la Corona, no tendrá más remedio que seguir atrapado con ella. ¿Pueden dos equivocaciones convertirse en el más perfecto acierto? Cuando Andrew descubre que Poppy es una Bridgerton, sabe que probablemente tendrá que casarse con ella para evitar un escándalo… aunque ella desconoce que Andrew es hijo de un conde y el vecino de sus aristocráticos primos de Kent. En alta mar, la batalla dialéctica entre ambos pronto deja paso a una pasión embriagadora. Pero cuando el secreto de Andrew salga a la luz, ¿será suficiente su declaración de amor para atrapar el corazón de Poppy?","Ambientacion · Regencia, Dinamica · Amigos de la infancia, Dinamica · Enemigos a amantes, Dinamica · Matrimonio fingido/conveniencia, Dinamica · Proximidad forzada, Genero · Romance historico, Subgenero · Espionaje/Espias","spa","Rokesbys","3.0","","","Dinamica · Enemigos a amantes, Dinamica · Proximidad forzada, Tono · Cozy/Ligero","","Romance histórico","100","Romance histórico en la Regencia con secuestro y capitán, sin elementos fantásticos.","Rokesbys","1.0"
"Primero Llegó El Escándalo","Julia Quinn","Ella tenía dos opciones. Georgiana Bridgerton no está en contra de la idea del matrimonio. Simplemente pensaba que, cuando llegara el momento, podría decidir. Pero con su reputación pendiendo de un hilo tras haber sido secuestrada, Georgie solo tiene dos opciones: quedarse soltera para siempre o casarse con el canalla que le ha arruinado la vida. Pero entra en juego una tercera opción. Nicholas Rokesby, cuarto hijo de un conde, está preparado para labrarse su propio camino. Vive en Edimburgo, donde está a punto de acabar sus estudios de medicina, y no tiene ni tiempo ni interés por encontrar esposa. Pero cuando descubre que Georgie Bridgerton, su vecina de toda la vida, se enfrenta a un futuro incierto, sabe lo que tiene que hacer. Un matrimonio de conveniencia Quizás no ha sido la proposición matrimonial más romántica del mundo, pero Nicholas nunca pensó que ella diría que no. Georgie no quiere que nadie se sacrifique por ella, y además, ellos dos nunca pensaron el uno en el otro como nada más que amigos de la infancia. ¿o sí? Pero mientras se embarcan en un cortejo poco convencional, descubren un nuevo giro de su lejana relación. Primero llegó el escándalo, luego el matrimonio, pero después. después llegó el amor.","Ambientacion · Regencia, Dinamica · Amigos de la infancia, Dinamica · Enemigos a amantes, Dinamica · Matrimonio fingido/conveniencia, Dinamica · Proximidad forzada, Genero · Romance historico, Subgenero · Espionaje/Espias","spa","Rokesbys","4.0","","","Dinamica · Matrimonio fingido/conveniencia, Dinamica · Amigos a amantes, Tono · Cozy/Ligero","","Romance histórico","100","Nicholas y Georgie, matrimonio de conveniencia, amigos de infancia.","Rokesbys","1.0"
"Because of Miss Bridgerton","Julia Quinn","*Sometimes you find love in the most unexpected of places...* This is not one of those times.  Everyone expects Billie Bridgerton to marry one of the Rokesby brothers. The two families have been neighbors for centuries, and as a child the tomboyish Billie ran wild with Edward and Andrew. Either one would make a perfect husband... someday.  *Sometimes you fall in love with exactly the person you think you should...* Or not.  There is only one Rokesby Billie absolutely cannot tolerate, and that is George. He may be the eldest and heir to the earldom, but he's arrogant, annoying, and she's absolutely certain he detests her. Which is perfectly convenient, as she can't stand the sight of him, either.  *But sometimes fate has a wicked sense of humor...* Because when Billie and George are quite literally thrown together, a whole new sort of sparks begins to fly. And when these lifelong adversaries finally kiss, they just might discover that the one person they can't abide is the one person they can't live without...","Ambientacion · Boda, Ambientacion · Regencia, Dinamica · Amigos a amantes, Dinamica · Enemigos a amantes, Dinamica · Matrimonio fingido/conveniencia, Dinamica · Proximidad forzada, Genero · Romance, Genero · Romance historico, Subgenero · Espionaje/Espias","eng","Rokesbys","1.0","","","Dinamica · Enemigos a amantes, Dinamica · Proximidad forzada, Tono · Cozy/Ligero, Ambientacion · Regencia","","Romance histórico","100","Billie Bridgerton y George Rokesby, vecinos y adversarios, se ven obligados a convivir y el roce hace el cariño.","Rokesby","1.0"
"The Girl With the Make-Believe Husband","Julia Quinn","There were Bridgertons before the eight alphabetically named siblings. In this second of the Bridgerton Prequel series, following Because of Miss Bridgerton, we go back to where it all began. . . from #1 New York Times bestselling author Julia Quinn.
While you were sleeping...With her brother Thomas injured on the battlefront in the Colonies, orphaned Cecilia Harcourt has two unbearable choices: move in with a maiden aunt or marry a scheming cousin. Instead, she chooses option three and travels across the Atlantic, determined to nurse her brother back to health. But after a week of searching, she finds not her brother but his best friend, the handsome officer Edward Rokesby. He's unconscious and in desperate need of her care, and Cecilia vows that she will save this soldier's life, even if staying by his side means telling one little lie...I told everyone I was your wifeWhen Edward comes to, he's more than a little confused. The blow to his head knocked out three months of his memory, but surely he would recall getting married. He knows who Cecilia Harcourt is—even if he does not recall her face—and with everyone calling her his wife, he decides it must be true, even though he'd always assumed he'd marry his neighbor back in England.
If only it were true...Cecilia risks her entire future by giving herself—completely—to the man she loves. But when the truth comes out, Edward may have a few surprises of his own for the new Mrs. Rokesby.
","Ambientacion · Boda, Ambientacion · Regencia, Dinamica · Amigos a amantes, Dinamica · Enemigos a amantes, Dinamica · Matrimonio fingido/conveniencia, Dinamica · Proximidad forzada, Genero · Romance, Genero · Romance historico, Subgenero · Espionaje/Espias","eng","Rokesbys","2.0","","","Dinamica · Matrimonio fingido/conveniencia, Tono · Cozy/Ligero","","Romance histórico","100","Cecilia finge ser esposa de Edward mientras está inconsciente.","Rokesbys","1.0"
"The Other Miss Bridgerton","Julia Quinn","She was in the wrong place...
Fiercely independent and adventurous, Poppy Bridgerton will only wed a suitor whose keen intellect and interests match her own. Sadly, none of the fools from her London season qualify. While visiting a friend on the Dorset coast, Poppy is pleasantly surprised to discover a smugglers’ hideaway tucked inside a cave. But her delight turns to dismay when two pirates kidnap her and take her aboard a ship, leaving her bound and gagged on the captain’s bed…
He found her at the wrong time...
Known to society as a rascal and reckless privateer, Captain Andrew James Rokesby actually transports essential goods and documents for the British government. Setting sail on a time-sensitive voyage to Portugal, he’s stunned to find a woman waiting for him in his cabin. Surely, his imagination is getting the better of him. But no, she is very real—and his duty to the Crown means he's stuck with her. 
Can two wrongs make the most perfect right?
When Andrew learns that she is a Bridgerton, he knows he will likely have to wed her to avert a scandal—though Poppy has no idea that he is the son of an earl and neighbor to her aristocratic cousins in Kent. On the high seas, their war of words soon gives way to an intoxicating passion. But when Andrew’s secret is revealed, will his declaration of love be enough to capture her heart…?
","Ambientacion · Boda, Ambientacion · Regencia, Dinamica · Amigos a amantes, Dinamica · Enemigos a amantes, Dinamica · Matrimonio fingido/conveniencia, Dinamica · Proximidad forzada, Genero · Romance, Genero · Romance historico, Subgenero · Espionaje/Espias","eng","Rokesbys","3.0","","","Dinamica · Proximidad forzada, Tono · Cozy/Ligero","","Romance histórico","100","Poppy secuestrada por Andrew en barco.","Rokesbys","1.0"
