title,authors,tags,series,series_index,comments,identifiers,languages,library_name,#language_code,#world,#subtitle,#subjects,#clasificacion,#info,#libreria,#confianza_ia,#motivo_ia,#serie_ia,#serie_ia_index
"The Etheric Academy Boxed Set: The Complete Series","T. S. Paul & N. D. Roberts & Michael Anderle","Ambientacion · Espacial/Space opera, Dinamica · Familia encontrada, Themes.Spy/Assassin Academy, Themes.Training Montage/Transformation","","1.0","Building a New Empire is supposed to be dangerous, but training the next generation of leaders?  That's not supposed to be dangerous, right?  Get the complete Etheric Academy story in this boxed set at a discounted price.  Follow us as the people in the Etheric Empire set up a special academy to train the first set of teens on a leadership track. They are supposed to learn about the different groups in the Etheric Empire and areas (including R&D, Weapons, Operations and others). Unfortunately, some of the members of those teaching teams tapped to train the kids don't realize how ... adventurous... the teens can be. Especially if the teachers are Team BMW.  Travel with us as we are introduced to Alpha Class, one of the teams in the new Etheric Academy as they merge human's and Wechselbalg (Were's) in a group of five young adults as they learn to become the first cohesive group on their first assignment. With Team BMW as their teachers, nothing could go wrong, right?  This boxed set includes the complete Etheric Academy Series, which includes Alpha Class, Alpha Class Engineering, Alpha Class Discovery, and Alpha Class Graduation.  A Kurtherian Gambit Adventure for Younger Readers.... Or those who are young at heart.","amazon:B07QSTNNLF,grvotes:255,mobi-asin:B07QSTNNLF,isbn:9781642021868,goodreads:49585398","eng","LCienciaFiccion","eng","","","English.Science Fiction.Space Opera, Themes.Spy/Assassin Academy, Themes.Training Montage/Transformation, Themes.Found Family","Subgenero · Young adult/Juvenil, Ambientacion · Academia magica/Dark academia, Paranormal · Lobos/Shifters","","Ciencia Ficción","90","Space-themed academy with were-creatures; Kurtherian Gambit sci-fi.","Etheric Academy","1.0"
"The Bad Company Complete Series Omnibus: Books 1 - 7","Craig Martelle & Michael Anderle","Ambientacion · Espacial/Space opera, Dinamica · Familia encontrada, Genero · Fantasia, Themes.Mercenaries, Themes.Retired Hero Returns","","1.0","Grab this full series omnibus collection of The Bad Company series today!  **Humanity’s greatest export—Justice.** Space is a dangerous place, even for the wary, especially for the unprepared. The aliens have no idea.  Here comes the Bad Company.  **The Bad Company, book 1 -** Colonel Terry Henry Walton takes his warriors into battle, for a price, in this first installment of The Bad Company. He believes in the moral high ground and is happy getting paid for his role in securing it.  Set in the Kurtherian Gambit Universe, Terry, Char, and their people—humans, Werewolves, Weretigers, and Vampires—form the core of the Bad Company’s Direct Action Branch, a private conflict solution enterprise.  **Join them as they fight their way across Tissikinnon Four where none of the warring parties were what they expected.** **Book 2, Blockade -** When the Bad Company learns of a human colony blockaded by aliens, they take the upgraded War Axe into battle. Once again, nothing is as it seems, but this time, they find a single enemy, evil to its core.  Ending that threat is a cause they are willing to die for. **What would you do?** **Book 3, Price of Freedom -** *** Price of Freedom is a 2018 Dragon Award Finalist ***  **On Earth, parents told stories about the devil to frighten children. But devils exist and from time to time, they find their way here.** Terry and Char, take the Bad Company’s Direct Action Branch into combat to rid a world beyond the borders of a new incursion. All it will cost is the inhabitants’ most advanced technology, a miniaturized power supply that will revolutionize the Etheric Federation.  Nathan wants it, badly enough that he’s made the mission non-negotiable. Terry’s hands are tied as he takes the team into the hot zone.  Join Terry and Char as the War Axe delivers the team to a planet well outside of Federation space where they have to convince the local aliens that the Bad Company is from the government and they’re there to help.  **Join the Bad Company as they fight an enemy from their worst nightmares.** **This 7 book series omnibus** The Bad CompanyBlockadePrice of FreedomLiberationDestroyerDiscoveryOverwhelming Force  Terry. Char. The last chapter. Read it now.  This is the final series with Terry and Char as main characters. If you haven’t followed Terry and Char’s adventures, you can start here, or you can go all the way back to when they first met in Nomad Found, Book 1 of the Terry Henry Walton Chronicles.  Go forth and conquer, just like Terry and Char.  \--- PLEASE NOTE ---    * If cursing is a problem, then this might not be for you.","goodreads:56227976,amazon:B08JP1WK9F,mobi-asin:B08JP1WK9F,grvotes:396","eng","LCienciaFiccion","eng","","","English.Science Fiction.Space Opera, Themes.Military Fantasy, Themes.Found Family, Themes.Retired Hero Returns, Themes.Mercenaries","Arquetipo · Militar/SEAL, Paranormal · Lobos/Shifters","","Ciencia Ficción","90","Space opera in Kurtherian Gambit universe with werewolves/vampires; science fantasy but tech central.","The Bad Company","1.0"
"Animus Complete Series Omnibus","Joshua Anderle & Michael Anderle","English.Science Fiction.Virtual Augmented Reality Fiction, Subgenero · LitRPG/GameLit","","1.0","The time has come, the Animus has arrived!Grab your copy of this complete elite collection of Scifi Academy/GameLit books today!  It was just one fight, but it changed Kaiden Jericho's life forever.He was in a gang but was trying to change his future when a board member of the elite advanced academy NEXUS made a snap decision and offered him a chance.  Then fate, or an unbalanced genius, offered him another.  The Nexus Academy is for the elite trainees from Earth, and now trials from our alien allies, as they teach the future generation how to fight, lead, hack, spy, and many other talents and tactics.  Hired by companies, governments and NGOs, these graduates work to pay off the massive debt their training at the academy accumulates.  You don't become the best of the best by staying alive. With the Animus, you are closer to perfection with each death you suffer.  Kaiden Jericho would rather skip the death part, thank you very much.  Join Kaiden as he learns about Nexus, the Animus and the opportunities that one fight has brought him. Never has helping someone benefitted him so much.  The future is looking bright…except for the pain. **This complete series boxed set** InitiateCO-OPDeath MatchAdvanceRevenantGlitchMAsterInfiltrationRaidInvasionPaybackVictor  Go up and click on the 'Read Now' button and enter the ANIMUS.","amazon:B0918VSTXD,isbn:9781642029222,goodreads:57932061,mobi-asin:B0918VSTXD,grvotes:188","eng","LCienciaFiccion","eng","","","English.Science Fiction.Virtual Augmented Reality Fiction, Themes.LitRPG","Subgenero · LitRPG/GameLit, Ambientacion · Academia magica/Dark academia","","Ciencia Ficción","100","Academia futurista con entrenamiento en simulador.","Animus","1.0"
"Lone Wolf Squadron Complete Series Boxed Set","Jamie Davis & Michael Anderle","Ambientacion · Espacial/Space opera, Themes.Mercenaries","","1.0","**A Lone Wolf Pilot, a Debt of Honor, and Pirates on the Federation Frontier** Fighter pilot Beau Ward was always willing to bend the rules to get the job done. His “independent” attitude got him bounced around the Federation Fleet for years—until he took it too far.  *A long-standing debt has been called in, and he’s the one who must pay it back.* Beau’s actions land him a last chance command in the frontier system of Tardex with the order to assist an old friend and shipmate whose family has been torn apart by pirates.  Tasked with commanding a collection of misfit pilots, Beau must gather the squadron, scrounge for ships, and rescue the captured colonists before it’s too late.  A Pricolici engineer, a former scrounger from the Skaine mob, a grizzled Marine sergeant, and a green recruit. What could go wrong?  *Can Beau hold Lone Wolf Squadron together long enough to stage a rescue?* **Included in this boxed** Marshal The StarBattleflightAttack WingSector ForceStar CorpsInterstellar JusticeFrontier LawCluster CommandStar Deputies **Grab this complete series boxed set and** **return to *The* *Kurtherian Gambit Universe* with the fledgling crew as they take the fight to the pirates.**","grvotes:429,amazon:B0DCS63C79,isbn:9798893543056,mobi-asin:B0DCS63C79,goodreads:217349421","eng","LCienciaFiccion","eng","","","English.Science Fiction.Space Opera, Themes.Mercenaries","Ambientacion · Espacial/Space opera","","Ciencia Ficción","95","Space opera, navegación interestelar, piratas, flota. Sin romance central.","Lone Wolf Squadron","1.0"
"Two Weeks' Notice","Rachel Caine","Dinamica · Grupo variopinto/Ragtag, English.Science Fiction.Biotech, Subgenero · Distopia/Apocaliptico, Themes.Framed Protagonist, Tono · Morally grey/Antiheroe","Revivalist","2.0","In New York Times bestselling author Rachel Caine’s “thrilling”* Revivalist series, Bryn Davis finds out that making a living can be rough if you’re already dead... After dying and being revived with the experimental drug Returne, Bryn Davis is theoretically free to live her unlife—with regular doses to keep her going. But Bryn knows that the government has every intention of keeping a tight lid on Pharmadene’s life-altering discovery, no matter the cost. Thankfully, some things have changed for the better; her job at the rechristened Davis Funeral Home is keeping her busy and her fragile romance with Patrick McCallister is blossoming—thanks in part to their combined efforts in forming a support group for Returne addicts. But when some of the group members suddenly disappear, Bryn wonders if the government is methodically removing a threat to their security, or if some unknown enemy has decided to run the zombies into the ground…","goodreads:12925173,amazon:0451464621,isbn:9780451464620","eng","LCienciaFiccion","eng","","","English.Science Fiction.Biopunk / Genetic Science Fiction, English.Science Fiction.Conspiracy / Secret Government, Themes.Superpowers","Subgenero · Zombi/No muertos","","Ciencia Ficción","90","Continuación de la serie Revivalist. Mismo contexto de nanotech y zombies no sobrenaturales. Romance no central.","Revivalist","1.0"
"Terminated","Rachel Caine","Dinamica · Grupo variopinto/Ragtag, English.Science Fiction.Biotech, Subgenero · Distopia/Apocaliptico, Themes.Framed Protagonist, Tono · Morally grey/Antiheroe","Revivalist","3.0","Already addicted to the pharmaceutical drug that keeps her body from decomposing, Bryn has to stop a secretive group of rich and powerful investors from eliminating the existing Returné addicts altogether. To ensure their plan to launch a new, military-grade strain of nanotech, the investors’ undead assassin—who just happens to be the ex-wife of Bryn’s lover Patrick—is on the hunt for anyone that stands in their way.  And while Bryn’s allies aren’t about to go down without a fight, the secret she’s been keeping threatens to put those closest to her in even more danger. Poised to become a monster that her own side—and her own lover—will have to trap and kill, Bryn needs to find the cure to have any hope of preserving the lives of her friends, and her own dwindling humanity…","goodreads:15790603,isbn:9780451465153,amazon:0451465156","eng","LCienciaFiccion","eng","","","English.Science Fiction.Biopunk / Genetic Science Fiction, English.Science Fiction.Conspiracy / Secret Government, Themes.Superpowers","Subgenero · Zombi/No muertos, Tono · Oscuro","","Ciencia Ficción","90","Nanotecnología, resurrección mediante fármacos, investigación corporativa. Ciencia ficción con thriller. Romance secundario.","Revivalist","1.0"
"Working Stiff","Rachel Caine","Dinamica · Grupo variopinto/Ragtag, English.Science Fiction.Biotech, Subgenero · Distopia/Apocaliptico, Themes.Framed Protagonist, Tono · Morally grey/Antiheroe","Revivalist","1.0","Bryn Davis knows working at Fairview Mortuary isn't the most glamorous career choice, but at least it offers stable employment--until she discovers her bosses using a drug that resurrects the clientele as part of an extortion racket. Now, Bryn faces being terminated--literally, and with extreme prejudice.  With the help of corporate double-agent Patrick McCallister, Bryn has a chance to take down the bigger problem--pharmaceutical company Pharmadene, which treats death as the ultimate corporate loyalty program. She'd better do it fast, before she becomes a zombie slave--a real working stiff. She'd be better off dead...","amazon:0451464133,isbn:9780451464132,ff:c/rachel-caine/working-stiff,goodreads:9640024","eng","LCienciaFiccion","eng","","","English.Science Fiction.Biopunk / Genetic Science Fiction, English.Science Fiction.Conspiracy / Secret Government, Themes.Superpowers","Subgenero · Zombi/No muertos","","Ciencia Ficción","90","Primer libro de la serie, mismo argumento científico. Sin romance central.","Revivalist","1.0"
"Honor Bound","Rachel Caine & Ann Aguirre","Genero · Ciencia ficcion, Themes.Anti-Hero Protagonist, Themes.Diverse Team, Themes.Interstellar Survival, Themes.Living Ship, Themes.Space Exploration","The Honors","2.0","Savvy criminal turned skilled Leviathan pilot Zara Cole finds new friends and clashes with bitter enemies in the second book of this action-packed series from New York Times bestselling authors Rachel Caine and Ann Aguirre that's perfect for fans of The 100 and The Fifth Wave.  Zara Cole was a thief back on Earth, but she's been recently upgraded to intergalactic fugitive. On the run after a bloody battle in a covert war that she never expected to be fighting, Zara, her co-pilot Beatriz, and their Leviathan ship Nadim barely escaped the carnage with their lives.  Now Zara and her crew of Honors need a safe haven, far from the creatures who want to annihilate them. But they'll have to settle for the Sliver: a wild, dangerous warren of alien criminals. The secrets of the Sliver may have the power to turn the tide of the war they left behind--but in the wrong direction.  Soon Zara will have to make a choice: run from the ultimate evil--or stand and fight.","amazon:1094114022,isbn:9781094114026,goodreads:48812387","eng","LCienciaFiccion","eng","","","English.Science Fiction.First Contact / Alien Contact, English.Science Fiction.Dystopian Fiction, Themes.Found Family, Themes.Chosen One","Tono · Morally grey/Antiheroe, Ambientacion · Espacial/Space opera","","Ciencia Ficción","85","Space opera con naves alienígenas y guerra interestelar. Romance puede ser subtexto pero no central. Mundo no es Tierra reconocible pero no es romance central.","Honors","1.0"
"Honor Lost","Rachel Caine & Ann Aguirre","Genero · Ciencia ficcion, Themes.Anti-Hero Protagonist, Themes.Diverse Team, Themes.Interstellar Survival, Themes.Living Ship, Themes.Space Exploration","The Honors","3.0","Space renegade Zara Cole may have finally met her match. Lifekiller—a creature that can devour entire planets is spreading terror throughout the universe, and it seems nothing can stand in the monstrous godking’s way.  Reeling from a series of battles, Zara and her wounded band of allies are going to need a strategy before they face Lifekiller again. Zara’s street smarts may not be enough when their enemy could be anywhere, destroying civilizations and picking his teeth with the bones.  And just when it feels like she’s reached a special place in her bond with Bea and Nadim, an ex from Earth with an ax to grind comes after her with nefarious intentions. With human enemies, alien creatures, and mechanical stalkers on her tail, it’s down to the wire for Zara to save the galaxy—and the people she calls home—before the godking consumes them all.","amazon:B0CG18D4BT,goodreads:43801208,google:cdCXDwAAQBAJ,isbn:9780062571076","eng","LCienciaFiccion","eng","","","English.Science Fiction.First Contact / Alien Contact, English.Science Fiction.Dystopian Fiction, Themes.Found Family, Themes.Chosen One","Tono · Morally grey/Antiheroe, Ambientacion · Espacial/Space opera","","Ciencia Ficción","85","Misma serie, continuación de la trama bélica interestelar.","Honors","1.0"
"The Child Thief","Bella Forrest","Dinamica · Grupo variopinto/Ragtag, Subgenero · Distopia/Apocaliptico, Subgenero · Heist/Atraco, Tono · Traicion, Tono · Venganza","The Child Thief","1.0","*They call her Robin Hood...* 
**In a world where we have government of the rich by the rich for the rich,  
one girl decides to fight back.**
America in 2105 is beset with mass inequality, poverty and increasingly large numbers of the poor. This, combined with the breakdown of families and marriages has led to huge economic and societal burdens. A fractured and divided America ushers in an authoritarian government that promises to solve all these problems in one stroke with a radical solution. 
**Welcome to the CRAS:** the Child Redistribution Adoption System. Also known as the cure for America’s failing economy, it is the bane of nineteen-year-old Robin Sylvone’s existence. 
Under the System, millions of poor families have their children taken and given to the rich. And as a single teen mother, Robin fell within the scope of the scheme and lost her baby two years ago. After being forced to drop out of school and become a factory worker in order to support herself, she doesn’t see much light in her future—or hold any hope of seeing her child again. 
Until she stumbles upon a group of misfits who share her frustrations and desire for change. They are an underground movement of thieves, stealing children back from the rich and returning them to the poor. 
Robin will do anything to find her daughter, even if it means tangling with a government that has zero tolerance for rebellion. 
**Even when the penalty is death.**
Will Robin find her baby girl? Or is she destined to the same fate that all other rebels have met at the hands of the United Nation of America? 
**Buy now to find out...**
* * *
**Fans of** The Gender Game**,** The Handmaid’s Tale**or** The Hunger Games**will be gripped by this thrill-ride through a chillingly warped America.**
What Early Readers Are Saying: 
**""One of my favorites. The story is** different from any I have ever read**.""**
**""Five stars. Holds your attention from start to finish. There is** suspense, action, romance, all in one.**Fantastic storyline. Love the characters and dialogue.""**
**""** Amazingly well written**[...] ensnared my attention from the moment I downloaded it"".**
**""Everything about this book is** chilling, exciting, scary and yet totally believable.**""**
**""Characters have depth and pull you** deeper and deeper into story.**Unexpected twists keep you** glued to each page.**""**
**""A must read.""**
**""A Bella Forrest classic.""**
**Over 1,800 worldwide 5-star reviews.**
**Start turning the pages...**
Book 1 of a completed series. Beware of spoilers in the reviews below that are without spoiler alerts.
","isbn:9781947607408,google:TgVguAEACAAJ,goodreads:39980997","eng","LCienciaFiccion","eng","","","Dystopian, Romance, Science fiction, Young Adults (13-18)","Subgenero · Distopia/Apocaliptico","","Ciencia Ficción","90","Primer libro de la serie, distopía futurista.","The Child Thief","1.0"
"Deep Shadows","Bella Forrest","Dinamica · Grupo variopinto/Ragtag, Subgenero · Distopia/Apocaliptico, Subgenero · Heist/Atraco, Tono · Traicion, Tono · Venganza","The Child Thief","2.0","**The heart-pounding second book of* The Child Thief* series. **   
After the night's shocking events, Robin, Jace, and their team find themselves thrust into a race for their lives.   
Robin never could have imagined that things would go so wrong. Never could have dreamed that they would find what they found within that innocuous-looking building.   
And now it's too late: they've seen what they've seen, and there is no time to talk. No time to even think. Not with the caliber of people who are now on their trail. Fleeing is their priority-but even if they escape, it's uncertain whether they will ever truly be free.   
Because there's one thing Robin and her comrades can now count on: the deeper they dig in this strange world that was once called ""the United States,"" the darker the shadows become...   
**Buy now!**  
**Beware of spoilers in the reviews below that are without spoiler alerts**
","mobi-asin:B07DKBY8CB,goodreads:40490516,amazon:B07DKBY8CB","eng","LCienciaFiccion","eng","","","Dystopian, Romance, Science fiction, Young Adults (13-18)","Subgenero · Distopia/Apocaliptico","","Ciencia Ficción","90","Futuro distópico en Tierra (2105) con gobierno autoritario y secuestro de niños. Sin romance central dominante.","The Child Thief","1.0"
"Thin Lines","Bella Forrest","Dinamica · Grupo variopinto/Ragtag, Subgenero · Distopia/Apocaliptico, Subgenero · Heist/Atraco, Tono · Traicion, Tono · Venganza","The Child Thief","3.0","*""It sounded to me like they've been watching you--watching us--for a while...""*  
**A decades-old conspiracy. A group of mysterious allies. An entire nation out for their blood.**  
The Compliance Authority does not take kindly to dissidents. Particularly dissidents who have managed to escape their grasp, not once, but twice.   
Things are about to get a lot more dangerous for Robin, Jace, and their team. Making it all the more urgent to figure out what, if anything, Nathan is hiding--as well as if their convenient allies are, in fact, allies.   
Because there's only one thing Robin can be sure of right now...   
**The farther they walk along this tightrope of a life they've found themselves trapped in, the thinner the line becomes.**  
*Delve deeper into the world of the child thieves, as Robin and Jace continue their fight for survival* \\-- *and justice.*  
**Buy now!**  
*Beware of spoilers in the reviews below that are without spoiler alerts*
","amazon:B07FJN4RCR,goodreads:40797964,mobi-asin:B07FJN4RCR","eng","LCienciaFiccion","eng","","","Dystopian, Romance, Science fiction, Young Adults (13-18)","Subgenero · Distopia/Apocaliptico","","Ciencia Ficción","90","Dystopian conspiracy thriller; no fantasy or central romance.","The Child Thief","1.0"
"Little Lies","Bella Forrest","Dinamica · Grupo variopinto/Ragtag, Subgenero · Distopia/Apocaliptico, Subgenero · Heist/Atraco, Tono · Traicion, Tono · Venganza","The Child Thief","4.0","** *""I’ve got orders to take you in, immediately!”* **  
Reunite with Robin, Jace, and their team, as they dive deeper into Nathan's well-meaning, yet complex plan...  
**Pre-order now!**  
**Beware of spoilers in the reviews below that are without spoiler alerts**
","mobi-asin:B07GZNV1V7,goodreads:41590485,amazon:B07GZNV1V7","eng","LCienciaFiccion","eng","","","Dystopian, Romance, Science fiction, Young Adults (13-18)","Subgenero · Distopia/Apocaliptico","","Ciencia Ficción","90","Misma serie.","The Child Thief","1.0"
"Ghost Towns","Bella Forrest","Dinamica · Grupo variopinto/Ragtag, Subgenero · Distopia/Apocaliptico, Subgenero · Heist/Atraco, Tono · Traicion, Tono · Venganza","The Child Thief","5.0","**Continue the journey in the thrilling *penultimate* book of *The Child Thief* series (as we move toward the grand finale in Book 6!)** Now that Robin has discovered a lead on her daughter, all she can think about is tracking her down. And her birth parents—whom Robin never dreamed she’d have the opportunity to meet.  But when Robin and Jace return to the outside world, after gaining permission from Nathan, there have been worrying developments. Townships housing the poor are being emptied at an alarming rate, seemingly faster than ever before, and they have no idea why, or where the residents are being taken.  A personal mission quickly turns into something much greater as Robin and Jace follow the clues... leading to answers neither of them is prepared for.  **Buy now!** **Beware of spoilers in the reviews below that are without spoiler alerts**","amazon:B07K76NSK1,goodreads:42644371","eng","LCienciaFiccion","eng","","","","Subgenero · Distopia/Apocaliptico","","Ciencia Ficción","90","Misma serie, continuación de la distopía.","The Child Thief","1.0"
"Zero Hour","Bella Forrest","Dinamica · Grupo variopinto/Ragtag, Subgenero · Distopia/Apocaliptico, Subgenero · Heist/Atraco, Tono · Traicion, Tono · Venganza","The Child Thief","6.0","**The final book. The final mission. The final hour.**  
*Time's up.*  
**Everything Robin has fought for hangs in the balance, and she no longer knows who to trust. But when hiding is no longer an option for Little John, Nathan must put his decades-old plan into motion... whether they are prepared or not.   
**Pre-order the heart-racing conclusion of *The Child Thief* series now.**  
**Beware of spoilers in the reviews below that are without spoiler alerts**
","mobi-asin:B07MDHYBLQ,amazon:B07MDHYBLQ,goodreads:43382945","eng","LCienciaFiccion","eng","","","Dystopian, Romance, Science fiction, Young Adults (13-18)","Subgenero · Distopia/Apocaliptico","","Ciencia Ficción","90","Final book; same series classification.","The Child Thief","1.0"
"The Gender Game","Bella Forrest","Dinamica · Grupo variopinto/Ragtag, Subgenero · Distopia/Apocaliptico, Themes.Framed Protagonist, Tono · Familia disfuncional","The Gender Game","1.0","*For fans of The Hunger Games and Divergent  
comes a story like no other... * 
A toxic river divides nineteen-year-old Violet Bates's world by gender. 
Women rule the East. Men rule the West. 
**Welcome to the lands of Matrus and Patrus.**
Ever since the disappearance of her beloved younger brother, Violet's life has been consumed by an anger she struggles to control. Already a prisoner to her own nation, now she has been sentenced to death for her crimes. 
**But one decision could save her life.**
To enter the kingdom of Patrus, where men rule and women submit. 
Everything about the patriarchy is dangerous for a rebellious girl like Violet. She cannot break the rules if she wishes to stay alive. 
But abiding by rules has never been Violet's strong suit. 
When she's thrust into more danger than she could have ever predicted, Violet is forced to sacrifice many things in the forbidden kingdom ... including forbidden love. 
**In a world divided by gender, only the strongest survive...**
","goodreads:31131467","eng","LCienciaFiccion","eng","","","Young Adults (13-18), Science fiction, Dystopian, Romance","Subgenero · Distopia/Apocaliptico, Dinamica · Enemigos a amantes","","Ciencia Ficción","90","Primer libro de la serie.","The Gender Game","1.0"
"The Gender Secret","Bella Forrest","Dinamica · Grupo variopinto/Ragtag, Subgenero · Distopia/Apocaliptico, Themes.Framed Protagonist, Tono · Familia disfuncional","The Gender Game","2.0","Gliding over the treacherous Green in a shaky aircraft that she has no idea how to land, Violet Bates is still in shock. The harrowing events of the previous night play over in her mind as she asks herself question after question. 
Why did Lee Desmond Bertrand behave the way he did? 
What is the truth about the mysterious silver egg stowed beneath her seat? 
What happened to Viggo and where is her brother? Is either of them still alive? 
When Violet manages to reach the toxic ground alive, she has landed in a world of unimaginable danger. She has barely time to catch her breath before she is sucked into a perilous journey at breakneck speed - to uncover secrets guarded for centuries and find the only two people that matter.
","goodreads:32293807","eng","LCienciaFiccion","eng","","","Young Adults (13-18), Science fiction, Dystopian, Romance","Subgenero · Distopia/Apocaliptico","","Ciencia Ficción","95","Dystopian sci-fi with gender-segregated society; no fantasy elements.","The Gender Game","1.0"
