title,authors,tags,series,series_index,comments,languages,#subjects,#clasificacion,#info,#libreria,#confianza_ia,#motivo_ia,#serie_ia,#serie_ia_index
"The Turn: The Hollows Begins With Death","Kim Harrison","Fantasy.Urban Fantasy, Fantasy.Paranormal, Fantasy.Magic, Fantasy.Paranormal.Demons, Fantasy.Supernatural, Fantasy.Fairy Tales.Fairies, Horror.Monster.Vampire","The Hollows","0.0","""#1 New York Times bestselling author Kim Harrison returns to her beloved Hollows series with The Turn, the official prequel to the series that will introduce you to a whole new side of Rachel Morgan's world as they've never seen it before! Can science save us when all else fails? Trisk and her hated rival, Kal, have the same goal: save their species from extinction. But death comes in the guise of hope when a genetically modified tomato created to feed the world combines with the government's new tactical virus, giving it an unexpected host and a mode of transport. Plague rises, giving the paranormal species the choice to stay hidden and allow humanity to die, or to show themselves in a bid to save them. Under accusations of scientific misconduct, Trisk and Kal flee across a plague-torn United States to convince leaders of the major paranormal species to save their supposedly weaker kin, but not everyone thinks humanity should be saved, and Trisk fights the prejudices of two societies to prove that not only does humanity have something to offer, but that long-accepted beliefs against women, dark magic, and humanity itself can turn to understanding; that when people are at their worst that the best show their true strength, and that love can hold the world together as a new balance is found""--
Can science save us when all else fails? 
Trisk and her hated rival, Kalamack, have the same goal: save their species from extinction. 
Death comes in the guise of hope when a genetically modified tomato . Plague takes the world, giving the paranormal species an uncomfortable choice . 
Under accusations of scientific misconduct, Trisk and Kal flee across a plague torn United States to convince leaders of the major paranormal species to save their supposedly weaker kin, but not everyone thinks humanity should be saved. 
Trisk fights the prejudices of two societies to prove that not only does humanity have something to offer, but that long-accepted beliefs against women, dark magic, and humanity itself can turn to understanding; that when people are at their worst that the best show their true strength, and that love can hold the world together as a new balance is found.
","eng","Fantasy.Urban Fantasy, Fantasy.Paranormal, Fantasy.Magic, Fantasy.Paranormal.Demons, Fantasy.Supernatural, Fantasy.Fairy Tales.Fairies, Horror.Monster.Vampire","Subgenero · Pandemia/Plaga","","Paranormal","95","Misma obra que #3; clasificación idéntica.","The Hollows","1.0"
"The Turn","Kim Harrison","demons, Romance, adult, modern fantasy, vampires, Paranormal, Fantasy, Magic","The Hollows","0.1","**Kim Harrison returns to her beloved *Hollows* series with the official prequel. This will introduce fans and readers to a whole new side of Rachel Morgan's world as they've never seen it before!**
***Can science save us when all else fails?** *
Trisk and her hated rival, Kalamack, have the same goal: save their species from extinction.
Death comes in the guise of hope when a genetically modified tomato created to feed the world combines with the government's new tactical virus, giving it an unexpected host and a mode of transport. Plague takes the world, giving the paranormal species an uncomfortable choice to stay hidden and allow humanity to die, or to show themselves in a bid to save them.
Under accusations of scientific misconduct, Trisk and Kal flee across a plague torn United States to convince leaders of the major paranormal species to save their supposedly weaker kin, but not everyone thinks humanity should be saved.
Kal surreptitiously works against her as Trisk fights the prejudices of two societies to prove that not only does humanity have something to offer, but that long-accepted beliefs against women, dark magic, and humanity itself can turn to understanding; that when people are at their worst that the best show their true strength, and that love can hold the world together as a new balance is found.
**An unmissable story for fans of the* Hollows* series - discover Rachel Morgan's world as you've never seen it before . . . **
","eng","demons, Modern Fantasy, Magic","Subgenero · Pandemia/Plaga","","Paranormal","95","Ambientación en Tierra (EE.UU.) con especies paranormales; plaga y supervivencia, romance no central.","The Hollows","1.0"
"Dead Witch Walking","Kim Harrison","demons, modern fantasy, Magic","The Hollows","1.0","All the creatures of the night gather in ""the Hollows"" of Cincinnati, to hide, to prowl, to party... and to feed. 
Vampires rule the darkness in a predator-eat-predator world rife with dangers beyond imagining - and it's Rachel Morgan's job to keep that world civilized. 
A bounty hunter and witch with serious sex appeal and an attitude, she'll bring 'em back alive, dead... or undead.
","eng","demons, Modern Fantasy, Magic","Paranormal · Brujas/Magos, Subgenero · Fantasia urbana","","Paranormal","100","Mundo real con brujas, vampiros y otras criaturas; Rachel Morgan es cazarrecompensas, romance secundario.","The Hollows","1.0"
"El bueno, el feo y la bruja","Kim Harrison","Fantástico, Romántico","The Hollows","2.0","La vida es dura para la sexy e independiente cazarrecompensas Rachel Morgan, merodeando en las sombras más oscuras del centro de Cincinnati en busca de criaturas de la noche que son delincuentes. Puede manejar a los vampiros e incluso enzarzarse con uno o dos demonios maliciosos. Pero un asesino en serie que se alimenta de expertos en la más peligrosa magia negra excede, sin lugar a dudas, sus capacidades. Enfrentarse a un antiguo e implacable ser maligno no es ningún juego de niños… y esta vez Rachel será afortunada de escapar con el alma intacta…
","spa","Fantástico, Romántico","Paranormal · Vampiros, Paranormal · Brujas/Magos, Subgenero · Fantasia urbana, Tono · Oscuro","","Paranormal","95","Cazarrecompensas en Cincinnati con vampiros y demonios; urbano sobrenatural con crimen.","The Hollows","1.0"
"The Good, the Bad, and the Undead","Kim Harrison","demons, modern fantasy, Magic","The Hollows","2.0","Rachel Morgan, sexy witch, independent bounty hunter, prowls the downtown Cincinnati for criminal creatures of the night. She can handle leather-clad vamps and a cunning demon or two. But a serial killer who feeds on the experts in the most dangerous kind of black magic is an ancient, implacable evil that threatens her very soul.
","eng","demons, Modern Fantasy, Magic","Subgenero · Fantasia urbana, Paranormal · Brujas/Magos, Tono · Oscuro","","Fantasía","90","Urban fantasy con bruja cazarrecompensas y un asesino en serie.","The Hollows","1.0"
"Antes bruja que muerta","Kim Harrison","Fantástico, Romántico, Demonios, Fantasía Moderna","The Hollows","3.0","Rachel Morgan ya ha puesto en serio peligro su vida amorosa y su alma a través de sus esfuerzos por llevar a las criaturas de la noche criminales ante la justicia. Entre caza y caza, mantiene las manos ocupadas desviando las atenciones de su compañera bebedora de sangre, protegiendo un mortal secreto de su pasado y resistiendo los envites de un nuevo y tórrido pretendiente vampiro. Rachel también debe elegir un bando en la guerra que arde en el inframundo de la ciudad, debido a que ayudó a destronar a su último jerarca vampiro; y para ello hizo un pacto con un poderoso demonio que pudo costarle una eternidad de dolor, tormento y degradación.
","spa","Fantástico, Romántico, Demonios, Fantasía Moderna","Paranormal · Vampiros, Paranormal · Brujas/Magos, Tono · Oscuro","","Paranormal","90","Urban fantasy with witch bounty hunter and vampire love triangle.","The Hollows","1.0"
"Every Which Way but Dead","Kim Harrison","Paranormal, Romance, Fantasy, witches, Supernatural, Mystery & Detective, Urban Fantasy, vampires, bounty hunter","The Hollows","3.0","**T** here's no witch in Cincinnati tougher, sexier, or more screwed up than bounty hunter Rachel Morgan, who's already put her love life and soul in dire jeopardy through her determined efforts to bring criminal night creatures to justice.   
Between ""runs,"" she has her hands full fending off the attentions of her blood-drinking partner, keeping a deadly secret from her backup, and resisting a hot new vamp suitor.   
Rachel must also take a stand in the war that's raging in the city's underworld, since she helped put away its former vampire kingpin - and made a deal with a powerful demon to do so that could cost her an eternity of pain, torment, and degradation.   
And now her dark ""master"" is coming to collect his due.
","eng","Paranormal, Romance, Fantasy, Witches, supernatural, Mystery & Detective, Urban Fantasy, vampires, bounty hunter","Paranormal · Brujas/Magos, Paranormal · Vampiros, Tono · Oscuro, Dinamica · Prohibido, Subgenero · Fantasia urbana","","Paranormal","95","Urban fantasy con bruja cazarrecompensas en Cincinnati; romance subplot, trama central sobrenatural.","The Hollows","1.0"
"A Fistful of Charms","Kim Harrison","Fantasy, Urban Fantasy, Paranormal, vampires, Romance","The Hollows","4.0","The evil night things that prowl Cincinnati despise witch and bounty hunter Rachel Morgan. Her new reputation for the dark arts is turning human and undead heads alike with the intent to possess, bed, and kill her -- not necessarily in that order.  Now a mortal lover who abandoned Rachel has returned, haunted by his secret past. And there are those who covet what Nick possesses -- savage beasts willing to destroy the Hollows and everyone in it if necessary.  Forced to keep a low profile or eternally suffer the wrath of a vengeful demon, Rachel must nevertheless act quickly. For the pack is gathering for the first time in millennia to ravage and to rule. And suddenly more than Rachel's soul is at stake.","eng","","Subgenero · Fantasia urbana, Paranormal · Brujas/Magos, Paranormal · Vampiros, Paranormal · Lobos/Shifters, Tono · Oscuro","","Paranormal","95","Urban fantasy with witch bounty hunter, supernatural Cincinnati, not romance central.","The Hollows","1.0"
"For a Few Demons More","Kim Harrison","demons, modern fantasy, Magic","The Hollows","5.0","<div> <p>The fifth and latest instalment of the urban fantasy-thriller series starring Rachel Morgan. A pacey and addictive novel of sexy bounty-hunting witches, cunning demons and menacing vampires. Bargaining with demons has left Rachel Morgan in constant danger of losing her soul. As if being famous in the underworld - for all the wrong reasons - and sharing her home with a vampire and her jealous girlfriend didn't make her vulnerable enough, one night Rachel finds demons ransacking her home with no fear of sanctified ground. They are searching for something they believe Rachel to possess - a danger that Rachel thought was well hidden and secret. But when the human morgue starts to fill up with partially-turned lupine women who have been brutally murdered, Rachel realises that someone else knows the Focus still exists and that she may have been betrayed.</p></div>  <p><blockquote><p>Despite dating one vampire and living with another, Rachel Morgan has always managed to stay just ahead of trouble . . . until now.</p></blockquote><p>A fiendish serial killer stalks the Hollows, and no one living in or around Cincinnati--human, inhuman, or undead--is safe.</p><p>An ancient artifact may be the key to stopping the murderer--a mysterious relic that is now in the hands of Rachel Morgan, fearless independent bounty hunter and reckless witch. But revealing it could ignite a battle to the death among the vast and varied local supernatural races.</p><p>Rachel's been lucky so far. But even she can't hide from catastrophe forever.</p>","eng","demons, Modern Fantasy, Magic","Paranormal · Brujas/Magos, Paranormal · Vampiros, Subgenero · Fantasia urbana, Tono · Oscuro, Dinamica · Prohibido","","Paranormal","95","Saga Hollows: asesino serial, artefacto antiguo; romance subplot, trama sobrenatural.","The Hollows","1.0"
"The Outlaw Demon Wails","Kim Harrison","demons, modern fantasy, Magic","The Hollows","6.0","To save the lives of her friends, Rachel did the unthinkable: she willingly trafficked in forbidden demon magic. And now her sins are coming home to haunt her. 
As Rachel searches for the truth behind a terrifying murder, an even greater menace threatens, for the demon Algaliarept will stop at nothing to claim her, and the discovery of a shocking family secret throws Rachel's entire life into question. If she is ever to live free, Rachel must first walk willingly into the demonic ever-after in search of long-lost ancient knowledge. 
But when you dance with demons, you lay your soul on the line . . . and there are some lines that should never be crossed.
","eng","demons, Modern Fantasy, Magic","Subgenero · Fantasia urbana","","Fantasía","70","Urbana fantasy con demonios, magia; romance no central en esta sinopsis.","The Hollows","1.0"
"Bruja blanca, magia negra","Kim Harrison","Demonios, Fantasía Moderna","The Hollows","7.0","A Rachel Morgan, intrépida bruja y cazarrecompensas, la vida le ha reservado una buena ración de golpes, y se ha visto obligada a rebasar límites que había jurado no traspasar jamás. Sin embargo, el asesinato de su novio le dejó una herida más profunda de lo que Rachel había podido imaginar, y a partir de ahora no descansará hasta que las causas de su muerte se aclaren… y pueda vengarlo. Cueste lo que cueste. No obstante, el camino al infierno está sembrado de buenas intenciones y, cuando un nuevo depredador se posiciona en lo más alto de la cadena alimentaria,  
  
el pasado de Rachel regresa para poseerla… literalmente.
","spa","Demonios, Fantasía Moderna","Paranormal · Brujas/Magos, Paranormal · Vampiros, Tono · Oscuro","","Paranormal","80","Urban fantasy with romance central (revenge for boyfriend).","The Hollows","1.0"
"White Witch, Black Curse","Kim Harrison","demons, modern fantasy, Magic","The Hollows","7.0","Some wounds take time to heal...and some scars never fade. 
Rachel Morgan, kick-ass witch and bounty hunter, has taken her fair share of hits, and has broken lines she swore she would never cross. But when her lover was murdered, it left a deeper wound than Rachel ever imagined, and now she won't rest until his death is solved...and avenged. Whatever the cost. 
Yet the road to hell is paved with good intentions, and when a new predator moves to the apex of the Inderland food chain, Rachel's past comes back to haunt her. 
Literally.
","eng","demons, Modern Fantasy, Magic","Paranormal · Brujas/Magos, Subgenero · Fantasia urbana, Tono · Oscuro","","Paranormal","95","Mundo urbano con magia y asesinato; romance no central, la trama es thriller sobrenatural.","The Hollows","1.0"
"Black Magic Sanction","Kim Harrison","Fantasy.Magic, Fantasy.Paranormal.Demons, Fantasy.Supernatural, Fantasy.Urban Fantasy, Romance.Paranormal Romance, Romance.Paranormal Romance.Vampire Romance","The Hollows","8.0","Rachel Morgan has fought and hunted vampires, werewolves, banshees, demons, and other supernatural dangers as both witch and bounty hunter - and lived to tell the tale. But she's never faced off against her own kind...until now. 
Denounced and shunned for dealing with demons and black magic, Rachel's best hope is life imprisonment - the worst, a forced lobotomy and genetic slavery. Only her enemies are strong enough to help her win her freedom, but trust comes hard when it hinges on the unscrupulous tycoon Trent Kalamack, the demon Algaliarept, and an ex-boyfriend turned thief. 
It takes a witch to catch a witch, but survival bears a heavy price.
","eng","Fantasy.Magic, Fantasy.Paranormal.Demons, Fantasy.Supernatural, Fantasy.Urban Fantasy, Romance.Paranormal Romance, Romance.Paranormal Romance.Vampire Romance","Subgenero · Fantasia urbana, Paranormal · Brujas/Magos, Paranormal · Vampiros","","Paranormal","90","Bruja cazarrecompensas en un mundo urbano con vampiros, demonios y magia; sin romance central.","The Hollows","1.0"
"Pale Demon","Kim Harrison","demons, modern fantasy, Magic","The Hollows","9.0","Condemned and shunned for black magic, Rachel Morgan has three days to get to the annual witches' conference and clear her name, or be trapped in the demonic ever-after . . . forever after. 
But a witch, an elf, a living vampire, and a pixy in one car going across the country? Talk about a recipe for certain disaster, even without being the targets for assassination. 
For after centuries of torment, a fearsome demon walks in the sunlight - freed at last to slay the innocent and devour their souls. But his ultimate goal is Rachel Morgan, and in the fight for survival that follows, even embracing her own demonic nature may not be enough to save her.
","eng","demons, Modern Fantasy, Magic","Paranormal · Brujas/Magos, Paranormal · Vampiros, Subgenero · Fantasia urbana, Tono · Angst/Drama emocional","","Paranormal","90","Urban fantasy with witches, demons, road trip, no central romance.","The Hollows","1.0"
"A Perfect Blood","Kim Harrison","demons, modern fantasy, Magic","The Hollows","10.0","*New York Times* bestselling author Kim Harrison returns to the Hollows with the electrifying follow-up to her acclaimed *Pale Demon*! 
**A Perfect Blood**
Ritually murdered corpses are appearing across Cincinnati, terrifying amalgams of human and *other*. Pulled in to help investigate by the I.S. and FIB, former witch turned day-walking demon Rachel Morgan soon realizes a horrifying truth: a human hate group is trying to create its own demons to destroy all Inderlanders, and to do so, it needs her blood. 
She's faced vampires, witches, werewolves, demons, and more, but humanity itself might be her toughest challenge yet.
","eng","demons, Modern Fantasy, Magic","Subgenero · Fantasia urbana, Paranormal · Brujas/Magos, Paranormal · Vampiros, Paranormal · Lobos/Shifters, Tono · Oscuro","","Paranormal","95","Continuation of The Hollows, witch Rachel Morgan vs human hate group.","The Hollows","1.0"
"Into the Woods: Tales From the Hollows and Beyond","Kim Harrison","demons, modern fantasy, Magic","The Hollows","10.1","Enter the woods . . . if you dareInto the WoodsFor centuries, the woods have been a pivotal part of the wonder and danger of fairy tales, for once you enter anything can happen. Elves, druids, fairies—who knows what you will find once you dare step into the forest?And now, New York Times bestselling author Kim Harrison ventures into these mysterious, hidden lands of magic and mystery in her first short-story collection. Into the Woods brings together an enchanting mix of brand-new, never-before-published stories and tales from Harrison's beloved, bestselling Hollows series.The tales here include an original Hollows novella, Million-Dollar Baby, about Trent Kalamack's secret elven quest in Pale Demon; two original short stories, ""Pet Shop Boys"" and ""Temson Woods,"" that explore just what happens when humanity and the supernatural collide; and two novelettes, ""Spider Silk"" and ""Grace,"" set in new worlds of imagination and adventure. Into the Woods also contains all of the previously published Hollows short stories—together in one volume for the very first time.Step into the woods and discover the magic for yourself.
","eng","demons, Modern Fantasy, Magic","Subgenero · Fantasia urbana","","Fantasía","90","Colección de relatos de fantasía urbana, sin romance central en conjunto.","The Hollows","1.0"
"Trouble on Reserve","Kim Harrison","demons, modern fantasy, Magic","The Hollows","10.5","A routine protection gig for business tycoon Trent Kalamack quickly goes wrong when runner Rachel Morgan discovers she is the assassin's target. 
Hollows short with Trent and Rachel working together. The timing of the story sort of puts it between *A Perfect Blood* and *Ever After* , but the feeling of it is seriously slanted toward *Ever After*. If you get a chance to read it, I’d [author] be curious to know what you think about the “voice.” One of the things I tried to do–besides get a chance to see Rachel and Trent work together–was to give it a more mainstream feel since there’s the chance readers who would normally never pick up the Hollows might be reading it.
","eng","demons, Modern Fantasy, Magic","Subgenero · Fantasia urbana, Paranormal · Vampiros, Paranormal · Angeles y demonios","","Paranormal","95","Urban fantasy short story with vampires, demons; romance subplot but not central.","The Hollows","1.0"
"Ever After","Kim Harrison","demons, modern fantasy, Magic","The Hollows","11.0","The ever after, the demonic realm that parallels the human world, is shrinking. If it disappears completely, so does all magic. It's up to witch-turned-daywalking-demon Rachel Morgan to avert catastrophe and keep life from changing... for the worse. 
While saving the world is important, it isn't Rachel's only motivation. There's also the small fact that she caused the ley line to rip in the first place, setting off a chain reaction of unfortunate events. That little mistake has made her life forfeit unless she can fix it. It's also made her more than a few enemies, including the most powerful demon in the ever after—a terrifying entity who eats souls and now has an insatiable appetite for her. He's already kidnapped her friend and goddaughter to lure her out, and if Rachel doesn't give herself up soon, they'll die. 
But Rachel has more than a few impressive and frightening skills of her own, and she isn't going to hand over her soul and her life without one hell of a fight. She's also got a surprise: elven tycoon Trent Kalamack. With this unlikely ally beside her—a prospect both thrilling and unnerving—she's going to return to the ever after, kick some demon butt, rescue her loved ones... and prevent an apocalypse before it's too late. Or, at least that's the plan...
","eng","demons, Modern Fantasy, Magic","Paranormal · Vampiros, Paranormal · Brujas/Magos, Tono · Oscuro","","Paranormal","95","Rachel Morgan en mundo sobrenatural moderno; demonios y salvación del ever after.","The Hollows","1.0"
"The Undead Pool","Kim Harrison","demons, modern fantasy, Magic","The Hollows","12.0","Supernatural superhero Rachel Morgan must counter a strange magic that could spell civil war for the Hollows in this sexy and bewitching urban fantasy adventure in acclaimed **New York Times** bestselling author Kim Harrison's Hollows series. 
Witch and day-walking demon Rachel Morgan has managed to save the demonic ever after from shrinking, but at a high cost. Now, strange magic is attacking Cincinnati and the Hollows, causing spells to backfire or go horribly wrong, and the truce between the races, between Inderlander and human, is shattering. Rachel must stop this dark necromancy before the undead vampire masters who keep the rest of the undead under control are lost and all-out supernatural war breaks out. 
Rachel knows of only weapon to ensure the peace: ancient elven wild magic, which carries its own perils. And no one know better than Rachel that no good deed goes unpunished . . .
","eng","demons, Modern Fantasy, Magic","Subgenero · Fantasia urbana","","Paranormal","95","Tierra actual con magia y razas paranormales; crisis mágica, romance secundario.","The Hollows","1.0"
"The Witch With No Name","Kim Harrison","demons, modern fantasy, Magic","The Hollows","13.0","**At long last... The final book in the** New York Times**bestselling Hollows series by Kim Harrison!**
Rachel Morgan's come a long way from the clutzy runner of *Dead Witch Walking*. She's faced vampires and werewolves, banshees, witches, and soul-eating demons. She's crossed worlds, channeled gods, and accepted her place as a day-walking demon. She's lost friends and lovers and family, and an old enemy has become something much more. 
But power demands responsibility, and world-changers must always pay a price. That time is now. 
To save Ivy's soul and the rest of the living vampires, to keep the demonic ever after and our own world from destruction, Rachel Morgan will risk everything.
","eng","demons, Modern Fantasy, Magic","Subgenero · Fantasia urbana","","Paranormal","95","Último libro de Hollows; Tierra con demonios y magia, romance secundario.","The Hollows","1.0"
"Sudden Backtrack","Kim Harrison","demons, modern fantasy, Magic","The Hollows","13.1","**#1** New York Times **bestselling author Kim Harrison returns to the ever-after one last time in this never-before-published short story!**
The origins of the elf and demon war have been shrouded – until now. Told from a demon’s point of view, join Al as he helps Newt spin the curse that caused the elven downfall… and perhaps holds the beginnings of their own reclamations.
","eng","demons, Modern Fantasy, Magic","Paranormal · Angeles y demonios, Subgenero · Fantasia urbana, Tono · Oscuro","","Paranormal","90","Relato desde el punto de vista de un demonio en el Más Allá; sin romance, pertenece a la serie Hollows.","The Hollows","1.0"
"Million Dollar Demon","Kim Harrison","demons, modern fantasy, Magic","The Hollows","15.0","**To save the city, Rachel Morgan will need to show some teeth in the next Hollows novel from #1** New York Times**bestselling author Kim Harrison.**
The new master vampire of Cincinnati has arrived . . . and she wants Rachel Morgan out. No matter where Rachel goes, Constance is there--threatening Rachel's allies, causing city-wide chaos, and, to add insult to injury, even forcing Rachel out of her current quarters. Ever since Rachel found a way to save the souls of vampires, the old undead's longtime ascendancy has been broken. Now Constance sees eliminating Rachel as the key to consolidating her own power. 
Rachel has no desire to be enthralled or killed--and she's terrified of what may become of the city if Constance forces a return to the ancient ways. But even a witch-born demon can't stand against the old undead--at least, not alone. And if Rachel refuses to claim the role of Cincinnati's master demon, the city will tear itself apart, taking her and all those who stand beside her with it.
","eng","demons, Modern Fantasy, Magic","Subgenero · Fantasia urbana, Paranormal · Vampiros, Tono · Oscuro","","Fantasía","95","Urban fantasy with vampires and power struggle; romance is not central in this installment.","Hollows","1.0"
"Trouble With the Cursed","Kim Harrison","demons, modern fantasy, Magic","The Hollows","16.0","**Rachel Morgan must keep her friends close—and her enemies closer—in the next Hollows novel from #1** New York Times **bestselling author Kim Harrison.**  
Rachel Morgan, witch-born demon, has one unspoken rule: take chances, but pay for them yourself. With it, she has turned enemies into allies, found her place with her demon kin, and stepped up as the subrosa of Cincinnati—responsible for keeping the paranormal community at peace and in line.   
Life is . . . good? Even better, her best friend, Ivy Tamwood, is returning home. Nothing’s simple, though, and Ivy’s not coming alone. The vampires’ ruling council insists she escort one of the long undead, hell-bent on proving that Rachel killed Cincy’s master vampire to take over the city. Which, of course, Rachel totally did not do. She only *transformed* her a little.   
With Rachel’s friends distracted by their own lives and problems, she reaches out to a new ally for help—the demon Hodin. But this trickster has his own agenda. In the end, the only way for Rachel to save herself and the city may be to forge a new understanding with her estranged demon teacher, Al. There’s just one problem: Al would sell his own soul to be rid of her. . . .
","eng","demons, Modern Fantasy, Magic","Subgenero · Fantasia urbana, Paranormal · Vampiros, Paranormal · Angeles y demonios, Paranormal · Brujas/Magos","","Paranormal","95","Urban fantasy novel in the Hollows series; romance not primary focus.","The Hollows","1.0"
"Demons of Good and Evil","Kim Harrison","demons, modern fantasy, Magic","The Hollows","17.0","**Rachel Morgan will learn that the price of loyalty is blood in the next Hollows novel from #1** New York Times **bestselling author Kim Harrison.**  
Rachel Morgan, witch-born demon, suspected that protecting the paranormal citizens of Cincinnati as the demon subrosa would be trouble. But it’s rapidly becoming way more trouble than even she could have imagined.   
While Rachel and her friends may have vanquished the trickster demon Hodin, his mysterious associate known only as “The Mage” is eager to finish what Hodin started, beginning with taking down Rachel’s power structure piece by piece.   
With her world falling apart, Rachel desperately needs help. But with all of her supporters under attack, her only hope is to make a deal with the unlikeliest of allies. . . .  

","eng","demons, Modern Fantasy, Magic","Paranormal · Brujas/Magos","","Paranormal","100","Fantasía urbana con brujas y demonios, serie de Kim Harrison.","The Hollows","1.0"
"The Hollows Insider","Kim Harrison","","","1.0","*New York Times* bestselling author Kim Harrison has won legions of fans with her sexy supernatural novels featuring bounty-hunting witch Rachel Morgan. And now comes a unique look inside her beloved Hollows series that no fan should miss. . . . *The Hollows Insider*   
  
In the Hollows, the supernatural Inderlanders rule, and humanity must abide by their conventions, or else.   
  
To survive among vampires, witches, Weres, gargoyles, trolls, fairies, and banshees - to say nothing of demons - humanity needs a guide. And now, written by Kim Harrison herself, here is an insider's look at the supernatural world of the Hollows, from an overarching new story to character profiles, maps, spell guides, charm recipes, secret correspondence from the elusive Trent Kalamack, and much more. 
","eng","","","","No-Ficción","70","Guía de referencia sobre el universo de Hollows; no es una novela.","The Hollows","1.0"
"The Infernals","John Connolly","","Samuel Johnson vs. the Devil","2.0","From *New York Times* bestselling author John Connolly, a wonderfully strange and brilliant novel about a boy, his dog, and their struggle to escape the wrath of demons. Young Samuel Johnson is in trouble. Not only is his eyesight so poor that he mistakenly asks out a letter box on a date, but an angry demon is seeking revenge for Samuel’s part in foiling the invasion of Earth by the forces of evil. It wants to get its claws on Samuel, and when Samuel and his faithful dachshund, Boswell, are pulled through a portal into the dark realm, the home of the Infernals, it gets its chance. 
But catching Samuel is not going to be easy, for the Infernals have not reckoned on the bravery and cleverness of a boy and his dog, or the loyalty of Samuel’s friend, the hapless demon Nurd, or the presence of two clueless policemen and the unlucky, if cheerfully optimistic, driver of an ice-cream van. 
Most of all, no one has planned on the intervention of an unexpected band of little men, for Samuel and Boswell are not the only inhabitants of Earth who have found themselves in the underworld. If you thought demons were frightening, just wait until you meet Mr. Merryweather’s Elves. . . . 
","eng","Mystery & Detective, Fiction, Fantasy, Thrillers, hell, General, Good and Evil","Tono · Cozy/Ligero","","Fantasía","95","Aventura fantástica con demonios, humor, mundo secundario.","Samuel Johnson","1.0"
"The Infernals","John Connolly","","","1.0","<p>From <i>New York Times </i>bestselling author John Connolly, a wonderfully strange and brilliant novel about a boy, his dog, and their struggle to escape the wrath of demons. Young Samuel Johnson is in trouble. Not only is his eyesight so poor that he mistakenly asks out a letter box on a date, but an angry demon is seeking revenge for Samuel's part in foiling the invasion of Earth by the forces of evil. It wants to get its claws on Samuel, and when Samuel and his faithful dachshund, Boswell, are pulled through a portal into the dark realm, the home of the Infernals, it gets its chance. <p>But catching Samuel is not going to be easy, for the Infernals have not reckoned on the bravery and cleverness of a boy and his dog, or the loyalty of Samuel's friend, the hapless demon Nurd, or the presence of two clueless policemen and the unlucky, if cheerfully optimistic, driver of an ice-cream van. <p>Most of all, no one has planned on the intervention of an unexpected band of little men,...","eng","","Tono · Cozy/Ligero","","Fantasía","95","Aventura fantástica con demonios, humor, mundo secundario.","Samuel Johnson","1.0"
"The Book of Lost Things","John Connolly","Fantasy, Young Adult, horror, Adventure, adult, Mystery, Historical, Fiction, Fairy Tales, Books About Books","The Book of Lost Things","1.0","High in his attic bedroom, twelve-year-old David mourns the death of his mother, with only the books on his shelf for company. But those books have begun to whisper to him in the darkness. Angry and alone, he takes refuge in his imagination and soon finds that reality and fantasy have begun to meld. While his family falls apart around him, David is violently propelled into a world that is a strange reflection of his own -- populated by heroes and monsters and ruled by a faded king who keeps his secrets in a mysterious book, *The Book of Lost Things*.  Taking readers on a vivid journey through the loss of innocence into adulthood and beyond, *New York Times* bestselling author John Connolly tells a dark and compelling tale that reminds us of the enduring power of stories in our lives.","eng","","","","Fantasía","100","Fantasy world with loss and monsters, no central romance.","",""
"The Book of Lost Things","John Connolly","Fiction, Thrillers, General, Mystery & Detective, Coming of Age","The Book of Lost Things","1.0","New York Times bestselling author John Connolly's unique imagination takes readers through the end of innocence into adulthood and beyond in this dark and triumphantly creative novel of grief and loss, loyalty and love, and the redemptive power of stories.High in his attic bedroom, twelve-year-old David mourns the death of his mother. He is angry and alone, with only the books on his shelf for company. But those books have begun to whisper to him in the darkness, and as he takes refuge in his imagination, he finds that reality and fantasy have begun to meld. While his family falls apart around him, David is violently propelled into a land that is a strange reflection of his own world, populated by heroes and monsters, and ruled over by a faded king who keeps his secrets in a mysterious book... IThe Book of Lost Things.An imaginative tribute to the journey we must all make through the loss of innocence into adulthood, John Connolly's latest novel is a book for every adult who can recall the moment when childhood began to fade, and for every adult about to face that moment. The Book of Lost Things is a story of hope for all who have lost, and for all who have yet to lose. It is an exhilarating tale that reminds us of the enduring power of stories in our lives.
","eng","","","","Fantasía","100","Fantasy world with loss and monsters, no central romance.","",""
"Hollowfall","Michael Darling","Genero · Fantasia, Subgenero · Distopia/Apocaliptico, Subgenero · Supervivencia, Tono · Oscuro","","1.0","Sadia has been betrayed.  Get in. Get the data threads. Get out. It was a standard job. But when Sadia arrives, she finds her contact dead and the only ones who could be responsible are from her own faction. Unable to trust anyone, she goes looking for answers.  When she witnesses another unjust death, something inside her awakens. A power takes control of her body and in front of millions of witnesses, Sadia brings the dead man back to life. Suddenly, she’s the most sought after woman in Novus City. And while some factions want to make her a martyr, others want to dissect her. Or worse.  Hunted by every faction, every corporation, and every authority, Sadia flees. If she can escape the city, she may survive long enough to learn the secrets of her past. If she fails, instead of giving life back, her power will be used to take it away. She will become the instrument of annihilation, and no one will be left alive to remember Hollowfall.","eng","","Subgenero · Science fantasy, Tono · Oscuro","","Fantasía","70","Poder inexplicable de resurrección en un futuro distópico; sin romance central.","",""
