title,authors,tags,series,series_index,comments,identifiers,languages,library_name,#world,#subtitle,#subjects,#title_opf,#clasificacion,#libreria
"Crimson Reign","Amélie Wen Zhao","English.Fantasy.Young Adult Fantasy, Themes.Lost Heir / Secret Royal, Themes.Framed Protagonist, Themes.Enemies Forced to Work Together, Themes.Found Family, Themes.Fate / Destiny, Themes.Magic","Blood Heir Trilogy","3.0","**For fans of *Children of Blood and Bone* and *Six of Crows* comes the thrilling conclusion to the Blood Heir trilogy. A princess with a dark secret must ally with a con man to liberate her empire from a reign of terror in this epic fantasy retelling of the Anastasia story.**  
The Red Tigress, Anastacya Mikhailov, has lost the gift she was only beginning to realize deﬁned her. Stolen from her during the battle in Bregon, her blood Affinity rests with Sorsha Farrald, a dangerous Affinite who is on the run, headed staright to Cyrilia and to Ana's aunt...the Empress Morganya.   
Though she is weakened, Ana's course remains true--yet her return to her homeland reveals a Cyrilia on the brink of collapse. Morganya's tyrannical rule has transformed into a sinister quest for unquestioned authority, and she has set her sights far beyond Cyrilia. Morganya seeks a legendary ancient power, rumored to have once belonged to the Deities themselves. If she can locate it, she can rule the world.   
What's more, Ana's allies, the insurgent Affinite rebels known as the Redcloaks, no longer support her. For their allegiance is with the people--and there can be no equality with a monarchy.   
Ana faces enemies at every turn, and every day without her Affinity brings her closer to death. Yet she is determined to liberate her people and vanquish the legacy of her own imperial bloodline--the inequality sewn into the fabric of her land. Her only hope lies in the navy she recruited in Bregon, the courage of her band of friends, and the cunning crime-lord-turned-captain she's fallen for.   
If Ana loses this fight, it will be her last. And Morganya's reign of darkness with consume the world.
","grvotes:2612,goodreads:58493419,isbn:9780525707875,amazon:0525707875","eng","LFantasia","","","","Crimson Reign","Subgenero · Fantasia epica","Fantasía"
"La Princesa Roja","Amélie Wen Zhao","Español.Fantasía.Fantasía Infantil/Juvenil, Temas.Heredero Perdido / Realeza Secreta, Temas.Protagonista Inculpado, Temas.Enemigos Obligados a Cooperar, Temas.Familia Encontrada, Temas.Destino Inevitable, Temas.Magia","Blood Heir Trilogy","1.0","**Una princesa fugitiva y un poder único: controlar la sangre. Un imperio sumido en la oscuridad. Y un mundo que vale la pena salvar.** Anastacya Mikhailov nació con el poder de controlar la sangre del cuerpo de los demás, aunque nunca ha creído en sí misma. Sus peores pesadillas se convierten en realidad cuando su padre, el emperador de Cyrilia, fallece en un accidente en medio de la noche, y ella es condenada por asesinato.  Sin embargo Ana sabe lo que vio: la cara del asesino de su padre desvaneciéndose en la oscuridad. Ahora debe huir, pero no va a quedarse de brazos cruzados. Empieza la carrera por descubrir la verdad.  **En un mundo donde la princesa es el monstruo y el bien y el mal se confunden en las sombras, Ana debe explorar el amor, la pérdida, el miedo y el odio, y descubrir cómo nuestras decisiones definen quiénes somos.**","isbn:9788418038358,amazon:841767179X,google:KeauzQEACAAJ,goodreads:48739647","spa","LFantasia","","","Fantasía","Blood Heir Trilogy [01.00] - La princesa roja (spa)","","Fantasía"
"Stolen","Cari Z.","English.Fantasy.Urban Fantasy, Themes.Shapeshifter, Themes.Heist Crew, Themes.Magic, Themes.Explicit Sexual Content","Treasured Series","0.5","Rhys Daveth is a skilled doppelganger shapeshifter who impersonates others by absorbing their DNA, often through intimate contact. In this short prequel, he pulls off a daring heist at a museum, stealing a magical artifact for a private collector in a hidden arcane underworld.
The story introduces Rhys's clever, morally gray world of artifact thieves, arcane universities, and supernatural abilities, setting up the series' conflicts before his romance with scholar Daniel Hart begins in the main books. As a novella, it focuses on the thrill of the theft rather than deep character arcs or explicit romance.
","","eng","LFantasia","","","","Stolen","Subgenero · Fantasia urbana, Subgenero · Heist/Atraco, Arquetipo · Bad boy, Tono · Morally grey/Antiheroe, Tono · Oscuro","Fantasía"
"Greymist Fair","Francesca Zappia","English.Fantasy.Portal to Another World, Themes.Creepy Small Town, Themes.Locked Room Mystery, Themes.Reluctant Hero, Themes.Fairy Tale Retelling, Themes.Folk Horror","","1.0","The people of Greymist Fair know that the woods are a dangerous and magical place, and that they should never set foot off the road. But when a young tailor discovers a body on the road, her search for the culprit reveals even more strange and dark happenings around her town. From acclaimed author Francesca Zappia, *Greymist Fair* is a suspenseful and inventive murder-mystery inspired by the lesser-known fairytales of the Brothers Grimm. Greymist Fair will bewitch readers of Rachel Vincent’s *Red Wolf* , Liz Braswell’s *A Twisted Tale* series, and fans of *Into the Woods*.  *Features chapter decorations by the author throughout, as well as a map.* Two roads lead into a dark forest. They meet at Greymist Fair, the village hidden in the trees, a place kept alive by the families that never leave. The people of Greymist Fair know the woods are a dangerous and magical place, and to set foot off the road is to invite trouble.  When Heike, the village’s young tailor, discovers a body on the road, she goes looking for who is responsible. But her quest only leads to more strange happenings around Greymist Fair.  Inspired by the original, bloody, lesser-known fairytales of the Brothers Grimm, acclaimed author Francesca Zappia crafts an enthralling murder-mystery that will keep readers turning the pages. Told from multiple points of view, with each narrative building on the crime discovered by Heike, *Greymist Fair* examines the themes of childhood fears, growing into adult responsibilities, and finding a place to call home amid the trials of life and death.","isbn:9780063161696,goodreads:61361706,grvotes:1709,amazon:0063161699","eng","LFantasia","","","","Greymist Fair","","Fantasía"
"Of Bones and Skulls","Samantha Ziegler","English.Fantasy.High Fantasy, Themes.Witches, Themes.Magic, Themes.Enemies Forced to Work Together, Themes.Slow Burn, Themes.Defective Detective","Black Skull Chronicles","1.0","**A murdered king. A cynical soldier. A witch with a secret.**   When the king of Rhodan is assassinated under supernatural circumstances, Lieutenant Killian Southwick is tasked with bringing the killer to justice. Driven by loyalty and ambition, he’ll do anything to avenge his late king, even if it means teaming up with Elyse Crenshaw.  Elyse is regarded as one of the most powerful witches in the kingdom—and she wants nothing to do with Killian, or anyone for that matter. But when he makes her an compelling offer in exchange for one week’s help with his investigation, she begrudgingly agrees.  After a rocky start, Elyse and Killian learn to work together, but secrets and past tragedies threaten to upend the entire investigation, and their budding romance. From magic potions to talking skulls and everything in between, nothing is as it seems.  Read ***Of Bones and Skulls* **, the thrilling and sexy first installment of the Black Skull Chronicles.","mobi-asin:B0BXJGL9D2,goodreads:123221551,amazon:B0BXJGL9D2,grvotes:389","eng","LFantasia","","","","Of Bones and Skulls: Black Skull Chronicles Book 1","Dinamica · Proximidad forzada, Dinamica · Slow burn, Tono · Picante/Erotico","Romantasy"
"El Ángel Del Caos","Michelle Zink","Español.Fantasía.Fantasía de Época/Histórica, Temas.Profecía, Temas.Hermanos Rivales, Temas.Ángeles, Temas.Portal a Otro Mundo, Temas.Familia Disfuncional","Prophecy of the Sisters","2.0","Tras descubrir que puede reunir el poder necesario para enfrentarse a las fuerzas del mal y con la esperanza de hallar las restantes llaves, Lia decide emprender un largo viaje al encuentro de su destino, «hacia esa oscura y amorfa sombra» que la aguarda. Londres es la ciudad elegida. La acompañará su buena amiga Sonia, quien desempeña también un papel fundamental en la profecía durante tanto tiempo escondida en el Librum Maleficii et Disordinae, el Libro del caos. Ahora, Lia sabe que las páginas perdidas están en algún lugar y que debe descifrar sus palabras para evitar que la profecía se cumpla.","isbn:9788466794053,goodreads:9435620,amazon:8466794050","spa","LFantasia","","","Young Adult, Fantasy.Paranormal","El ángel del caos","Tono · Oscuro, Subgenero · Fantasia urbana","Paranormal"
"El Ritual De Avebury","Michelle Zink","Español.Fantasía.Fantasía de Época/Histórica, Temas.Profecía, Temas.Hermanos Rivales, Temas.Portal a Otro Mundo, Temas.El Elegido","Prophecy of the Sisters","3.0","Lia no puede olvidar las misteriosas palabras de la página final de la profecía, pues recuerdan que aún es posible un futuro en el que las almas no acechen sus sueños y esperanzas. Debe encontrar la piedra escondida por las hermanas de Altus, sus antecesoras, y completar el ritual de Avebury para cerrar la puerta a Samael y liberar a futuras generaciones de hermanas y a la humanidad del oscuro caos que resultaría de su llegada a nuestro mundo. Pero Alice sigue esforzándose por impedir esa liberación y aún no ha encontrado a la cuarta llave. ¿Llegará el día señalado?","isbn:9788466794824,mobi-asin:1f5839ee-0166-4924-86e5-e2c64c1d4570,amazon:8466794824,goodreads:12658723","spa","LFantasia","","","Romance - Fantasía","Prophecy of the Sisters [03.00] - El ritual de Avebury (spa)","Paranormal · Brujas/Magos, Tono · Oscuro","Fantasía"
"The Queenmaker: The Complete Series","Nicole Zoltack","English.Fantasy.High Fantasy / Epic Fantasy, Themes.Chosen One, Themes.Hero’s Journey, Themes.Fairy Tale Retelling","","1.0","A maid who will become more than merely legend... The Queenmaker trilogy is a King Arthur retelling with Arthur as Alena, a maid who can possibly become so much more than she ever dreamed possible. Perfect for fans of The Mists of Avalon, The Selection, and Red Queen.
","amazon:B07M9XYB1S,goodreads:43389632","eng","LFantasia","","","","The Queenmaker Series 1-3","Subgenero · Young adult/Juvenil, Arquetipo · Realeza","Fantasía"
"Breaking In","Nicole Zoltack","English.Fantasy.Urban Fantasy, Themes.Magic, Themes.Forced Proximity, Themes.Ragtag Team, Themes.Reluctant Hero","Magical Prison","1.0","There’s no trial, no evidence, nothing to tie me to the crime of the magical century.  The death of the head master of Magical Hunters Academy.  Did I do it?  Yes.  But the reason why is important, so important my life is in danger.  I have to break into Magical Prison.  Yes, break into.  Because I’m not the one condemned to live the rest of my life there.  My sister is.  So, yes, I’m going to break in. It’s the only way to save her.  The only way to save us both.","amazon:B08DC3ZGKZ,goodreads:54731159,isbn:9798668158126,grvotes:8","eng","LFantasia","","A Mayhem of Magic World Story","","Breaking In: Mayhem of Magic","Ambientacion · Academia magica/Dark academia, Tono · Oscuro","Fantasía"
"Breaking Out","Nicole Zoltack","English.Fantasy.Urban Fantasy, Themes.Magic, Themes.Forced Proximity, Themes.Reluctant Hero","Magical Prison","2.0","It wasn’t easy, but I did it.  I broke into Magical Prison.  Now, I need to get my sister and break us out of here.  Only that proves so much harder than I ever anticipated.  Harder and much more painful.  People are out to get me—guards and outsiders too.  They’re out to get Sophie too.  Breaking out just might spell doom for the Aldercross’ twins.","isbn:9798668158782,grvotes:2,amazon:B08DBZD8YN,goodreads:55148261","eng","LFantasia","","A Mayhem of Magic World Story","","Breaking Out: Mayhem of Magic","Ambientacion · Academia magica/Dark academia, Tono · Oscuro","Fantasía"
"Breaking Even","Nicole Zoltack","English.Fantasy.Urban Fantasy, Themes.Magic, Themes.Revenge, Themes.Found Family","Magical Prison","3.0","Freedom. Glorious freedom!  Sophie and I are no longer stuck in Magical Prison, but that doesn’t mean we’re truly free.  We aren’t safe, and neither is the entire world.  The head master of Magical Hunters Academy’s actions would have caused paranormal creatures to be outed. I couldn’t let that happen because it would cause war.  I never realized that my actions, however, would cause another war, war among the paranormal creatures.  Clearing Sophie’s and my names isn’t my biggest concern after all. Trying to stop the war and surviving is.","amazon:B08B7BCRDW,grvotes:2,goodreads:54847299","eng","LFantasia","","","","Breaking Even: Mayhem of Magic","Ambientacion · Academia magica/Dark academia, Tono · Oscuro","Fantasía"
"Legend","Nicole Zoltack","English.Fantasy.High Fantasy / Epic Fantasy, Themes.Chosen One, Themes.Hero’s Journey, Themes.Prophecy, Themes.Fairy Tale Retelling, Themes.Lost Heir / Secret Royal","Queenmaker","1.0","A maid who will become legend...  Sixteen-year-old Alena longs for a world where peasants, servants, and nobles are all equal. Truly, that will never be possible until the day when she removes a sword from a stone and might have the chance to become queen... if she can rally those same peasants, servants, and nobles behind her.  Legend is a King Arthur retelling with Arthur as Alena, a maid who can possibly become so much more than she ever dreamed possible. Perfect for fans of The Mists of Avalon, The Selection, and Red Queen.","amazon:1727163281,goodreads:43110607,isbn:9781727163285","eng","LFantasia","","","","Legend","Subgenero · Young adult/Juvenil, Arquetipo · Realeza","Fantasía"
"Sortilegio","María Zaragoza","Español.Fantasía.Urban Fantasy, Temas.Magia, Temas.Escuela de Magia, Temas.Heredero Perdido / Realeza Secreta, Temas.Protagonista Amnésico","","1.0","Desde muy pequeña, Circe Darcal ha tenido la capacidad de advertir detalles que pasaban desapercibidos para todo el mundo, aunque nadie se ha tomado ese don muy en serio. Pero eso cambiará cuando Circe abandone su pueblo para iniciar sus estudios en Ochoa, la ciudad donde fueron asesinados sus padres. Allí empezará a conocerse a sí misma y aprenderá que hay secretos que deben ser preservados. Circe no tardará en descubrir cuál es su relación con todos esos secretos y su papel en una trascendental lucha milenaria.","amazon:B0725XXSR3,grvotes:63,goodreads:35481465,isbn:9788445004746","spa","LFantasia","","","Fantástico","Sortilegio","Subgenero · Fantasia urbana","Paranormal"
"Forgotten Conqueror","Za1d3","English.Fantasy.Dark Fantasy, Themes.Revenge, Themes.Antihero, Themes.Metamorphosis / Transformation, Themes.Morally Gray Characters","Forgotten Conqueror","1.0","Powerless and filled with raging anger for half his life, an avenger grasps hold of what was to be his redemption only to find despair and darkness.   His mind lost, his anger went on to bring about the path of carnage. He is, but an inextinguishable flame that threatens to consume everything; all in the name of retribution.  Death was but a moments reprieve for his agony. His rage overflows even after the sweet release.   Unable to be snuffed out by the laws of the world, he is granted life once more In a different era. All those whom his vengeance is focused on, vanished into obscurity with the passage of time.  What does one who has all the power of the world at his finger-tips do, when all the reasons for that power have vanished?","amazon:B0FSKJGG9R,goodreads:35126183,grvotes:99","eng","LFantasia","","","Fantasy & Magic","Forgotten Conqueror","","Fantasía"
"Unearth the Tides","Alissa J. Zavalianos","English.Fantasy.Adventure / Quest Fantasy, Themes.Framed Protagonist, Themes.Found Family, Themes.Forced Proximity, Themes.Slow Burn, Themes.Betrayal, Themes.Fish Out of Water","A Classic Retold","4.0","Beware the Wasteful Tides   Should the Crimson Death Take You  Huxley Krew Gannon III always knew he would be a royal guard; defending the Crown is in his blood. And coming from a long line of Gannons, that means the job is to be taken seriously at all costs.  When tragedy strikes, Huxley is framed for treason, and his only option is to flee to Braka’s most feared The Wasteful Tides.  It’s rumored a monstrous beast haunts those waters, but what Huxley encounters is even an elusive captain, magical herbs, a beautiful lady, and unearthed truths that could change the course of history.  Unearth the Tides is a fantasy retelling of Jules Verne’s 20,000 Leagues Under the Sea . Filled with mystery, found family, and themes of truth and forgiveness, Unearth the Tides is perfect for those who love the coziness of the classics and the thrill of adventure.","goodreads:184302399,amazon:B0CB6PS85K,grvotes:181,mobi-asin:B0CB6PS85K","eng","LFantasia","","","","Unearth the Tides: A Retelling of 20,000 Leagues Under the Sea","Subgenero · Fantasia epica, Tono · Cozy/Ligero","Fantasía"
"The Prisoner of Tardalim","Dan Zangari & Robert Zangari","English.Fantasy.High Fantasy, Themes.Magic, Themes.Mentor / Apprentice, Themes.Quest","","1.0","**From the multi-award winning authors of A Prince's Errand comes an enthralling prequel that expands the world of Kalda.** Tor’s rebellion against the Mindolarn Empire has delivered a crippling blow—the death of Emperor Mentas. Seeking aid from their allies, the Mindolarn Empire turns to the Principality of Soroth and its society of mages, the Sorothian Magical Order. In an effort to aid the empire, the Order’s council mounts an expedition to travel to the nethermost reaches of the world, the Abodine Wasteland. There they must venture to a reliquary hidden deep within crystal ruins left over from a fabled war now almost forgotten. Inside the reliquary, legend says, lie ancient tevisrals—magical objects—that the Mindolarn Empire can use against the Tor rebellion.Among the adventurers heading to the perilous wastes is Amendal Aramien, a conjurer with a quick wit, a keen mind, and a licentious appetite. Forced into this expedition, Amendal begrudgingly enters the depths of the reliquary. What he unearths will forever change his life and set the stage for the return of a Dark God.The Prisoner of Tardalim is the first prequel novel of TALES OF THE AMULET, a bold epic as detailed as it is entertaining. **TALES OF THE AMULET** Several millennia ago a war raged between the factions of dragonkind. With their world ravaged, the Kaldean Alliance forged the Amulet of Draconic Control and the Tethering Stone, and banished their foes to other realms, saving Kalda from utter destruction. Fearing the power of the Amulet, the survivors secreted it away. But now knowledge of the Amulet has resurfaced—and in the wrong hands, war could erupt anew. **An ancient war was won by a simple amulet. It brought peace, but in the wrong hands it could spell a doom the likes of which no world has ever seen.May the Crimson Eye remain hidden for all time.** Also available in hardcover, paperback, and audiobook.Other books published by LOK Publishing **TALES OF THE AMULET** A Prince's Errand, Book One of Tales of the AmuletThe Dark Necromancer, Book Two of Tales of the AmuletCompanion StoriesA Thief's Way, Companion Story OneThe Last Barsionist, Companion Story TwoPrequel NovelsThe Prisoner of Tardalim, Prequel Novel One **UNTOLD TALES OF KALDA** Defender of StoneConspiracy in KildathThieves Among NoblesSorter of MagesThe Price of Penitence","grvotes:64,goodreads:58218869,amazon:B08ZN4TDGP,isbn:9781947673175,mobi-asin:B08ZN4TDGP","eng","LFantasia","","Tales of the Amulet","","The Prisoner of Tardalim (Tales of the Amulet)","Subgenero · Fantasia epica","Fantasía"
"Bastards of Liberty","Matthew Zorich","English.Fantasy.Grimdark, Themes.Ragtag Team, Themes.Revenge, Themes.Rival Siblings, Themes.Morally Gray Characters","The Conspiracy of Crows","1.0","In the heart of the Holy Imperium, a family's lives are shattered. Runt Ashburn, the youngest of three siblings, journeys to seek his father needing answers. His sister Alsyha, now an indentured servant to blacksmiths, plots her escape and revenge. At the same time, the oldest, Ashburn Benjamin, juggles the life of a soldier and the pressure of a father who's the General of an army. Political forces twist around the three siblings. Could one of their deaths lead to a revolution?  Bastards of Liberty features a gritty adventure and deep world-building in an alternative America where orcs, elves, and dwarves strive to gain the same rights as their human counterparts as they struggle under the yoke of a newly formed royal government.","grvotes:31,amazon:B0BSTMYC84,goodreads:122991347,mobi-asin:B0BSTMYC84","eng","LFantasia","","","","Bastards of Liberty","","Fantasía"
"First Strike","Craig Zerf","English.Fantasy.Mythological Fantasy, Themes.Mythology, Themes.Quest, Themes.Gods, Themes.Reluctant Hero","Hammer of the Gods","1.0","**They are here to destroy us, and the countdown has begun…** Prepare for a mind-bending journey in this electrifying LitRPG adventure, where Earth's very existence hangs by a thread! **They came to obliterate us, defying the System's sacred rules.** Our world teeters on the brink of annihilation. But when the chips are down, the elder gods of the Norse pantheon step in to guide humanity through the chaos.Meet Liam Ford, the Chosen One, an ex-army Ranger, empowered by divine knowledge and strength to become the **Hammer of the Gods**.Join the Hammer of the Gods and a group of survivors as they embark on a harrowing journey to save humanity from the brink of extinction. **The System grants humankind the incredible ability to unlock the interdimensional accords, allowing you to level up, acquire new skills, and wield potent magic!** But beware, not all gods are on our side! Loki, the mischievous deity of trickery, has sided with the Drauger in an unholy alliance. Will Liam Ford have what it takes to prevent the apocalypse and save humanity from certain doom?Dive into a heart-pounding, high-stakes tale of epic battles, godly intervention, and the fate of our world in the balance. Hammer of the First Strike is a thrilling rollercoaster that will leave you on the edge of your seat!Get your copy now and be part of the adventure that will keep you hooked from start to finish! Don't miss out - save Earth and experience the **LitRPG sensation of the year!**","goodreads:201998656,amazon:B0CN52DJTY,mobi-asin:B0CN52DJTY,grvotes:28","eng","LFantasia","","","","Hammer of the Gods Book 1 – First Strike: A LitRPG Post Apocalyptic Earth Adventure","Subgenero · LitRPG/GameLit","Fantasía"
"The Unmaking of June Farrow","Adrienne Young","English.Fantasy.Portal to Another World, Themes.Portal to Another World, Themes.Generational Curse, Themes.Time Travel, Themes.Star-Crossed Lovers, Themes.Dysfunctional Family","","1.0","A GOOD HOUSEKEEPING AND SHE READS BEST BOOK OF THE YEARIn the small mountain town of Jasper, North Carolina, June Farrow is waiting for fate to find her. The Farrow women are known for their thriving flower farm—and the mysterious curse that has plagued their family line. The whole town remembers the madness that led to Susanna Farrow’s disappearance, leaving June to be raised by her grandmother and haunted by rumors. It’s been a year since June started seeing and hearing things that weren’t there. Faint wind chimes, a voice calling her name, and a mysterious door appearing out of nowhere—the signs of what June always knew was coming. But June is determined to end the curse once and for all, even if she must sacrifice finding love and having a family of her own. After her grandmother’s death, June discovers a series of cryptic clues regarding her mother’s decades-old disappearance, except they only lead to more questions. But could the door she once assumed was a hallucination be the answer she’s been searching for? The next time it appears, June realizes she can touch it and walk past the threshold. And when she does, she embarks on a journey that will not only change both the past and the future, but also uncover the lingering mysteries of her small town and entangle her heart in an epic star-crossed love. With The Unmaking of June Farrow, Adrienne Young delivers a brilliant novel of romance, mystery, and a touch of the impossible—a story you will never forget.
","goodreads:100183621,google:Pf2fEAAAQBAJ,ff:y/adrienne-young/unmaking-of-june-farrow,amazon:B0BP67CX8Y,isbn:9780593598689","eng","LFantasia","","","Fantasy, Historical, Magical Realism, Crime & Mystery","The Unmaking of June Farrow","","Fantasía"
"The Bright and the Blue","Amy Yorke","English.Fantasy.Contemporary Fantasy / Cozy Fantasy, Themes.Small Town Romance, Themes.Found Family, Themes.Escape from the Big City, Themes.Grumpy / Sunshine, Themes.Magic Has a Price","The Wilderise Tales","2.0","Rinka is done with the city. She’s done with the job she’s always hated, she’s done with the never-ending rent increases, and most of all, she’s done with her big dreams. Isn’t it time for her to listen to her mother and settle for less?  But when she packs up her life to join her friend Alison in the country, she’s not the only one new in town. The king is coming, and he’s bringing the entire court and a retinue of dwarven industrialists bent on turning Rinka and Alison’s new home into the next great center of commerce.  The only problem? Their town will be at the bottom of a lake.  To save the town from its watery fate, they’ll have to find a way to change the hearts and minds of the nobles who would see it in ruins. As Rinka infiltrates their ranks, she finds herself caught up in the glamorous world she’s always dreamed of. And things only get more complicated when she falls for one of their members.  With Alison's newfound magical abilities and an unlikely band of allies at their side, Rinka and Alison must find a way to preserve the land they love while navigating their most dangerous challenge a summer at court.  **Return to the kingdom of Wilderise in *The Bright and the Blue,* the second novel in the Wilderise Tales, coming this summer.**","isbn:9798989873920,amazon:B0CTPYT2TH,goodreads:206565300","eng","LFantasia","","","","The Bright and the Blue: A Cozy Romantic Fantasy Novel","Ambientacion · Corte/Intriga palaciega","Romantasy"
"Vampire Abduction","D. C. Young","English.Fantasy.Urban Fantasy, Themes.Vampires","The Chronicles of the Immortal Council","1.0","**When a young vampire, Alexei Romanov, is abducted by a deranged lunatic, the members of Immortal Council are forced to reveal their existence to Samantha Moon.**  
The grief of losing one of their own members, coupled with their frustration at the careless behavior of new immortals, forces Julia Agrippina to employ Samantha Moon to find out who took Alexei, find him, and bring him home safely.   
Sam quickly discovers it’s an offer she can’t refuse.   
It seems the Council have been very active in the background of Los Angeles, ensuring locals don’t find out too much about the various creatures of the night that live and hunt among them...   
But the time to pay for their services has arrived.   
Sam teams up with a prolific vampire hunter to locate the boy, and the two investigators are soon hot on the trail... and soon uncover the profound, sinister reason behind Alexei’s abduction.   
Samantha Moon and company must stop a madman hellbent on total destruction.   
But are they too late?   
**Click BUY NOW or READ FOR FREE to begin the “Chronicles of the Immortal Council” series of supernatural mysteries today! A Samantha Moon side series!**
","amazon:B07RQ9M3S1,grvotes:128,goodreads:45716170","eng","LFantasia","","","","J.R. Rain's Vampire for Hire World: Vampire Abduction","Paranormal · Vampiros, Subgenero · Policiaco/Detective, Tono · Oscuro","Misterio·Thriller·Terror"
"The Transfigured Hart","Jane Yolen","English.Fantasy.Contemporary Fantasy, Themes.Magic","","1.0","Is what Richard saw in the woods really a unicorn?  Heather and Richard have little in common. A voracious reader growing up in a large house filled with books, Richard is a sickly child that spends most of his time alone or surrounded by adults. Heather is comfortable in a crowd, but nonetheless sneaks away on her appaloosa pony for lone adventures in woods.  One evening after dinner, Richard spies a strange, white deer in the fading light of the woods. It leaps away into the thick brush, but Richard is certain of what he’s seen: a unicorn. And Heather—out for a ride on her pony—has also spotted the unusual hart.  When Heather and Richard meet, they cannot agree on what they’ve encountered, and they definitely do not want to share their secret. But they will soon discover that their mutual help is indeed much-needed.  Beloved, award-winning author Jane Yolen has created a magical tale of coming of age yet still believing in the seemingly impossible. The Transfigured Hart bounds into the wonderful in-between world where adults rediscover childhood wonder, and children can enjoy the fantastic tale right along with them.","amazon:B079YTVDKL,goodreads:39297255","eng","LFantasia","","","","The Transfigured Hart","Subgenero · Young adult/Juvenil, Tono · Cozy/Ligero, Tono · Sin escenas/Sweet","Fantasía"
"Bright Blaze of Magic","Jennifer Estep","Fantasy, Young Adult, Urban Fantasy, Paranormal, Romance, Magic, Fiction, supernatural, Young Adult Fantasy","Black Blade","3.0","**Bad Things Always Come In Threes…** As a thief, I'm good at three things: hiding in the shadows, getting in and out unseen, and uncovering secrets. I put these skills to work for the Sinclair Family, one of the magical mobs that run the tourist town of Cloudburst Falls.  Everyone knows Victor Draconi wants to take over all the other Families--and kill every last Sinclair. What they don't know is that I'm on to him, and no way will I let the man who murdered my mom get away with hurting all the other people I care about. Especially when I've got places to break into, stuff to steal, and Devon Sinclair fighting right by my side…","goodreads:25923471,isbn:9781617738289,mobi-asin:B0138NHG02","eng","LFantasia","","","","Bright Blaze of Magic (Black Blade)","Subgenero · Fantasia urbana, Tono · Oscuro","Fantasía"
"Dark Heart of Magic","Jennifer Estep","Fantasy, Young Adult, Urban Fantasy, Paranormal, Romance, Magic, Mystery, supernatural, Young Adult Fantasy","Black Blade","2.0","""Jennifer Estep is a genius!"" --Simply Nerdy  **Something Wicked This Way Comes . . .** As a thief, I stick to the shadows as much as possible. But when the head of the Sinclair Family picks me to compete in the Tournament of Blades, there's no escaping the spotlight--or the danger.  Even though he's my competition, Devon Sinclair thinks I have the best shot at winning what's supposed to be a friendly contest. But when the competitors start having mysterious ""accidents,"" it looks like someone will do anything to win--no matter who they hurt.  As if I didn't have enough to worry about, mobster Victor Draconi is plotting against Devon and the rest of my friends, and someone's going around Cloudburst Falls murdering monsters. One thing's for sure. Sometimes, humans can be more monstrous than anything else...","goodreads:24402674,isbn:9781617738265,mobi-asin:B00TE7O9AC","eng","LFantasia","","","","Dark Heart of Magic (Black Blade)","Subgenero · Fantasia urbana","Paranormal"
"Ink and Bone","Rachel Caine","English.Science Fiction.Dystopia, Themes.Fish Out of Water, Themes.Ragtag Team, Themes.Reluctant Hero, Themes.Betrayal, Themes.Found Family","The Great Library","1.0","In this exhilarating series, New York Times bestselling author Rachel Caine rewrites history, creating a dangerous world where the Great Library of Alexandria has survived the test of time.  Ruthless and supremely powerful, the Great Library is now a presence in every major city, governing the flow of knowledge to the masses. Alchemy allows the Library to deliver the content of the greatest works of history instantlybut the personal ownership of books is expressly forbidden.  Jess Brightwell believes in the value of the Library, but the majority of his knowledge comes from illegal books obtained by his family. Jess has been sent to be his family’s spy, but his loyalties are tested in the final months of his training to enter the Library’s service.  When his friend inadvertently commits heresy by creating a device that could change the world, Jess discovers that those who control the Great Library believe knowledge is more valuable than any human lifeand soon both heretics and books will burn....","isbn:9780698180819,amazon:B00OQS4BQQ,goodreads:20643052,ff:c/rachel-caine/ink-and-bone","eng","LFantasia","","","English.Fantasy.Low Fantasy, English.Science Fiction.Dystopian Fiction, English.Fiction.Coming-of-Age Fiction, Themes.Magical/Supernatural Academy, Themes.Individual vs Society, Themes.Identity and Belonging","Ink and Bone","Subgenero · Distopia/Apocaliptico","Ciencia Ficción"
