title,authors,comments,tags,languages,library_name,series,series_index,#language_code,#info,#world,#clasificacion,#subtitle,#subjects,#libreria,#confianza_ia,#motivo_ia,#serie_ia,#serie_ia_index
"La reina del deseo","Noelia Amarillo","Karol se prometió a sí mismo no volver a amar, no volver a necesitar a nadie y no volver a recordar el pasado. Ha pasado tres años cumpliendo a estas premisas, su cordura dependía de ellas. Hasta ahora. Laura, la ladrona que le vuelve loco está empeñada en demostrarle que el placer, con ella, va más allá del simple éxtasis pues se adentra en el amor. Y por si eso no fuera suficiente para acabar con su paz mental, Tuomas, su antiguo, confidente más querido y la persona que le traicionó más allá de lo soportable ha regresado de nuevo a su vida. Y parece dispuesto a quedarse. Adéntrate en el Templo del Deseo, aprende los secretos del placer, descubre hasta dónde te atreves a llegar.","Dinamica · Why choose / Haren inverso, Tono · Final feliz/HEA, Tono · Picante/Erotico","spa","LRomance","Crónicas del Templo","4.0","spa","","","Tono · Picante/Erotico, Tono · Angst/Drama emocional, Dinamica · Segunda oportunidad","","","Romance contemporáneo","95","Karol debe demostrar su amor; drama emocional en contexto erótico realista.","Templo del Deseo","1.0"
"La magia del deseo","Noelia Amarillo","Laura ha conseguido su propósito, ha destruido todas las defensas y murallas con las que se protegía Karol y le ha robado el corazón. Ahora Karol tiene que demostrarle que es el hombre adecuado para ella. Y mientras Karol está ocupado en trazar planes para convencer a su ladrona hasta qué punto es perfecto para ella, Tuomas se siente cada vez más perdido. Está abatido por los remordimientos y la mala conciencia. Necesita pagar por todo lo que hizo, por todos los pecados que cometió. Con Silvia encuentra la mejor manera de pagar: mediante la humillación y el sometimiento.","Dinamica · Why choose / Haren inverso, Tono · Final feliz/HEA, Tono · Picante/Erotico","spa","LRomance","Crónicas del Templo","5.0","spa","","","Tono · Picante/Erotico, Tono · Oscuro, Dinamica · Obsesion/Stalker","","","Romance contemporáneo","95","Continúa la serie erótica con elementos de dominación y redención. Sin fantasía.","Templo del Deseo","1.0"
"La mirada del Amor: 12 relatos románticos para soñar y un poema para sonreír","Noelia Amarillo & Diana Azpiri & Lorena Azpiri & Pilar Cabero & Anna Casanovas & Arlette Geneve & Mercedes Guerrero & Nieves Hidalgo & Ana Iturgaiz & Nalini Singh & Gema Samaro & Susan Wiggs","En La mirada del amor puedes encontrar relatos de Noelia Amarillo (La voz), Diana y Lorena Azpiri (La Torre), Anna Casanovas (4 horizontal: Roma al revés). Arlette Geneve (Bajo el cielo de París), Mercedes Guerrero (El pasado casi nunca muere), Nieves Hidalgo (Dime si fue un engaño), Ana Ituzgaiz (Tan lejos, tan cerca y Recuerdos olvidados), Gema Samaro (No te olvides de volver), Nalini Singh (La primera caníbal), Susana Wiggs (La novia prestada) y Pilar Cabero con Desde la biblioteca y El ladrón.
","Dinamica · Amor a primera vista, Dinamica · Slow burn, Genero · Romance contemporaneo, Tono · Final feliz/HEA","spa","LRomance","","1.0","spa","","","Dinamica · Slow burn, Dinamica · Amor a primera vista","","","Romance contemporáneo","30","Antología de relatos de múltiples autores, sinopsis insuficiente para determinar género de cada relato. Se necesita revisar contenido específico.","",""
"El corazón de una estrella","Noelia Amarillo","**Sirius, el astro más brillante** (y caprichoso y altanero) del firmamento, está hasta las mismísimas narices de que todo el mundo lo recuerde como «la estrella de Oriente que guio a los Reyes Magos». Por tanto, decide tomar **forma humana** , bajar a la tierra y convertirse en un agorero que vaticina catástrofes con el fin de recuperar su reputación de estrella feroz y malvada. Pero nada es tan fácil como parece. Los humanos le han perdido el respeto (también el miedo), no le hacen caso e incluso ¡le atacan con un paraguas sin que él haya hecho nada para merecerlo! Así que no le queda más remedio que **buscarse una ayudante que pronostique sus catástrofes. Y, ¿quién mejor que Deneb?, una rubia explosiva** que finge ser tonta pero que en realidad resulta ser muy pero que muy lista. Ella, supuestamente, le ayudará a recuperar su estatus de «estrella malvada». Juntos recorrerán Madrid en Navidad, a la caza y captura de una desgracia para vaticinar… O al menos lo intentarán, porque la aparición de un sentimiento inesperado dará al traste con sus planes. Y es que **no resulta fácil ser una estrella malvada cuando se está enamorado.**","Ambientacion · Portal a otro mundo/Isekai, Dinamica · Grumpy/Sunshine, Genero · Romance, Tono · Cozy/Ligero, Tono · Final feliz/HEA","spa","LRomance","","1.0","spa","","","Tono · Cozy/Ligero, Ambientacion · Navideno/Festivo, Dinamica · Grumpy/Sunshine","","","Paranormal","90","Una estrella toma forma humana en Madrid contemporáneo. Romance central con elemento sobrenatural insertado en la Tierra.","",""
"No Lo Llames Amor","Noelia Amarillo","La convivencia no es fácil en una comunidad de vecinos. En la mía hay malentendidos, vecinos cotillas, niños ruidosos, ancianas de rígidas tradiciones, mujeres de disipadas costumbres (por lo visto, una de esas soy yo), divorciadas rompepelotas, apuestos metrosexuales y, aunque te cueste creerlo, hasta un par de personas que están en sus cabales. Bueno, más o menos...  En medio de esa fauna urbana habito yo. Y vivo, mejor dicho, vivía, muy tranquila, hasta que me he vuelto loca por un nuevo vecino... Es un hombre solitario, de mirada taciturna y labios golosos que se ha instalado en el edifi cio hace un par de meses con su abuela, que, por cierto, es mi enemiga acérrima. ¡Estoy pensando en liarme con él solo para molestarla!  Aunque claro, el que cada vez que lo veo me muera por besarlo es un plus. Y si esto no fuera suficiente para alterar mi (escasa) paz mental, ahora también tenemos a un macabro bromista que se dedica a dejarnos regalitos en los descansillos de la escalera. ¡Espera a que lo pille!","Ambientacion · Small town, Dinamica · Enemigos a amantes, Tono · Cozy/Ligero, Tono · Final feliz/HEA, Tono · Picante/Erotico","spa","LRomance","No lo llames","1.0","spa","","","Dinamica · Enemigos a amantes, Dinamica · Proximidad forzada, Tono · Picante/Erotico","","","Romance contemporáneo","95","Vecinos enemigos con atracción; misterio de un bromista. Sin elemento mágico.","No Lo Llames","1.0"
"No Lo Llames Pasión","Noelia Amarillo","Yo era una mujer felizmente casada, con dos hijas maravillosas y un marido estupendo. O eso creía. Porque hace seis años descubrí que me estaba poniendo los cuernos. Pero, ojo, no unos cuernos pequeñitos y disimulados, no. Unos que envidiarían incluso los miuras de pura raza. Grandes, voluminosos y afilados. De esos que todo el mundo ve menos la interesada, que, en este caso, era yo. Así que dejé de estar felizmente casada. Me divorcié, me compré un piso tan lóbrego como mi alma y me mudé a él con mis hijas.  Comencé una nueva vida, conocí a nuevos amigos y poco a poco el rencor que sentía hacia el género masculino de mi especie fue desapareciendo. La cuestión es que estaba muy cómoda con mi nueva vida repartida entre mi trabajo, mi familia y mis amigas. Hasta que, de repente, llegaron ellos. Sí, dos a falta de uno. Y radicalmente distintos el uno del otro. Al principio no es que me hiciera mucha ilusión despertar su interés, pero qué queréis que os diga, seis años practicando sexo única y exclusivamente conmigo misma son demasiados años. Así que me estoy planteando tener un affaire. Bueno, dos en realidad.","Ambientacion · Small town, Dinamica · Enemigos a amantes, Tono · Cozy/Ligero, Tono · Final feliz/HEA, Tono · Picante/Erotico","spa","LRomance","No lo llames","2.0","spa","","","Dinamica · Why choose / Haren inverso, Tono · Picante/Erotico, Dinamica · Segunda oportunidad","","","Romance contemporáneo","95","Mujer divorciada con dos pretendientes; romance central y erótico.","No Lo Llames","1.0"
"No Lo Llames Deseo","Noelia Amarillo","El amor no es tan maravilloso como lo pintan. El amor es deseo, caricias y risas, pero también traición y dolor. Es agonizar hasta desaparecer, hasta darte cuenta de que no eres capaz de reconocerte ante el espejo. He amado con locura. Por amor he soportado mucho más de lo soportable, he llorado y he sangrado. Me he roto en pedazos y he tardado meses en volver a ser poco más que una sombra del hombre que era. Así que no pienso caer en el mismo error. Porque amar es un enorme y terrible error.  Y no me importa si ella es dulce, divertida y leal. Si me descubre su corazón en cada sonrisa. No importa que me falte el aire cuando ella no está a mi lado. No voy a cometer el error de enamorarme de ella. Porque el amor duele, desgarra, exige y, al final, mata. Y yo no sé si podré resurgir de mis cenizas de nuevo.","Ambientacion · Small town, Dinamica · Enemigos a amantes, Tono · Cozy/Ligero, Tono · Final feliz/HEA, Tono · Picante/Erotico","spa","LRomance","No lo llames","3.0","spa","","","Tono · Angst/Drama emocional, Dinamica · Amor no correspondido/Pining","","","Romance contemporáneo","95","Hombre huyendo del amor por miedo al dolor. Todo realista.","No Lo Llames","1.0"
"No lo llames sexo… ¿O sí?","Noelia Amarillo","Me gusta el sexo. Mucho. Pero no por el éxtasis que conlleva, o al menos no solo por eso, sino porque cuando estoy perdido entre el placer, el deseo y la necesidad es el único momento en que puedo dejar de pensar en lo que hice. En el daño que provoqué. En el precio que me tocará pagar cuando me atrapen. Porque tengo claro que va a ser así. No puedo escapar. No sé cómo hacerlo. Llevaba huyendo tanto tiempo que ya ni siquiera sabía cuál era mi lugar en el mundo, hasta que di con Calix e Iskra. Y los deseé con locura. Tanto que me volví descuidado y olvidé fortificar mi corazón. Pero no fueron ellos los que se colaron en él a través de las grietas que se abrieron, sino la Reina del Infierno. Y la deseo mucho más de lo que sería prudente.","Ambientacion · Small town, Dinamica · Enemigos a amantes, Tono · Cozy/Ligero, Tono · Final feliz/HEA, Tono · Picante/Erotico","spa","LRomance","No lo llames","4.0","spa","","","Tono · Picante/Erotico, Tono · Oscuro","","","Paranormal","85","Mención a 'Reina del Infierno' y personajes de la serie Plaza de la Paja, que incluye hados y elementos sobrenaturales en un entorno contemporáneo. Probable universo compartido con [13].","Plaza de la Paja","1.0"
"Llámalo tú y yo","Noelia Amarillo","Es el último día del año y nuestros amigos de la Plaza de la Paja están revolucionados. Porque van a celebrar, en casa de Gala y Rodrigo, una gran cena a la que están todos invitados, y claro, organizarla no es lo que se dice sencillo. Porque esta cena será la primera reunión cuasi familiar de Uriel tras años huyendo, y la verdad, no le hace mucha gracia. Porque Cruz va a recibir una llamada que puede hacer realidad un sueño. Porque Calix e Iskra no pueden dejar de pensar en una revelación que, de ser positiva, les va a cambiar la vida. Y mientras todos tienen la cabeza en mil preocupaciones, dos adolescentes enamorados están planeando hacer algo muy especial en esta primera Nochevieja que sus padres los dejan salir. Aunque ese algo tan especial se les está complicando bastante. Mucho. Muchísimo. Tanto que, quizás, les sea imposible llevarlo a cabo. Menos mal que tienen un Hado Padrino que, tal vez, pueda echarles una mano. O dos.","Ambientacion · Small town, Dinamica · Enemigos a amantes, Tono · Cozy/Ligero, Tono · Final feliz/HEA, Tono · Picante/Erotico","spa","LRomance","No lo llames","5.0","spa","","","Ambientacion · Navideno/Festivo, Tono · Cozy/Ligero","","","Paranormal","90","Cena de Nochevieja con un hado padrino (ser mágico) en un vecindario contemporáneo. Romance central con elemento sobrenatural insertado.","Plaza de la Paja","1.0"
"Quédate a Mi Lado","Noelia Amarillo","En una ciudad en la que puedes tocar el cielo o caer en el infierno, invisible para aquellos que lo rodean, Jared camina sin rumbo por sus calles, buscando un futuro mejor que el presente en que está inmerso. Su deambular le lleva hasta una pequeña tienda regentada por Dolores y su nieta, Nuria. Allí, la afable anciana le dará la oportunidad de cambiar su presente, aún en contra de los deseos de su desconfiada nieta.  Bajo la desamparada apariencia de Jared, Nuria descubrirá a un hombre valiente que conquistará su corazón, aunque sin pretenderlo y que, asustado por la pasión que siente por ella, intentará por todos los medios ocultársela. Al fin y al cabo, no tiene nada que ofrecer, él solo es un ""sin techo"" más.  Pero Nuria no es una jovencita soñadora e insegura, sabe lo que quiere, y está dispuesta a luchar por conseguirlo. Utilizará todas las armas a su alcance para vencer los recelos de Jared, y la pasión, será una de ellas. Si la pasión llama a tu puerta, ¿te atreverías a rechazarla?","Arquetipo · Billonario/CEO, Dinamica · Familia encontrada, Dinamica · Ricos y pobres, Dinamica · Segunda oportunidad, Genero · Romance contemporaneo, Tono · Picante/Erotico","spa","LRomance","","1.0","spa","","","Dinamica · Proximidad forzada, Tono · Cozy/Ligero","","","Romance contemporáneo","95","Romance contemporáneo ambientado en ciudad actual, sin elementos fantásticos. Relación entre dueña de tienda y hombre sin techo.","",""
"Los Secretos De Tu Cuerpo","Noelia Amarillo","**Una novela romántico-erótica que pone especial atención al miedo a enfrentarse al abandono o a no ser querido.**  
**Julio no está pasando por su mejor momento.** Su mujer le ha pedido el divorcio y a él se le ha caído el mundo encima, no por el hecho de que se les haya acabado el amor ―hace años de eso―, sino por todo lo que conlleva: tres días a la semana deberá hacerse cargo, él solito, sin ayuda de nadie, de sus hijas y de su hermano, un adolescente insoportable. Y, precisamente, no es que los conozca demasiado bien ―más bien nada― o sepa cómo interactuar con ellos. Al fin y al cabo, siempre ha trabajado muchas horas y apenas estaba en casa, lo que hasta el momento le había venido de maravilla para evitar a su familia.  
**Mor es la buena amiga a la que todos acuden cuando están mal, pero a la que olvidan cuando todo va bien** ; a la que siempre ven como compañera y jamás como posible amante. Es amable, alegre y positiva, y sabe ver el lado bueno de las cosas, incluso de un hombre que no tiene ni idea de ser padre ni hermano. Su pasión son los niños con los que trabaja en Intervenciones Terapéuticas Asistidas con Caballos. Y está harta de ser invisible.  
**¿Qué ocurrirá cuando los caminos de Julio y Mor se acaben cruzando?**  

","Dinamica · Padre/Madre soltero/a, Dinamica · Proximidad forzada, Dinamica · Segunda oportunidad, Genero · Romance contemporaneo, Tono · Familia disfuncional, Tono · Picante/Erotico","spa","LRomance","Tres Hermanas","1.0","spa","","","Dinamica · Padre/Madre soltero/a, Dinamica · Amigos a amantes, Tono · Angst/Drama emocional","","","Romance contemporáneo","95","Julio, padre divorciado, y Mor, la amiga invisible. Romance central sin sobrenatural.","",""
"Don't Call Me Daddy","Jeré Anthony","**My family was never supposed to meet my fake fiancee.** Except she just walked into my hospital room, looking just as surprised as I am.  All because of one white lie. They think we’ve been together for a year, but I only met her last night.  I panicked after my father didn’t name me as the next CEO of our family’s billion-dollar company. His reasoning was that “I care *too* much about work”. In fact, the whole small town we live in thinks I’m too rigid and too serious.  I just need to convince everyone I can loosen up and enjoy myself.  They might believe the lie, but I know what happens when I get distracted.  Besides, Ivy is too young for me and too bright & optimistic about the world.  It’s only supposed to be for a month. She’ll live with me and I’ll put up with her teasing.  I can’t let myself fall in love with my fiancee no matter how tempting her smart mouth...  But when she calls me “Daddy”, I know I’m ruined for anyone else.  **Don't Call Me Daddy is a laugh-out-loud, scorching hot romantic comedy set in a small town in the Appalachian Mountains and is the first in a brand new series following the five Kingsley brothers.** **   • Small Town in the Appalachian Mountains   • Grumpy Billionaire CEO   • Age/Gap   • Fake Engagement   • Daddy Dom/Brat Vibes   • Grumpy/Sunshine   • Checklist Adventure   • Annoyances to Lovers **","Ambientacion · Small town, Arquetipo · Billonario/CEO, Dinamica · Age gap, Dinamica · Grumpy/Sunshine, Dinamica · Matrimonio fingido/conveniencia, Genero · Romance contemporaneo, Tono · Cozy/Ligero, Tono · Picante/Erotico","eng","LRomance","Ashford Falls","1.0","eng","","","Dinamica · Matrimonio fingido/conveniencia, Dinamica · Grumpy/Sunshine, Ambientacion · Small town, Dinamica · Age gap","","","Romance contemporáneo","95","Novio falso, pueblo pequeno, gruñon vs optimista, diferencia de edad, comedia romantica contemporanea.","Kingsley Brothers","1.0"
"Ugly Girl","Sheridan Anne","Slade Cruz is a d*@k.  He’s intimidating, sexy as sin, and unpredictably wild. His eyes draw me in while his vicious smirk screams at me to run and never look back. I’m a toy to him, a pawn to use in his devilish games.  I’ve already suffered through hell and back and if it’s games he wants then it’s games he’ll get, but he should be warned, this time it’s my turn to play the lead.  This time, I get to be the devil.  Aston Creek High was supposed to be my fresh start. This was my one shot at freedom, but he had other plans for me. Slade Cruz was never a part of my plan, but he sure as hell made me part of his. I thought I was through with fighting to survive, but it seems as though the games have only just begun.  Give it your best shot, Slade. I’m ready.","Arquetipo · Universitario/New adult, Dinamica · De odio a amor/Bully, Dinamica · Enemigos a amantes, Tono · Morally grey/Antiheroe, Tono · Narrador poco fiable","eng","LRomance","Aston Creek High","1.0","eng","","","Arquetipo · Universitario/New adult, Dinamica · De odio a amor/Bully, Arquetipo · Bad boy, Tono · Oscuro","","","Romance contemporáneo","95","Instituto, maton, protagonista fuerte, tono oscuro, contemporaneo.","",""
"Never Gonna Happen","Sheridan Anne","LOGAN   Who would have thought breaking your dick would be so much fun?   I walked into the physio’s office, hobbling like a fool, and the last thing I expected to see was her.   She was going to be mine come hell or high water.   The only problem is, she’s got the weight of the world resting on her feisty shoulders, and she’s not the kind of woman to fall for my usual tricks.   Elle is gonna make me work for it, and I’ve never been so ready.  ELLE   What do you do when the captain of the Colorado Thunder ice hockey team sets his sights on you?   You run for the hills and hope he trips and falls into someone else’s vagi . . . love muffin.   Logan Waters is the bane of my existence. He’s gorgeous and has me ready to risk it all.   Shit. That was cheesy, wasn’t it? Let me try that again . . .   Ahem . . . *clears throat*   Logan Waters can kiss my ass.   Me and him . . . It’s never gonna happen.   Never Gonna Happen is a New Adult, Sports Romance with a HEA.   CONTENT Explicit sexual content, rape, drug abuse, death, and heavy coarse language.","Arquetipo · Deportistas, Arquetipo · Universitario/New adult, Dinamica · Grumpy/Sunshine, Dinamica · Romance de oficina, Genero · Romance contemporaneo, Tono · Picante/Erotico","eng","LRomance","Denver Royalty","1.0","eng","","","Arquetipo · Deportistas, Dinamica · Proximidad forzada, Arquetipo · Medico/Hospital","","","Romance contemporáneo","95","Capitan de hockey, fisioterapeuta, tension, contemporaneo.","",""
"Fresh Temptation","Reeni Austin","Victor Barboza is a man who has everything but a good woman.  Cara Green has a young son, three part-time jobs, and a few extra pounds.  Their worlds collide as Cara serves Victor at an upscale party in Manhattan, upsetting Victor's ex-fiancee, Alexis, in the process.  Victor pursues Cara, but Cara is not sure of his intentions: Is he using her to make Alexis jealous? Does he just want her for sex? Or is love Victor's true aim?","Ambientacion · Small town, Dinamica · Grumpy/Sunshine, Dinamica · Padre/Madre soltero/a, Dinamica · Ricos y pobres, Genero · Romance contemporaneo, Tono · Final feliz/HEA, Tono · Picante/Erotico","eng","LRomance","Barboza Brothers","1.0","eng","","","Dinamica · Padre/Madre soltero/a, Arquetipo · Billonario/CEO","","","Romance contemporáneo","100","Hombre adinerado persigue a madre soltera, romance contemporáneo.","",""
"She Took My Heart and Went Crazy","A'zayler","Tall, dark, and... Killian would have liked to say handsome, but that would be a lie. In its place, he could add paid, successful, well-dressed... maybe even a good man, but definitely nothing that would accentuate his good looks. That was the one thing he just didn't have. Well, not personally anyway.  Thanks to his thriving career as a fitness trainer, he's surrounded by women every day. They just don't belong to him, and honestly, he's okay with that. After continuously being turned down, looked over, and frowned upon, Killian has chosen to block off the avenue to his heart until the right woman can find him. He is done looking for love, so if a female wants to pursue anything serious, they would have to approach him first.  Had he known the beautiful young, vibrant, East, would be that person, he would have run for the hills. Just as crazy, just as mean, and just as guarded as Killian, East quickly becomes the challenge he's been avoiding. However, unlike Killian, East is ready for love. One bad relationship after the next, her heart should be too damaged to mend, but not for Killian.  A self-made broken-hearted guru, Killian is the man for the job. A small skill he's acquired after stitching the pieces of his own heart back together too many times before. Though East is ready for happiness and open to loving Killian, she's no easy target. With a horrible attitude and a terribly rude mouth, Killian isn't the easiest person to get along with, unless you're a self-assured spitfire named East.  Take a chance and fall in love with another one of A'zayler's page turning romances. Killian and East are a love story for the ages.","Arquetipo · Mafia, Dinamica · Enemigos a amantes, Dinamica · Grumpy/Sunshine, Genero · Romance contemporaneo, Tono · Morally grey/Antiheroe","eng","LRomance","She Took My Heart and Went Crazy","1.0","eng","","","Dinamica · Grumpy/Sunshine, Dinamica · Opuestos se atraen, Tono · Angst/Drama emocional, Arquetipo · Deportistas","","","Romance contemporáneo","95","Entrenador personal Killian y la vibrante East; romance contemporáneo con corazones rotos y opuestos.","She Took My Heart and Went Crazy","1.0"
"She Took My Heart and Went Crazy 2","A'zayler","As always, just when Killian has finally found a happy place, it's snatched away from him. He'd assumed East was different and that she would be the one to heal his brokenness, but marrying one of his best friends most definitely wasn't the way to make that happen.  Going into a new relationship still bleeding from their past hurts was a recipe for disaster from the beginning, but they'd both been crazy enough to assume they wouldn't bleed on the other. Unfortunately, for them, they'd been terribly wrong.  Assuming they're too damaged to repair, what is the couple to do? Calling it quits would be the easiest, but whoever said real love was easy? Ready to work and determined to find their happily ever after, Killian and East partner up to mend every piece of their broken hearts.","Arquetipo · Mafia, Dinamica · Enemigos a amantes, Dinamica · Grumpy/Sunshine, Genero · Romance contemporaneo, Tono · Morally grey/Antiheroe","eng","LRomance","She Took My Heart and Went Crazy","2.0","eng","","","Tono · Angst/Drama emocional, Dinamica · Matrimonio en crisis/Reconciliacion, Dinamica · Segunda oportunidad","","","Romance contemporáneo","95","Killian y East intentan reparar su matrimonio; romance contemporáneo con reconciliación.","She Took My Heart and Went Crazy","1.0"
"She Took My Heart and Went Crazy 3","A'zayler","All of his life, Yeshi has been dealing with his own demons. One after the next, he's tried to fight them until one day, they won. Defeated and at the bottom, Yeshi feels as if there is no way out. Just when all hope is lost, along comes beautiful and God-fearing, Logan. She's nothing like the women Yeshi are used to, nor does she desire to be.  Imagine how life altering it must be for Yeshi to finally find a woman who can help fight his past, only for him to realize he's incapable of loving her. Luckily for him and her, with love and God on their side, they can do anything.  From the moment they first met, East and Killian have been on a continuous roller coaster and going up and down on life's machine of obstacles. Whether it's outsiders of each other, they've been through it all, barely succeeding each time.  Now, with a new baby in the mix, the couple's troubles seem as if they're just getting started. Luckily for East, Killian isn't the kind of man who folds under pressure. Filled with love, determination, and strength, Killian bears their burdens to finally give East the life she's dreamed of.  To love and be loved, that's the motive. Join these couples as they find the hidden truth behind the beautiful nightmares they've been living.","Arquetipo · Mafia, Dinamica · Enemigos a amantes, Dinamica · Grumpy/Sunshine, Genero · Romance contemporaneo, Tono · Morally grey/Antiheroe","eng","LRomance","She Took My Heart and Went Crazy","3.0","eng","","","Tono · Angst/Drama emocional, Dinamica · Matrimonio en crisis/Reconciliacion, Tono · Trauma/Salud mental","","","Romance contemporáneo","95","Yeshi y Logan, y Killian/East con nuevos desafíos; romance contemporáneo con lucha y fe.","She Took My Heart and Went Crazy","1.0"
"She Took My Heart and Went Crazy 4","A'zayler","What do you do when you've run your whole life, living freely and doing whatever felt good, and then you finally hit rock bottom? The deepest, darkest bottom of the rock that there could possibly be? Who do you run to? Who can you count on to be there and save you from yourself? Lucky, for Yeshi, he didn't have to ask those two questions, because just like she's always been, his own personal angel, Logan is there to build him up where he's torn down. However, he isn't the only one with problems. Is she strong enough to carry the burdens for them both, or will she have to find solace in the arms of another man?  Fresh, rejuvenated, and in love, East and Killian are at the best place they could ever be. Married with their children, life is good until East's sister, Jerian, comes to town and flips their peaceful lives upside down. No matter how hard the two try to maintain their happiness, Jerian stops at nothing to ruin what they've built. Just when they think they have it all under control again, everything that can go wrong does.","Arquetipo · Mafia, Dinamica · Enemigos a amantes, Dinamica · Grumpy/Sunshine, Genero · Romance contemporaneo, Tono · Morally grey/Antiheroe","eng","LRomance","She Took My Heart and Went Crazy","4.0","eng","","","Tono · Angst/Drama emocional, Dinamica · Matrimonio en crisis/Reconciliacion, Arquetipo · Bad boy","","","Romance contemporáneo","95","Yeshi en crisis, Logan lo sostiene; East y Killian con problemas familiares; romance contemporáneo.","She Took My Heart and Went Crazy","1.0"
"Because I Love You","A'zayler","After witnessing the unlikely love story of his older sister Logan, mama’s-boy-turned-dope boy, Egypt, is doing his best to accept the fact that he wouldn’t be able to run forever. After losing his mother and ever sense of belonging that he’d ever had, Egypt has become a lover of the streets and nothing more.  Outside of his best friend Auto, and respected gang leader BB, Egypt has love for nothing or no one. If it wasn’t about his sister, his gang, or his money, Egypt didn’t have time to entertain the joys of life, women being one of his biggest casualties. He was young and on the come up. The last thing he had time for was for was falling in love.  Unfortunately, hood prostitute, Dream had other things in mind. She may have been around the block a few times too many, but not even that could deter her from the love she had for Egypt. Sure, they’d been hating each other for years, but even he knew that was all a façade to cover up how she made him feel.  With a well-made up mind, and a spitfire attitude, Dream allowed Egypt to do everything in his power to avoid her until one day he finally allows his truest feelings to be revealed. If there’s ever been a love story that should have never been told, it was theirs. At least that was what they’d thought, until giving their hearts a chance to stitch together in the most imperfect way.","Arquetipo · Mafia, Dinamica · Amor a primera vista, Dinamica · Ricos y pobres, Genero · Romance contemporaneo, Tono · Morally grey/Antiheroe","eng","LRomance","Because I Love You","1.0","eng","","","Dinamica · Enemigos a amantes, Dinamica · De odio a amor/Bully, Arquetipo · Bad boy, Tono · Oscuro","","","Romance contemporáneo","95","Urban contemporary romance centrado en enemigos a amantes entre un dope boy y una prostituta, con violencia callejera y drama.","",""
"Because I Love You 2","A'zayler","Happiness is what you make it, so why does it seem so hard to find for Azayna and Egypt? With the both of them giving it their all, it shouldn’t matter that they’re fighting against the streets, does it? Maybe it would to someone else, but to two people that have been fighting and beating odds since childhood, it’s a challenge better beat together.  Deeper in love than they’ve ever been, BB and Zebrina are hanging on to each other until their last breaths, which seem a lot closer as each day passes. With BB’s sickness weighing heavy in the center of their marriage, each moment becomes a treasure. Determined to remain together no matter what, the couple does the unthinkable. Maybe it’ll turn out for the best, maybe it won’t, but nothing fails but a try.","Arquetipo · Mafia, Dinamica · Amor a primera vista, Dinamica · Ricos y pobres, Genero · Romance contemporaneo, Tono · Morally grey/Antiheroe","eng","LRomance","Because I Love You","2.0","eng","","","Tono · Oscuro, Tono · Angst/Drama emocional, Arquetipo · Bad boy, Dinamica · Segunda oportunidad","","","Romance contemporáneo","95","Continuación de la historia de Egypt y Azayna, con luchas en las calles y enfermedad, romance central contemporáneo.","",""
"Remember Me Like This","A'zayler","Sometimes the remedy to your most painful injury, is a simple kiss derived from the lips of your lover.  After a brief run in with the law and losing the one true love of his life, Auto Hollis, is slowly finding a way to rebuild the normalcy of his world. A street legend and animal at heart, Auto isn’t the guy one would deem as their prince charming. However with loyalty and sincere feeling exuding from every part of him, he’s irresistible to the right broken-hearted girl.  Fed up with being alone and ready to love again, Auto opens himself up to the beautiful yet timid, Nova Blood. A woman with many secrets and a past darker than Auto could have ever found his way through, Nova has captured the part of him that he has lost complete and utter control over…his heart.  A well-groomed and commendably expert shooter, Calvary Blake is every woman’s dream. Young, handsome, and successful with a proper upbringing, Cal can have any woman he wants. Unfortunately for him, that woman is already taken, or so she thinks. Eternity, also known as Yummy to the people that love her most, is a wild vibrant soul with more passion and love to give than she’s ever known.  After being mistreated for years by her long-time boyfriend, Yummy has finally found her worthin Calvary. A gentleman that’s eager to love, Calvary is reluctant to take a chance on the young tempting Yummy. Luckily, for him, she’s proving to be worth the risk.  A love story with feeling, Remember Me Like This, touches every healing part of the most broken people.","Arquetipo · Bad boy, Arquetipo · Mafia, Dinamica · Desequilibrio de poder, Dinamica · Familia encontrada, Dinamica · Segunda oportunidad, Genero · Romance contemporaneo, Tono · Morally grey/Antiheroe","eng","LRomance","Remember Me Like This","1.0","eng","","","Tono · Oscuro, Tono · Trauma/Salud mental, Dinamica · Protector, Subgenero · Young adult/Juvenil","","","Romance contemporáneo","95","Auto, leyenda callejera, y Nova con pasado oscuro; romance contemporáneo con trauma y drama emocional.","Remember Me Like This","1.0"
