title,authors,comments,tags,languages,library_name,series,series_index,#language_code,#info,#world,#subjects,#libreria,#confianza_ia,#motivo_ia,#serie_ia,#serie_ia_index
"Vampire Fight Club","Larissa Ione","Previously published in Supernatural 
New York Times bestselling author Larissa Ione tempts you into the darkly irresistible world of Demonica, populated by angels and demons, shifters and humans, all with a thirst that must be quenched . . . 
When a wave of violence that hits too close to home forces shapeshifter and underworld nurse Vladlena Paskelkov to go undercover, her first stop is a haven of vice—with a dangerously sexy vamp in charge . . . 
Legendary, jaded, Nathan Sabine is the manager of Thirst, a wildly popular vampire club—and secret underground blood arena. But Nathan, a rare daywalker, possesses other, even more explosive secrets, as does his beautiful new medic, Vladlena. The one thing they can’t conceal is the lust that simmers between them . . . 
Now, in an underworld divided by revelry and violence, debauchery and vengeance, Nate and Lena will discover which risks are worth taking—and which desires demand surrender . . .
","Ambientacion · Mundo dentro de otro, Arquetipo · Guardaespaldas, Dinamica · Amor no correspondido/Pining, Dinamica · Enemigos a amantes, Dinamica · Familia encontrada, Dinamica · Obsesion/Stalker, Dinamica · Prohibido, Dinamica · Segunda oportunidad, Genero · Fantasia, Genero · Romance, Genero · Romance paranormal, Paranormal · Angeles y demonios, Paranormal · Fated mates, Paranormal · General, Paranormal · Lobos/Shifters, Paranormal · Vampiros, Tono · Morally grey/Antiheroe, Tono · Picante/Erotico","eng","LRomanceSciFan","Demonica","6.5","eng","","","","Paranormal","95","Romance entre cambiaformas y vampiro en un club nocturno. Ambiente oscuro y conflicto.","Demonica","1.0"
"Immortal Rider","Larissa Ione","In this dark, sexy romance from a New York Times bestselling author, a woman must make a deal with the actual devil to save her lover—perfect for fans of Katee Robert, Laura Thalassa, and Scarlett St. Claire.   
Arik Wagner, a soldier with the U.S. Army's paranormal unit, the R-XR, kissed a girl and liked it. And then he went to hell as punishment. Where he's spent weeks being tortured...and plotting revenge.   
Limos, Horsewoman of the Apocalypse, isn't your average girl. She's immortal, dangerous, and her fiance is Satan himself. In a moment of weakness, she gave in to her desire and kissed Arik, triggering her fiance's wrath - and his claim on her. In order to save Arik, and the world, Limos must make a dangerous pact with her recently turned evil brother, Pestilence. A deal that might just cost her her soul...and her heart.   
Genre: [Paranormal Romance](/genres/?gp=PR)
","Ambientacion · Mundo dentro de otro, Arquetipo · Guardaespaldas, Dinamica · Amor no correspondido/Pining, Dinamica · Enemigos a amantes, Dinamica · Familia encontrada, Dinamica · Obsesion/Stalker, Dinamica · Prohibido, Dinamica · Segunda oportunidad, Genero · Fantasia, Genero · Romance, Genero · Romance paranormal, Paranormal · Angeles y demonios, Paranormal · Fated mates, Paranormal · General, Paranormal · Lobos/Shifters, Paranormal · Vampiros, Tono · Morally grey/Antiheroe, Tono · Picante/Erotico","eng","LRomanceSciFan","Demonica","7.0","eng","","","","Paranormal","95","Romance entre una Jinete del Apocalipsis y un soldado. Pacto con el diablo y amor prohibido.","Lords of Deliverance","1.0"
"Apocalypse: The Lords of Deliverance Compendium","Larissa Ione","<div> <p>They're here. </p> <p>They ride. </p> <p>The Four Horsemen of the Apocalypse </p> <p><em>Born of a match between good and evil, four siblings stand between hell's minions and everything they want to destroy. They are the Lords of Deliverance, and they have the power to ward off Doomsday . . . or let it ride . . .</em> </p> <p><strong>THE LORDS OF DELIVERANCE COMPENDIUM</strong> </p> <p><strong>*With an all-new exclusive short story!</strong> * </p> <p><em>New York Times</em> bestselling author Larissa Ione brings readers behind the scenes with this definitive guide to her latest imaginative, epic series featuring the Four Horsemen of the Apocalypse. With character descriptions, key player background information, a handy glossary of terms and special abilities, a Q&amp;A inspired by reader questions, and an all-new, exclusive short story, this is a must-read for every Larissa Ione fan. As an added bonus, this compendium includes an extended sneak peek at the next book in the Lords of Deliverance series, <em>Lethal Rider</em>.</p></div>  They're here.  They ride.  The Four Horsemen of the Apocalypse  *Born of a match between good and evil, four siblings stand between hell's minions and everything they want to destroy. They are the Lords of Deliverance, and they have the power to ward off Doomsday . . . or let it ride . . .* **THE LORDS OF DELIVERANCE COMPENDIUM** ***With an all-new exclusive short story!** *  *New York Times* bestselling author Larissa Ione brings readers behind the scenes with this definitive guide to her latest imaginative, epic series featuring the Four Horsemen of the Apocalypse. With character descriptions, key player background information, a handy glossary of terms and special abilities, a Q&A inspired by reader questions, and an all-new, exclusive short story, this is a must-read for every Larissa Ione fan. As an added bonus, this compendium includes an extended sneak peek at the next book in the Lords of Deliverance series, *Lethal Rider*.","Ambientacion · Mundo dentro de otro, Arquetipo · Guardaespaldas, Dinamica · Amor no correspondido/Pining, Dinamica · Enemigos a amantes, Dinamica · Familia encontrada, Dinamica · Obsesion/Stalker, Dinamica · Prohibido, Dinamica · Segunda oportunidad, Genero · Romance paranormal, Paranormal · Angeles y demonios, Paranormal · Fated mates, Paranormal · Lobos/Shifters, Paranormal · Vampiros, Tono · Morally grey/Antiheroe, Tono · Picante/Erotico","eng","LRomanceSciFan","Demonica","7.5","eng","","","","Paranormal","95","Compendio con guía, Q&A y un cuento corto. Sin trama romántica central, contexto paranormal.","Lords of Deliverance","1.0"
"Lethal Rider","Larissa Ione","**They're here. They ride. The Four Horsemen of the Apocalypse.**
*Born of a match between good and evil, four siblings stand between hell's minions and everything they want to destroy. They are the* *Lords of Deliverance* *, and they have the power to ward off Doomsday...or let it ride...*
**LETHAL RIDER**
Thanatos, the most deadly Horseman of the Apocalypse, has endured thousands of years of celibacy to prevent the end of days. But just one night with the wickedly sexy Aegis Guardian, Regan Cooper, shatters centuries of resolve. Yet their passion comes with a price. And Thanatos must face a truth more terrifying than an apocalypse-he's about to become a father. 
Demon-slayer Regan Cooper never imagined herself the maternal type, but with the fate of the world hanging in the balance she had no choice but to seduce Thanatos and bear his child. Now, as the final battle draws closer and his rage at being betrayed is overshadowed by an undeniable passion for the mother of his child, Thanatos has a life-shattering realization: To save the world, he must sacrifice the only thing he's ever wanted-a family.
","Ambientacion · Mundo dentro de otro, Arquetipo · Guardaespaldas, Dinamica · Amor no correspondido/Pining, Dinamica · Enemigos a amantes, Dinamica · Familia encontrada, Dinamica · Obsesion/Stalker, Dinamica · Prohibido, Dinamica · Segunda oportunidad, Genero · Fantasia, Genero · Romance, Genero · Romance paranormal, Paranormal · Angeles y demonios, Paranormal · Fated mates, Paranormal · General, Paranormal · Lobos/Shifters, Paranormal · Vampiros, Subgenero · Mitologia, Tono · Morally grey/Antiheroe, Tono · Picante/Erotico","eng","LRomanceSciFan","Demonica","8.0","eng","","","","Paranormal","95","Romance entre Jinete de la Muerte y una guardiana. Seducción, embarazo y conflicto apocalíptico.","Lords of Deliverance","1.0"
"Rogue Rider","Larissa Ione","They're here. 
They ride. 
The Four Horsemen of the Apocalypse. 
*Born of a match between good and evil, four siblings stand between hell's minions and everything they want to destroy. They are the Lords of Deliverance, and they have the power to ward off Doomsday . . . or let it ride . . .*
Jillian Cardiff came to this remote mountain town to forget the demon attack that almost killed her. Instead, she rescues-and falls for-a gorgeous stranger who has no memory of anything other than his name. Handsome, charming, and protective, Reseph seems like the kind of man whom Jillian can trust. But with hints of a troubling history of his own, he's also the kind of man who can be very dangerous . . . 
Reseph may not know why he mysteriously appeared in Jillian's life, but he knows he wants to stay. Yet when Jillian's neighbors are killed, and demon hunters arrive on the scene, Reseph fears that he's putting Jillian in danger. And once it's revealed that Reseph is also Pestilence, the Horseman responsible for ravaging the world, he and Jillian must face the greatest challenge of all: Can they forget the horrors of a chilling past to save the future they both desire?
","Ambientacion · Mundo dentro de otro, Arquetipo · Guardaespaldas, Dinamica · Amor no correspondido/Pining, Dinamica · Enemigos a amantes, Dinamica · Familia encontrada, Dinamica · Obsesion/Stalker, Dinamica · Prohibido, Dinamica · Segunda oportunidad, Genero · Fantasia, Genero · Romance, Genero · Romance paranormal, Paranormal · Angeles y demonios, Paranormal · Fated mates, Paranormal · General, Paranormal · Lobos/Shifters, Paranormal · Vampiros, Subgenero · Mitologia, Tono · Morally grey/Antiheroe, Tono · Picante/Erotico","eng","LRomanceSciFan","Demonica","9.0","eng","","","","Paranormal","95","Romance entre un Jinete del Apocalipsis con amnesia y una humana. Pasado oscuro y redención.","Lords of Deliverance","1.0"
"Reaver","Larissa Ione","WARRIOR OF HEAVEN 
Reaver is an angel with a past, a record, and a less-than-heavenly attitude. Powerful enough to fight alongside the fiercest battle angels-and crazy enough to risk his wings on a one-way mission to hell-he's agreed to go where no angel has ever gone before...to steal the most seductive and dangerous prize of Satan himself. 
ANGEL OF HELL 
Harvester is one of the Fallen, a once-heroic angel who sacrificed her wings to work as an undercover agent in hell. But now her cover has been blown, and she's been doomed to an eternity of agonizing torture. Even if Reaver can snatch her away from Satan's lair, even if they can fight their way out of the underworld's darkest depths, there is one thing Harvester can never escape-her newfound thirst for an angel's blood...
","Ambientacion · Mundo dentro de otro, Arquetipo · Guardaespaldas, Dinamica · Amor no correspondido/Pining, Dinamica · Enemigos a amantes, Dinamica · Familia encontrada, Dinamica · Obsesion/Stalker, Dinamica · Prohibido, Dinamica · Segunda oportunidad, Genero · Fantasia, Genero · Romance, Genero · Romance paranormal, Paranormal · Angeles y demonios, Paranormal · Fated mates, Paranormal · General, Paranormal · Lobos/Shifters, Paranormal · Vampiros, Tono · Morally grey/Antiheroe, Tono · Picante/Erotico","eng","LRomanceSciFan","Demonica","10.0","eng","","","","Paranormal","95","Romance entre un ángel guerrero y un ángel caído. Misión de rescate en el infierno.","Lords of Deliverance","1.0"
"Azagoth","Larissa Ione","*Even in the fathomless depths of the underworld and the bleak chambers of a damaged heart, the bonds of love can heal…or destroy.*
He holds the ability to annihilate souls in the palm of his hand. He commands the respect of the most dangerous of demons and the most powerful of angels. He can seduce and dominate any female he wants with a mere look. But for all Azagoth’s power, he’s bound by shackles of his own making, and only an angel with a secret holds the key to his release. 
She’s an angel with the extraordinary ability to travel through time and space. An angel with a tormented past she can’t escape. And when Lilliana is sent to Azagoth’s underworld realm, she finds that her past isn’t all she can’t escape. For the irresistibly sexy fallen angel known as Azagoth is also known as the Grim Reaper, and when he claims a soul, it’s forever…
","Ambientacion · Mundo dentro de otro, Arquetipo · Guardaespaldas, Dinamica · Amor no correspondido/Pining, Dinamica · Enemigos a amantes, Dinamica · Familia encontrada, Dinamica · Obsesion/Stalker, Dinamica · Prohibido, Dinamica · Segunda oportunidad, Genero · Fantasia, Genero · Romance, Genero · Romance paranormal, Paranormal · Angeles y demonios, Paranormal · Fated mates, Paranormal · General, Paranormal · Lobos/Shifters, Paranormal · Vampiros, Tono · Morally grey/Antiheroe, Tono · Picante/Erotico","eng","LRomanceSciFan","Demonica","11.0","eng","","","","Paranormal","95","Romance entre el segador de almas y un ángel viajero. Conexión y secretos.","Lords of Deliverance","1.0"
"Revenant","Larissa Ione","**HELL HATH NO FURY . . .**
For five thousand years, Revenant believed he was alone in the world, a fallen angel beyond any redemption. Now he finds he has a twin brother who had all the light and love Revenant was denied. Caught in a tug of war between Heaven and Hell, he must weigh his thirst for revenge against his desire for a mysterious female named Blaspheme—a female whose very origins could deliver him into salvation . . . or destruction. 
**LIKE AN ANGEL SCORNED**
Blaspheme has a deadly secret: she's the forbidden offspring of an angel and a fallen angel. Hunted by both heavenly and satanic forces, she has survived only by laying low and trusting no one. When Revenant claims he can save them both, how can she possibly believe him? But the powerful angel is persistence incarnate and for Blaspheme, there's no place she can hide in Heaven or Hell where he won't find her . .
","Ambientacion · Mundo dentro de otro, Arquetipo · Guardaespaldas, Dinamica · Amor no correspondido/Pining, Dinamica · Enemigos a amantes, Dinamica · Familia encontrada, Dinamica · Obsesion/Stalker, Dinamica · Prohibido, Dinamica · Segunda oportunidad, Genero · Fantasia, Genero · Romance, Genero · Romance paranormal, Paranormal · Angeles y demonios, Paranormal · Fated mates, Paranormal · General, Paranormal · Lobos/Shifters, Paranormal · Vampiros, Tono · Morally grey/Antiheroe, Tono · Picante/Erotico","eng","LRomanceSciFan","Demonica","12.0","eng","","","","Paranormal","95","Romance entre un ángel caído vengativo y una híbrida. Persecución y salvación.","Lords of Deliverance","1.0"
"Hades","Larissa Ione","A fallen angel with a mean streak and a mohawk, Hades has spent thousands of years serving as Jailor of the Underworld. The souls he guards are as evil as they come, but few dare to cross him. All of that changes when a sexy fallen angel infiltrates his prison and unintentionally starts a riot. It’s easy enough to quell an uprising, but for the first time, Hades is torn between delivering justice — bestowing or mercy — on the beautiful female who could be his salvation…or his undoing. 
Thanks to her unwitting participation in another angel’s plot to start Armageddon, Cataclysm was kicked out of Heaven and is now a fallen angel in service of Hades’s boss, Azagoth. All she wants is to redeem herself and get back where she belongs. But when she gets trapped in Hades’s prison domain with only the cocky but irresistible Hades to help her, Cat finds that where she belongs might be in the place she least expected… 
","Ambientacion · Mundo dentro de otro, Arquetipo · Guardaespaldas, Dinamica · Amor no correspondido/Pining, Dinamica · Enemigos a amantes, Dinamica · Familia encontrada, Dinamica · Obsesion/Stalker, Dinamica · Prohibido, Dinamica · Segunda oportunidad, Genero · Fantasia, Genero · Romance, Genero · Romance paranormal, Paranormal · Angeles y demonios, Paranormal · Fated mates, Paranormal · General, Paranormal · Lobos/Shifters, Paranormal · Vampiros, Tono · Morally grey/Antiheroe, Tono · Picante/Erotico","eng","LRomanceSciFan","Demonica","13.0","eng","","","","Paranormal","95","Romance entre un ángel caído carcelero y una ángel caída. Prisión y atracción.","Lords of Deliverance","1.0"
"Base Instincts","Larissa Ione","As a Seminus demon, Raze’s life literally depends on having sex with females. The problem is that he doesn’t desire females, and it’s physically impossible for him to be with males. Thankfully, he and his best friend, Fayle, have an arrangement that keeps him alive . . . if lonely. He finds some solace in his work as a medic at Thirst, a vampire club known for its rough clientele. But his carefully structured world turns upside down when he meets a mysterious male who makes him want what he can never have.  
  
Slake is an assassin used to getting what he wants, and what he wants is Raze. But he also wants to earn back the soul he sold when he was a much different demon. All he has to do is capture a runaway succubus named Fayle and hand her over to her family. What he doesn’t count on is being caught himself by a web of lies—and his attraction to Raze.  
  
Raze and Slake must navigate a dangerous world to be together. But as Fayle’s jealousy of their relationship turns deadly, they find themselves embroiled in a battle not only for their love, but their lives and souls.
","Ambientacion · Mundo dentro de otro, Arquetipo · Guardaespaldas, Dinamica · Amor no correspondido/Pining, Dinamica · Enemigos a amantes, Dinamica · Familia encontrada, Dinamica · Obsesion/Stalker, Dinamica · Prohibido, Dinamica · Segunda oportunidad, Genero · Fantasia, Genero · Romance, Genero · Romance paranormal, Paranormal · Angeles y demonios, Paranormal · Fated mates, Paranormal · General, Paranormal · Lobos/Shifters, Paranormal · Vampiros, Tono · Morally grey/Antiheroe, Tono · Picante/Erotico","eng","LRomanceSciFan","Demonica","13.5","eng","","","","Paranormal","95","Romance gay entre demonios Seminus y un asesino. Arreglo sexual y celos.","Demonica","1.0"
"Z","Larissa Ione","Zhubaal, fallen angel assistant to the Grim Reaper, has spent decades searching for the angel he loved and lost nearly a century ago. Not even her death can keep him from trying to find her, not when he knows she’s been given a second chance at life in a new body. But as time passes, he’s losing hope, and he wonders how much longer he can hold to the oath he swore to her so long ago… 
As an emim, the wingless offspring of two fallen angels, Vex has always felt like a second-class citizen. But if she manages to secure a deal with the Grim Reaper — by any means necessary — she will have earned her place in the world. The only obstacle in the way of her plan is a sexy hardass called Z, who seems determined to thwart her at every turn. Soon it becomes clear that they have a powerful connection rooted in the past…but can any vow stand the test of time?
","Ambientacion · Mundo dentro de otro, Arquetipo · Guardaespaldas, Dinamica · Amor no correspondido/Pining, Dinamica · Enemigos a amantes, Dinamica · Familia encontrada, Dinamica · Obsesion/Stalker, Dinamica · Prohibido, Dinamica · Segunda oportunidad, Formato · Antologia/Relatos, Genero · Fantasia, Genero · Romance, Genero · Romance paranormal, Paranormal · Angeles y demonios, Paranormal · Fated mates, Paranormal · General, Paranormal · Lobos/Shifters, Paranormal · Vampiros, Tono · Morally grey/Antiheroe, Tono · Picante/Erotico","eng","LRomanceSciFan","Demonica","14.0","eng","","","","Paranormal","95","Romance entre un ángel caído y un emim. Búsqueda y reencuentro.","Demonica","1.0"
"Razr","Larissa Ione","A fallen angel with a secret. 
An otherworldly elf with an insatiable hunger she doesn't understand. 
A cursed gem. 
Meet mortal enemies Razr and Jedda...and the priceless diamond that threatens to destroy them both even as it bonds them together with sizzling passion. 
Welcome back to the Demonica Underworld, where enemies find love...if they're strong enough to survive.
","Ambientacion · Mundo dentro de otro, Arquetipo · Guardaespaldas, Dinamica · Amor no correspondido/Pining, Dinamica · Enemigos a amantes, Dinamica · Familia encontrada, Dinamica · Obsesion/Stalker, Dinamica · Prohibido, Dinamica · Segunda oportunidad, Genero · Fantasia, Genero · Romance, Genero · Romance paranormal, Paranormal · Angeles y demonios, Paranormal · Fae/Feerico, Paranormal · Fated mates, Paranormal · General, Paranormal · Lobos/Shifters, Paranormal · Vampiros, Tono · Morally grey/Antiheroe, Tono · Picante/Erotico","eng","LRomanceSciFan","Demonica","15.0","eng","","","","Paranormal","99","Romance central entre ángel caído y elfo en el submundo sobrenatural de la Tierra, clasificado como Paranormal.","Demonica Underworld","1.0"
"Hawkyn","Larissa Ione","From New York Times and USA Today bestselling author Larissa Ione comes a new story in her Demonica Underworld series…   
As a special class of earthbound guardian angel called Memitim, Hawkyn is charged with protecting those whose lives are woven into the fabric of the future. His success is legendary, so when he’s given a serial killer to watch over, he sees no reason for that to change. But Hawkyn’s own future is jeopardized after he breaks the rules and rescues a beautiful woman from the killer’s clutches, setting off an explosive, demonic game of cat and mouse that pits brother against brother and that won’t end until someone dies.   
Aurora Mercer is the half-wytch lone survivor of a psychopath who gets off on the sadistic torture of his victims. A psychopath whose obsessive psyche won’t let him move on until he kills her. Now she’s marked for death, her fate tied to that of a murderer…and to a sexy angel who makes her blood burn with desire…   
**Every 1001 Dark Nights novella is a standalone story. For new readers, it’s an introduction to an author’s world. And for fans, it’s a bonus book in the author’s series. We hope you'll enjoy each one as much as we do.**  
Genre: [Paranormal Romance](/genres/?gp=PR)
","Ambientacion · Mundo dentro de otro, Arquetipo · Guardaespaldas, Dinamica · Amor no correspondido/Pining, Dinamica · Enemigos a amantes, Dinamica · Familia encontrada, Dinamica · Obsesion/Stalker, Dinamica · Prohibido, Dinamica · Segunda oportunidad, Genero · Fantasia, Genero · Romance, Genero · Romance paranormal, Paranormal · Angeles y demonios, Paranormal · Fated mates, Paranormal · General, Paranormal · Lobos/Shifters, Paranormal · Vampiros, Tono · Morally grey/Antiheroe, Tono · Picante/Erotico","eng","LRomanceSciFan","Demonica","16.0","eng","","","","Paranormal","99","Romance central con ángel guardián y bruja en mundo contemporáneo sobrenatural, Paranormal.","Demonica Underworld","1.0"
