title,authors,tags,series,series_index,comments,languages,#subjects,#info,#libreria,#confianza_ia,#motivo_ia,#serie_ia,#serie_ia_index
"Invasion","Jamie Russell","Genero · Fantasia, Paranormal · Vampiros, Subgenero · LitRPG/GameLit","","1.0","**An exciting and original debut sci-fi adventure trilogy for the gaming generation, from a screenwriter, film critic and gamer.**  
Fifteen-year-old girl gamer Casey Henderson is obsessed with smash-hit game SkyWake - and she's good at it, too. Little does she realize it's actually an alien training tool created by an evil extra-terrestrial race. When the aliens swoop down on a national gaming tournament, Casey and her teammates discover they're abducting the best gamers to fight in a distant alien war across the galaxy. And they've got her brother. Casey's gaming skills are her best hope of stopping the aliens - but first she and her online teammates must learn to work together in real life...
","eng","","","Ciencia Ficción","100","Aventura sci-fi con alienígenas y videojuegos.","SkyWake","1.0"
"Deceived","Paul S. Kemp","Genero · Fantasia","","1.0","<p>The second novel set in the Old Republic era and based on the massively multiplayer online game <i>Star Wars</i>&#174;: The Old Republic&#8482; ramps up the action and brings readers face-to-face for the first time with a Sith warrior to rival the most sinister of the Order's Dark Lords--Darth Malgus, the mysterious, masked Sith of the wildly popular ""Deceived"" and ""Hope"" game trailers.<br><br>Malgus brought down the Jedi Temple on Coruscant in a brutal assault that shocked the galaxy. But if war crowned him the darkest of Sith heroes, peace would transform him into something far more heinous--something Malgus would never want to be, but cannot stop, any more than he can stop the rogue Jedi fast approaching.<br><br>Her name is Aryn Leneer--and the lone Knight that Malgus cut down in the fierce battle for the Jedi Temple was her Master. And now she's going to find out what happened to him, even if it means breaking every rule in the book.<br><br>Features a bonus section...","eng","","","Fantasía","90","Conflicto central impulsado por la Fuerza (poder místico) en ambientación espacial.","Star Wars: The Old Republic","1.0"
"Singularity Online Omnibus 2: A VR LitRPG Series","Kyle Johnson","Genero · Fantasia, Paranormal · Vampiros, Subgenero · LitRPG/GameLit","","1.0","Aranos has restarted the war with the Darkness. Now, he must fight for the Light or watch it die out forever...Aranos is the First Sorcerer, first of a class of spellcasters meant to fight the Darkness, and by retaking the Fallen Lands from the Darkness, he's renewed a war that had gone cold for centuries--a war the Light has already lost.   
For the Light to survive, the First Sorcerer must unite the shattered lands, rebuild destroyed alliances, and drive the Darkness from the hearts of the Light. He'll face enemies drawn from nightmares and legends, including the dark gods themselves.   
Can the Lord of Antas and Sorcerer Ascendant gain the power he needs to face the ultimate Darkness, or will the Shadow Pantheon and their champion, the insane vampiric summoner Lily, bring him down? The future of the world of Ka rests in his hands, but more than the future of the Singularity lies on his shoulders alone.   
This book is an omnibus containing books 4 - 7 of this series.
","eng","","","Ciencia Ficción","80","Mundo virtual de juego con mecánicas de RPG y magia.","Singularity Online","1.0"
"Cosmic Games","Wilbur Woods","Ambientacion · Espacial/Space opera, Genero · Fantasia, Subgenero · LitRPG/GameLit","","1.0","**Suddenly finding himself on an alien world, a reluctant soldier becomes Earth’s ultimate champion in a secret war, in this portal fantasy adventure.** Max Cromwell was only fifteen when his mother died of cancer. Angry and depressed, he spent the rest of his teenage years a rebellious troublemaker, neglecting school and playing video games. Having barely earned his high school diploma, he didn’t even attempt applying to college.  But after drifting through a series of uninspiring jobs, Max joins the military for a year of service. The discipline snaps him out of his inertia, the physical exertion increasing his strength and stamina, the focus quieting his restless mind. With his discharge approaching, he feels for the first time like he finally has a future ahead of him. That is, until the sky tears open during a training exercise, casting him through a portal to the world of Alpha Ludus . . .  It seems Max is one of many people abducted from Earth to participate in the Cosmic Games, conducted by the Intergalactic Consortium of Civilized Beings. Humanity and three alien species have been recruited to wage war on behalf of ICCB members in a conflict over resources. The species that wins the game for their benefactors will return to their home planets, rewarded with the knowledge to guide them to peace and immortality. The other, losing species will be made extinct.  Now Max must learn the ways of the intergalactic channeling mana, developing powerful abilities, and acquiring supernatural weapons. And with every victory against natural threats and alien enemies, he’ll evolve into humanity’s fiercest protector.  **The first volume of this LitRPG adventure series—** **with more than 600,000 views on Royal Road** **—now available on Kindle, Kindle Unlimited, and Audible!**","eng","","","Ciencia Ficción","70","Portal a mundo alienígena con competencias estilo juego.","",""
"SkyWake Endgame","Jamie Russell","Genero · Fantasia","SkyWake","3.0","The Red Eyes have taken over the Earth. Can Casey use her new powers to lead the resistance? The third in an exciting and original sci-fi adventure trilogy for the gaming generation.   Catapulted forward four years, Casey and her teammates have landed on a very different Earth from the one they left only a few days before. The Red Eye aliens have taken over, leaving carnage in their wake as they ruthlessly search for the key to intergalactic domination. And they seem to have all the adults – and Casey’s younger brother Pete – in their thrall. Determined to free their families and stop the Red Eyes from discovering the final piece in the puzzle, the gamers team up with a rag-tag bunch of teenagers who call themselves the Resistance. Casey still has the powers conferred on her by the wise and ancient Squids. But will it be enough?","eng","","","Ciencia Ficción","95","Alien invasion sci-fi with powers from alien Squids, no central romance.","SkyWake","1.0"
"Jovian Reverie","Plum Parrot","Genero · Ciencia ficcion, Genero · Fantasia, Paranormal · Brujas/Magos","Cyber Dreams","4.0","**There’s no such thing as a cyborg vacation in the fourth installment of this action-packed sci-fi adventure from the author of the Victor of Tucson series.** Juliet Bianchi used to be a lowly scrap scrounger in Arizona. But when she was accidentally implanted with a beyond-awesome AI chip, her life changed dramatically—what with all the nanotechnology, bodywork, and other badass enhancements. Now she’s a high-powered weapon-for-hire in hiding as . . . what else? A not-so-lowly scrap scrounger!  When a new gig calls for her to climb aboard a swanky cruise ship on its way to Io, Juliet is more than happy to live the high life for a little while. And it gives her a chance to test out her latest upgrades, which just so happen to include telekinesis and mind-reading. Unfortunately, with great power comes some sort of responsibility.  Because when Juliet tries out her new mental mojo on a crowd of passengers, she picks up some unwanted intel. It seems there’s an assassin onboard who’s on their way to make a hit. Juliet will have to balance being a cold-blooded mercenary herself with stopping a fellow killer. And then things *actually* get complicated . . .  **The fourth volume of the hit cyberpunk series—with more than a million views on Royal Road—now available on Kindle, Kindle Unlimited, and Audible!**","eng","","","Ciencia Ficción","95","Sci-fi with cyborg enhancements, assassin plot, no central romance.","",""
"Doctor Who: Ten Days of Christmas Festive Tales With the Tenth Doctor","Steve Cole","Ambientacion · Navideno/Festivo, Genero · Fantasia, Paranormal · Vampiros","","1.0","Includes an exclusive story featuring the Fourteenth Doctor! 
I Have To Live On. Alone. That's The Curse Of The Timelords. 
The Doctor's tenth incarnation was: hilarious, furious, fun and vengeful. (He also had great hair.) 
He also saved the world, and the universe, more times than anyone can remember. But from the Christmas Invasion to the Runaway Bride, things always seemed to need saving around the festive season . . . 
So follows a series of ten incredible tales across the universe, as the Doctor (and Rose and Martha and Donna) battle aliens and cross the boundaries of space and time to save Christmas Day. From a a future Earth departement store overrun by killer toys, to a gold rush on a distant whte dwarf star - get ready for ten increible adventures from the Tenth Doctor. 
And a much later regeneration even has a tale to tell . .
### About the Author
**Steve Cole** is an editor and children's author whose sales exceed three million copies. His hugely successful *Astrosaurs* young fiction series has been a UK top-ten children's bestseller. His several original *Doctor Who* novels have also been bestsellers. 
*Doctor Who* is the longest running sci-fi show in the world, and a flagship BBC property. First appearing on air in 1963, it follows the adventures of the Doctor, a Time Lord who travels through time and space, fighting alien monsters and saving the universe.
","eng","","","Ciencia Ficción","100","Doctor Who Christmas-themed sci-fi short stories.","Doctor Who","1.0"
"Coup De Grâce","Una McCormack","Ambientacion · Espacial/Space opera, Genero · Ciencia ficcion, Genero · Fantasia, Subgenero · Aventura/Quest, Subgenero · Supervivencia","Firefly","8.0","**The Serenity crew land on the remote moon of Abel for a lucrative job but becomes embroiled in a young woman’s quest for vengeance and a starving frontier town’s fight for survival. Join Mal and the gang in this enthralling original tie-in novel from the award-winning series.** The Serenity crew head to Yell City, one of the settlements on Abel, a moon in the Rim. Their job: track down the killers of a local lawyer shot dead in the streets by a local gang. Their client is Annie Roberts, the eighteen year old daughter of the murdered man.  Lucky for them, Annie Roberts is more than capable of handling herself. Unlucky for them, the job is lot more complicated than they first think. Annie’s father is not just the victim of local gang violence, but the target of some powerful men.  Taking down a local gang is one thing, but cleaning up a whole city? That’s not a job for the Serenity crew. But when their ship is impounded, and Mal and the crew find themselves trapped in Yell City, they realize they are already in deeper than they could have ever imagined…","eng","","","Ciencia Ficción","100","Firefly space western with vengeance plot.","Firefly","1.0"
"The Bound Worlds","Megan E. O'Keefe","Ambientacion · Espacial/Space opera, Genero · Fantasia","","1.0","<B>Worlds will collide and fates will be rewritten in the thrilling conclusion to the Devoured Worlds space opera trilogy by award</B><B>&#8209;</B><B>winning author Megan E. O&rsquo;Keefe.</B><BR /> &#160;<BR /> Naira and Tarquin have found a new home on Seventh Cradle. But the peace they&rsquo;ve built is short-lived as mysterious assailants ambush the settlement and Naira is haunted by visions of a monstrous future. Catastrophe strikes when Tarquin uncovers a plot to bring about the end of the universe. As humanity races against the clock to prevent their extinction, old secrets come to light and loyalties fracture, and Naira realizes she may be the key to saving the world&mdash;or ending it.<BR /><B>The Devoured Worlds</B><BR /><I>The Blighted Stars<BR /> The Fractured Dark<BR /> The Bound Worlds</I><BR /> For more from Megan E. O&#39;Keefe, check out:<BR /><B>The Protectorate&#160;</B><BR /><I>Velocity Weapon</I><BR /><I>Chaos Vector<BR /> Catalyst Gate&#160;</I>","eng","","","Ciencia Ficción","90","Space opera with universe-ending threat.","Devoured Worlds","1.0"
"Third Don","J. S. Fields","Ambientacion · Espacial/Space opera, Genero · Ciencia ficcion, Genero · Fantasia, Representacion · LGBTQ+, Representacion · LGBTQ+ (FF)","Ardulum","3.0","The planet wakes.  Atalant is torn between two worlds. In uncharted space, head of a sentient planet, the new eld of Ardulum now leads the religion she once rejected. Emn is by her side but the Mmnnuggl war brewing in the Charted Systems, threatening her homeworld of Neek, cannot be ignored. Atalant must return to the planet that exiled her in order to lead the resistance. She must return home a god, a hypocrite, a liar in gold robes, and decide whether to thrust her unwilling people into the truth of Ardulum, or play the role she has been handed and never see her family, or her world, again.","eng","","","Ciencia Ficción","90","Space opera con religión y política, sin romance central claro.","Ardulum","1.0"
"The Wexkia Trilogy: Boxed Set","Dale Furse","Ambientacion · Espacial/Space opera, Genero · Ciencia ficcion, Genero · Fantasia, Subgenero · Romance alienigena/Sci-fi, Subgenero · Young adult/Juvenil","","1.0","The Complete Trilogy of Wexkia   
Nell’s father reveals she is a product of two warring alien species, Nell’s life somersaults as ever-increasing evidence proves her family wrong.   
She is something else.   
Friends turn into enemies and enemies into friends as Nell continues her search for the truth of her ancestors. She must find out what she is before whole worlds are destroyed because of her existence.   
Author, Dale Furse takes us on a fantastic adventure to a world inhabited by bizarre beings. Confused by her life-changing experiences and facing an uncertain future, who can Nell trust to help her?   

","eng","","","Ciencia Ficción","90","Protagonista producto de especies alienígenas, aventura espacial.","Wexkia Trilogy","1.0"
"Gamora and Nebula: Sisters in Arms","Mackenzi Lee","Ambientacion · Espacial/Space opera, Comics, Genero · Ciencia ficcion, Genero · Fantasia, Subgenero · Aventura/Quest, Subgenero · Young adult/Juvenil","","1.0","**The second book in the hit series from *New York Times* best-selling author Mackenzi Lee!**  
This three-book series explores the untapped potential and duality of heroism of popular characters in the Marvel Universe. The first book in the series, *Loki: Where Mischief Lies* , was an instant *New York Times* best seller and received two starred reviews!   
The relationship between teenage adopted sisters Gamora and Nebula is as volatile as ever. When they end up on a deteriorating planet being mined for its valuable resources, the two sisters are faced with a series of events that force them to explore the source of their rivalry-and where their loyalty truly lies. This action-packed yet sincere story will tug on the heartstrings of anyone who has ever had to learn how deeply weird and changeable trust can be.
","eng","","","Ciencia Ficción","90","Superhéroes del universo Marvel, conflicto entre hermanas.","",""
"Third Don","J. S. Fields","Ambientacion · Espacial/Space opera, Genero · Ciencia ficcion, Genero · Fantasia, Representacion · LGBTQ+, Representacion · LGBTQ+ (FF)","Ardulum","3.0","The planet wakes.  Atalant is torn between two worlds. In uncharted space, head of a sentient planet, the new eld of Ardulum now leads the religion she once rejected. Emn is by her side but the Mmnnuggl war brewing in the Charted Systems, threatening her homeworld of Neek, cannot be ignored. Atalant must return to the planet that exiled her in order to lead the resistance. She must return home a god, a hypocrite, a liar in gold robes, and decide whether to thrust her unwilling people into the truth of Ardulum, or play the role she has been handed and never see her family, or her world, again.","eng","","","Ciencia Ficción","90","Space opera con religión y política, sin romance central claro.","Ardulum","1.0"
"Call Time","Steve Jones","Genero · Fantasia, Paranormal · Brujas/Magos","","1.0","Sliding Doors meets High Fidelity in the enthralling debut novel from Channel 4 F1 presenter Steve Jones  Bob Bloomfield is, in the words of his best friend's wife, a 'selfish, arrogant a*sehole', who hasn't spent a great deal of time making friends in his 49 years on earth.  But what if he could change? What if Bob could stop the very thing that has made him the man he is, the death of his younger brother, Tom in 1986.  If he could save Tom, could he save himself?  . . . And what if all it took was a phone call - to his childhood self?","eng","","","Ficción general","85","Novela literaria especulativa sobre cambio personal mediante viaje en el tiempo, sin romance central ni elementos de género claros.","",""
"Earl","Ed Nelson","Genero · Ciencia ficcion, Genero · Fantasia, Genero · Romance historico, Paranormal · Brujas/Magos, Subgenero · Historia alternativa/Ucronia","Cast in Time","4.0","An Engineer finds himself in an Alternate reality, Cornwall, in the year 715 A.D. He awakens in the body of a young Baron.   
James Fletcher, now the Count of Cornwall, is facing new adversaries in the Franks. They try to assassinate him and his family, precipitating a full-out war. In the meantime, advancements were made in steam engines, cannons, ships, and electricity. Continue you on with this wild ride through the eighth century.
","eng","","","Ciencia Ficción","90","Ucronía/alternate history con ingeniero trasladado a la Edad Media, sin magia ni romance central.","",""
"Junkyard Pirate","Jamie McFarlane","Ambientacion · Espacial/Space opera, Genero · Ciencia ficcion, Genero · Fantasia, Genero · Humor, Subgenero · Aventura/Quest, Subgenero · Romance alienigena/Sci-fi","Junkyard Pirate","1.0","Vietnam vet Albert “AJ” Jenkins never dreamed he’d have his own starship.When a pile of scrap rocket parts falls and crushes the overweight curmudgeon, he thinks it’s finally the end. But just as he’s about to take one final breath, a snarky extraterrestrial offers him one last chance. **AJ’s life in return for the alien sharing his body.** With a little coaxing from his new inner resident, AJ’s broken carcass improves so much that even an old flame is impressed. But his bright outlook fizzles when he discovers he’s at ground zero of a galactic conspiracy to strip Earth for all it’s worth. **Will AJ’s rusty military skills stand a chance against alien invaders or will humanity fall?** Junkyard Pirate is the first book in a found spaceship space opera series. If you like grizzled soldiers, unlikely heroes, and intergalactic conspiracies, then you’ll love Jamie McFarlane’s fast-paced alien adventure.Buy Junkyard Pirate to dive into the fight for Earth today","eng","","","Ciencia Ficción","95","Space opera con alienígena compartiendo cuerpo con un veterano de Vietnam, sin romance.","Junkyard","1.0"
"Embers of War","Gareth L. Powell","Genero · Fantasia, Genero · Ficcion especulativa, Subgenero · Belica/Guerra","Embers of War","1.0","The warship Trouble Dog was built and bred for calculating violence, yet following a brutal war, she finds herself disgusted by conflict and her role in a possible war crime. Seeking to atone, she joins the House of Reclamation, an organisation dedicated to rescuing ships in distress.  But, stripped of her weaponry and emptied of her officers, she struggles in the new role she’s chosen for herself. When a ship goes missing in a disputed system, Trouble Dog and her new crew of misfits and loners, captained by Sal Konstanz, an ex-captain of a medical frigate who once fought against Trouble Dog, are assigned to investigate and save whoever they can.  Meanwhile, light years away, intelligence officer Ashton Childe is tasked with locating and saving the poet, Ona Sudak, who was aboard the missing ship, whatever the cost. In order to do this, he must reach out to the only person he considers a friend, even if he’s not sure she can be trusted. What Childe doesn’t know is that Sudak is not the person she appears to be.  Quickly, what appears to be a straightforward rescue mission turns into something far more dangerous, as Trouble Dog, Konstanz and Childe, find themselves at the centre of a potential new conflict that could engulf not just mankind but the entire galaxy.  If she is to survive and save her crew, Trouble Dog is going to have to remember how to fight.","eng","","","Ciencia Ficción","95","Space opera con nave consciente y tripulación en misión de rescate, sin romance central.","Embers of War","1.0"
"The Deep-Sea Duke","Lauren James","Genero · Fantasia, Genero · Ficcion especulativa, Genero · Ficcion literaria, Subgenero · Young adult/Juvenil","The Watchmaker and the Duke","2.0","Lauren James dives into a strange new world with a truly imaginative look at the climate crisis in this breathtaking companion to The Starlight WatchmakerHugo is spending the holidays on his friend Dorian's home planet, Hydrox. Although thrilled at the invitation, Hugo is still astonished that Duke Dorian could possibly want to be friends with an android watchmaker like him. But when the pair land on Hydrox along with their friend Ada, they soon discover that there are much bigger problems afoot. A race of butterflies from a neighbouring star system have evacuated their now-uninhabitable planet, and Hydrox is struggling to find space for the growing number of refugees. Meanwhile, deep in the seas beneath Dorian's home, a strange creature is on a path of destruction … Can the unlikely trio step in before the crisis gets out of control?Dive into a strange new world in this truly imaginative companion to The Starlight Watchmaker.Reviews""An imaginative look at the climate crisis"" �"" The Bookseller""Brilliant, unique characters … along with fantastic world building"" �"" Makebelieve and Manuscripts, blog""Lots of curious and anarchic fun but also some more substantial themes around diversity, equality and the environment"" �"" Terry Potter""Clever and strange and full of truths and insight"" �"" Andrea Reece, LoveReading4Kids""Reading it really transported me to another world … A brilliant story"" �"" A Little But A Lot, blog""Drew me in from the first chapter with its colourful characters, hilarious interactions, and fun premise … a mesmerising science-fiction story perfect for children, teens and adults alike who like to step into a new world"" �"" Paper LanternsAbout the authorLauren James is the Young Adult author of The Loneliest Girl in the Universe, The Quiet at the End of the World and The Next Together series. Her books have sold over fifty thousand copies in the UK alone, and have been translated into five languages worldwide. She was longlisted for the 2016 Branford Boase Award and was named ‘one to watch' by Kirkus.","eng","","","Ciencia Ficción","90","Ciencia ficción juvenil sobre crisis climática y refugiados en un planeta alienígena, sin romance.","The Starlight Watchmaker","1.0"
"Ambition and Alavidha","Candy Rae","Ambientacion · Espacial/Space opera, Genero · Fantasia, Paranormal · Dragones, Paranormal · Lobos/Shifters, Subgenero · Superpoderes","","1.0","The Planet Wolf Series: The Finale - Trouble is  brewing in the Islands where an ambitious King has grandiose plans for planetary dominance. The Larg of the southern continent are acting strangely. Tension and distrust are growing between the humans and wolverines on the northern continent. Many believe war is inevitable. This time Planet Wolf is under threat from within. Can it survive?","eng","","","Ciencia Ficción","95","Space opera con conflicto político en el planeta Wolf, sin romance.","",""
"The Wexkia Trilogy: Boxed Set","Dale Furse","Genero · Ciencia ficcion, Genero · Fantasia, Subgenero · Romance alienigena/Sci-fi, Subgenero · Young adult/Juvenil","","1.0","The Complete Trilogy of Wexkia  Nell’s father reveals she is a product of two warring alien species, Nell’s life somersaults as ever-increasing evidence proves her family wrong.  She is something else.  Friends turn into enemies and enemies into friends as Nell continues her search for the truth of her ancestors. She must find out what she is before whole worlds are destroyed because of her existence.  Author, Dale Furse takes us on a fantastic adventure to a world inhabited by bizarre beings. Confused by her life-changing experiences and facing an uncertain future, who can Nell trust to help her?  “Their nail-biting adventures really keep them on their toes…” ( D. R. Smith. Avid Reader)  “Entire worlds are fully envisioned.” (RAL West)","eng","","","Ciencia Ficción","90","Protagonista producto de especies alienígenas, aventura espacial.","Wexkia Trilogy","1.0"
"[Sins of the Father 01.0] Touchstone","Andy Conway","Ambientacion · Viaje en el tiempo, Ambientacion · Victoriano, Genero · Ciencia ficcion, Genero · Fantasia, Genero · Romance historico, Subgenero · Young adult/Juvenil","Sins of the Father","1.0","## One touch... and you're who knows when?
**A brilliant paranormal mystery that kicks off this series of books for kindle with an Edwardian thriller that blends science fiction with historical adventure and just a hint of the romance that grows over the series...**
In a small corner of an English city, Rachel and Danny are a pair of mismatched History students from opposite sides of the tracks. But they find their lives thrown together when an old gravestone catapults them back into their neighbourhood’s dark past, where they have just three days to prevent the murder of a teenage girl. 
But they find that every action has an unforeseen consequence that can ripple through generations. 
Touchstone builds into a moving coming of age fantasy series that has won plaudits from young and old readers alike with its intelligent blend of time travel adventure, science fiction, historical romance and urban fantasy. 
***LENGTH: 20,000-words (100 pages)***
This first part of the Touchstone saga is a self-contained novella set in 1912. Parts 1 and 2 of Touchstone are also available in a special double paperback edition. 
KEYWORDS: time travel, science fiction time travel, teen and young adult time travel, time travel romance, low fantasy, urban fantasy series, historical fantasy.
","eng","","","Fantasía","85","Misterio paranormal con viajes en el tiempo, el romance es secundario. El elemento central (touchstone) es mágico, no tecnológico; por tanto Fantasía (regla 3a/b).","Sins of the Father","1.0"
"To Flail Against Infinity","J. P. Valentine","Ambientacion · Espacial/Space opera, Genero · Ciencia ficcion, Genero · Fantasia","The Stargazer's War","1.0","A qi antithetical to life itself, a well of power more immense than the human mind can comprehend, and the only man in the galaxy who can see it. The vast emptiness of deep space drives cultivators insane. Deprive one of qi for long enough, and sooner or later they’ll start stealing it from anything and anyone around them. The process eventually kills them, but not before they drain a few dozen mortals to death. I should know. I was one of them. But in my last moments, while the void psycho stumbled away and my body’s faculties slowly shut down, I discovered something extraordinary, something that would change the galaxy forever, something that—as far as I can tell—no one before me had ever found. That emptiness wasn’t so empty.","eng","","","Fantasía","85","Cultivación (qi) en el espacio; el poder es místico, no explicado científicamente. Sin romance central. Regla 3b.","",""
"Ambition and Alavidha","Candy Rae","Ambientacion · Espacial/Space opera, Genero · Ciencia ficcion, Genero · Fantasia, Genero · Ficcion literaria, Paranormal · Dragones, Paranormal · Lobos/Shifters, Paranormal · Magia, Subgenero · Aventura/Quest, Subgenero · Superpoderes","","1.0","Planet Wolf is under threat again but this time it is not predatory aliens who seek to destroy it. Trouble is brewing in the Islands of the Great Eastern Sea where an ambitious King has grandiose plans for planetary dominance. The Larg of the southern continent are acting strangely. Tension and distrust are growing between the Humans and the Lind on the northern continent. Many believe war is inevitable. Can the planet survive the ultimate test?
","eng","","","Ciencia Ficción","95","Space opera con conflicto político en el planeta Wolf, sin romance.","",""
"Star Knight: A Space Opera Fantasy","Douglas Michaels","Ambientacion · Espacial/Space opera, Genero · Fantasia","","1.0","Jacob Reilly woke up on Monday morning as the school bus driver for his sleepy midwestern town, but three hostile orc spaceships landing on Earth changed his life forever. Fighting valiantly to defend the children, Jacob demonstrated bravery and nobility which attracted the attention of his the star knights who were in pursuit of the orcs.  Whisked away to the battleship for medical attention, Jacob will begin his first steps in becoming a knight himself, and embark on a life of chivalry, fantasy, and adventure across the galaxy as a royal star knight in service to king and galaxy.","eng","","","Fantasía","80","Fantasía con elementos de space opera, orcos y caballeros estelares.","Star Knight","1.0"
"Illusive","Emily Lloyd-Jones","Genero · Ciencia ficcion, Genero · Fantasia, Genero · Misterio/Thriller, Paranormal · General, Subgenero · Aventura/Quest, Subgenero · Distopia/Apocaliptico, Subgenero · Fantasia urbana, Subgenero · Heist/Atraco, Subgenero · Superpoderes, Subgenero · Young adult/Juvenil","Illusive","1.0","**THEY ARE YOUNG.  THEY ARE CRIMINALS.  THEY ARE IMMUNE.**  When the MK virus swept across the planet, a vaccine was created to stop the epidemic, but it came with some unexpected side effects. A small percentage of the population developed superhero-like powers, and Americans suffering from these so-called adverse effects were given an ultimatum: Serve the country or be declared a traitor.  Some people chose a third option: live a life of crime.  Seventeen-year-old Ciere Giba has the handy ability to change her appearance at will. She's what's known as an illusionist. She's also a thief. After crossing a gang of mobsters, Ciere must team up with a group of fellow superpowered criminals on a job that most would have considered impossible: a hunt for the formula that gave them their abilities. It was supposedly destroyed years ago - but what if it wasn't?  Government agents are hot on their trail, and the lines between good and bad, us and them, and freedom and entrapment are blurred as Ciere and the rest of her crew become embroiled in a deadly race that could cost them their lives.","eng","","","Ciencia Ficción","90","Poderes por vacuna, mundo cercano, sin romance central.","Illusive","1.0"
"Cursed Command","Christopher G. Nuttall","Ambientacion · Espacial/Space opera, Genero · Ciencia ficcion, Genero · Fantasia, Publico · Adultos (+18), Space, Subgenero · Belica/Guerra","Angel in the Whirlwind","3.0","Captain Kat Falcone owes her life and career to her former right-hand man, William McElney, and she did everything in her power to make sure he was front and center for a promotion. But now that he has it, she fears he’ll have to watch his back. Captain McElney has been assigned to HMS *Uncanny* —nicknamed *Unlucky* —a heavy cruiser tainted by the mysterious deaths of two former captains and rumors of mutineers. Nevertheless, as the interstellar war with the Theocracy rages on, the *Uncanny* will travel in tandem with Kat’s starship, HMS *Lightning* , to the notoriously lawless Jorlem Sector to forge alliances for the Commonwealth and quash rampant piracy.  As Captain McElney struggles to whip a hostile crew of miscreants into a disciplined fighting force, Kat is saddled with an undermining new executive officer—an untested aristocrat whose bigotry colors his sense of duty. Both captains wage war against ruthless pirates while conspirators aboard the *Uncanny* plot to seize the ship. When the starships find themselves locked in a death match with an enemy juggernaut, Kat must make a desperate and devastating sacrifice.","eng","","","Ciencia Ficción","90","Space opera militar, sin romance central.","The Empire's Corps","1.0"
"Kobani: This Is the Future of War","F. X. Holden","Ambientacion · Espacial/Space opera, Genero · Ciencia ficcion, Genero · Fantasia, Genero · Misterio/Thriller, Paranormal · Vampiros, sort, Subgenero · Aventura/Quest, Subgenero · Belica/Guerra","Future War","4.0","""With compelling characters, cleverly written dialogue, and a riveting narrative that freezes your blood at times, Kobani is a blockbuster of a novel"" - Readers' Favorite, 5 Stars.  ""Kobani is a high octane drama of land and air combat fought with the best in futuristic weaponry...Holden balances this with intricate backstories and motivations for his capable and steadfast characters, offering up fleshed-out human stories amid all the high-tech toys. Military thriller fans, war buffs, Middle East politics junkies, and sci-fi enthusiasts will immerse themselves in Holden’s epic tale of regional politics and potential for worldwide conflict."" BOOKLIFE  A frighteningly authentic vision of future war, Kobani is as prophetic as it is unnerving. Through puppet nations, the world's superpowers duel in the Middle East using weapons that are prototypes today, but will be a reality in ten years. With characters you will never forget, Kobani is fast-paced, believable and chilling.","eng","","","Ciencia Ficción","90","Thriller militar futurista, sin romance.","",""
"Deceptive","Emily Lloyd-Jones","Genero · Ciencia ficcion, Genero · Fantasia, Genero · Misterio/Thriller, Genero · Romance, Genero · Romance contemporaneo, Subgenero · Aventura/Quest, Subgenero · Distopia/Apocaliptico, Subgenero · Policiaco/Detective, Subgenero · Superpoderes, Subgenero · Young adult/Juvenil","Illusive","2.0","*You don’t belong with us.* These are the words that echo through the minds of all immune Americans—those suffering the so-called adverse effects of an experimental vaccine, including perfect recall, body manipulation, telepathy, precognition, levitation, mind-control, and the ability to change one’s appearance at will.  When great numbers of immune individuals begin to disappear, fear and tension mount, and unrest begins to brew across the country. Through separate channels, super-powered teenagers Ciere, Daniel, and Devon find themselves on the case; supercriminals and government agents working side-by-side. It’s an effort that will ultimately define them all, for better or for worse.  Pairing high-stakes action with a compelling cast of superhuman characters, Emily Lloyd-Jones’s thrilling sequel to *Illusive* will have readers on the edge of their seats.","eng","","","Ciencia Ficción","90","Secuela de Illusive, superpoderes, sin romance central.","Illusive","1.0"
"Hard Luck Hank: Fourth Quadrant","Steven Campbell","Ambientacion · Espacial/Space opera, Genero · Fantasia","","1.0","The royal family of a powerful empire are visiting Belvaille for an upcoming diplomatic summit. But their plans are somewhat interrupted when the galaxy’s premier assassin shows up and eliminates every single aristocrat. All except for one child who had been hidden.  Hank is happy minding his own business. Of course, his business entails robbing, extorting, eating lots of food, and fighting. But compared with the rest of the criminals of his city, he’s practically a saint. However, Hank’s easy existence is interrupted by the chief of security who entrusts him with safeguarding the royal survivor.  Along with his unsavory friends, Hank struggles to keep the last child alive while avoiding the navy, bounty hunters, organized crime, and the most successful assassin in history. If Hank fails, it will result in catastrophic economic collapse brought about by a vengeful empire.","eng","","","Ciencia Ficción","90","Space opera humorística, sin romance.","Hard Luck Hank","1.0"
