title,authors,tags,series,series_index,comments,identifiers,#subtitle,#subjects,#clasificacion,#libreria,#clasificacion_ia,#confianza_ia,#libreria_ia,#motivo_ia,#serie_ia,#serie_ia_index
"Their Border Lands Refuge","Marla Monroe","English.Romance.Contemporary Romance, _Biblioteca.Romance.Contemporaneo, M F M, Menage","Men of the Border Lands","9.0","[Siren Menage Erotic Futuristic Sci-Fi Cowboy Menage a Trois Romance, M/F/M, voyeurism, spanking, HEA] Owen loves Skyler so much he is willing to share her with Simon to keep her safe. Can Skyler love another man for Owen? She is confused and unsure even though she is attracted to Simon. Simon can’t stop looking at Skyler and realizes he will do anything to keep her safe. He knows that the Border Lands with the wolves and the black market agents are just as dangerous as anywhere else. Watching over her becomes paramount, and falling in love with her is out of his hands. Near tragedy almost claims the two most important people in Simon’s life, and he realizes that he doesn’t want to lose either of them. Will their love hold them together or pull them apart? Skyler’s heart is torn between her lover Owen and the man he has invited into their bed to help keep her safe. How can she reconcile loving two men in her heart? ** A Siren Erotic Romance","goodreads:16069987,isbn:9781622417353","","Romance","Dinamica · Poliamor/Trio, Tono · Picante/Erotico, Arquetipo · Vaquero/Western, Paranormal · Lobos/Shifters","Romance contemporáneo [REVISAR]","","","","","",""
"Veiled Amor","V. Theia","","Renegade Souls MC","10.0","There’s a place in Hell for men who fall in love with someone who isn’t theirs.  *His brother’s wife.*   The Renegade Souls MC Sergeant at Arms is used to living in purgatory.   Capone tried to atone for his mistake.   But he’s never regretted it.  Don’t covet.   Don’t touch.   Don’t chase.  Capone broke the rules.   And he’ll break more to ensure his woman is safe from the wolf who wants to sell her.  The truth will set their love free.   But will it also break them apart?   Sometimes it’s not as it appears…   Loyalties will be tested to the max.  Can Lucia and Capone forgive and forget and live the life that was always meant to be theirs?   The biker knows one thing: no more regrets.   His woman deserves everything he has to devote to her.   Because their passionate love for each other can no longer be hidden.  **Author note:** I know… I know… It sounds like cheating. Breathe! It’s not now or ever will be a cheating book. Things aren’t always what they seem. Trust in the biker who loves with every fiber of his dirty being.  New to the Renegade Souls MC series? No problem!   Catch up today with their boxset collection 1-3   mybook.to/RenegadeSoulsBoxset","goodreads:58377485,amazon:B095X6FQ88","","","Paranormal · Lobos/Shifters","Romance contemporáneo [REVISAR]","","","","","",""
"Wild","Elizabeth N. Harris","Themes.Explicit Sex, Themes.Shapeshifters, _Biblioteca.Romance.RomanceSciFan","Rage MC - The Prospects","4.0","He was the eldest, the big brother. He was meant to save his younger brother and failed. Lecherous abusers had sunk their claws into him first and then his baby brother. Most would laugh and say hey dude, what are you complaining about. It was sex on tap. No, it wasn’t; it was abuse, and nobody could understand unless you had been in his situation. He was left with a deep mistrust of all women.  Ignored, belittled, ridiculed, her family had been vile. When they were finally brought down, she escaped. Now she was being offered the job of a lifetime, a one-off chance to improve victim’s scars worldwide. They only took the brightest into the programme, and her name was on it. But he also needed her, and she needed him. But their misunderstandings and lack of trust were undermining everything. No matter how hard they tried, they just seemed to tear one another apart.  Can a wounded young man, a prospect, reach past his guilt and his past and cling to what he’s being offered? Can a woman desperately needing approval and validation see what she’s being given? Or will they implode before they even begin? Will both Valens brothers accept true love and happiness, or will one lose everything dear to him?","goodreads:134381991,amazon:B0C2QC44RP","","","Tono · Picante/Erotico, Paranormal · Lobos/Shifters","Romance contemporáneo [REVISAR]","","","","","",""
"Wolf","Mackenzy Fox & Dakotah Fox","_Biblioteca.Romance.Contemporaneo","","1.0","Hayley Summers shouldn’t be real. She’s sweet. Cute. Lovable. All the things I despise. I love my team. My little dog, Thor. Hockey. And that’s it. All I care about is being the best goalie I can be. And trying not to get lost in all things Hayley. She’s everywhere. Cooking her delicious treats for the team. Making everyone fall for her, everyone but me. She’s a distraction. A pretty face. Nothing more. But then Vegas happens. And we get drunk. And then Elvis is marrying us in the Chapel O’ Love. And I’ve no idea how I got myself into this mess. Or how the hell I’m gonna get out of it. But one things for sure… Hayley isn’t a girl I can just shake. Especially now she’s my wife. Ice hockey romance Grumpy/Sunshine Forced proximity Accidental marriage Gruff goalie She’s the team cook Lots of steam HEA   When the Nashville Racer’s favorite Goalie Nate Wolf lays eyes on the new team cook, Hayley Summers, all bets are off. He’s a grump. She’s sunshine and then some. Wolf doesn’t want to get involved, not permanently, even though he can’t stop thinking about the cute little cook who everyone loves, especially when her delicious food has everyone talking. The only thing Nate loves more than hockey is his little chihuahua, Thor, and the little guy makes all the rules… Including making friends with Hayley. Add in one night of drunken passion, an accidental marriage and a past that one of them cannot escape from, and you have yourselves a royal mess. This romance is a quick read with no cheating, a possessive, very alpha hero, and a lovable, sweet heroine with a HEA guaranteed. **Wolf is the third book in a new Quick Burn series by identical twin dynamite writing duo Mackenzy Fox & Dakotah Fox. Each Quick Burn is a stand-alone adult romance in the same world, written under specific genres. Can be read in any order.","goodreads:192421571,amazon:B0CC36JR13","","","Dinamica · Grumpy/Sunshine, Dinamica · Proximidad forzada, Arquetipo · Alpha male, Arquetipo · Deportistas, Paranormal · Lobos/Shifters","Romance contemporáneo [REVISAR]","","","","","",""
"A Changeling For All Seasons 5 (Box Set)","Anne Kane & Elizabeth Jewell & Ayla Ruse & B.J. McCall & Camille Anthony & Cassidy McKay & Cynthia Sax & Megan Slayer & Sean Michael & Stephanie Burke & Kyla Logan","","","1.0","Eleven tales of Christmas Magic from your favorite Changeling authors!   Christmas Magic by Anne Kane: Tali hopes the Christmas Magic of the Sugarplum Ball is strong enough to get Jax into her bed.   Blitzened by Elizabeth Jewell: Christmas Eve rolls around, Nick gets a yen to kindle some holiday spirit in his human boyfriend's heart   Emmy's Wish by Ayla Ruse: Will this little Elf get the huge (male) present she wants?   Holiday Moon by B.J. McCall: When these two come together the rules of engagement no longer apply.   Santa's Treat by Camille Anthony: Plum's been a very good girl, and the treat she wants is Santa.   Christmas Stalkings by Cassidy McKay: What's a Christmas Elf to do when he wants to sex up the North Pole a bit? Make adult toys, of course!   Clothing Optional by Cynthia Sax: When Otho spots his perfect fairy streaking down the street completely nude, he realizes she's only perfect for him.   Wrapped Around by Megan Slayer: Taygan's going to make Luc's holiday one he'll never forget -- complete with the real Santa, peppermints, and hot sex.   Stranded by Sean Michael: Can this threesome turn a Christmas disaster into a Christmas delight?   Santa's Claws by Stephanie Burke: Santa's going to see to it that his Elf and the naughty human to whom he's bound have a very Merry Khristmas... or else.   Werewolf Christmas by Kyla Logan: When Theron arrives home he's assaulted by the most delicious scent. He knows he must claim the owner for his mate.    Praise for Blitzened   ""I love holiday stories. Add a couple of handsome men, and I'm hooked. Ms. Jewell nabbed me from page one with Blitzened.""    -- Tiger Lily, Whipped Cream Reviews   Praise for Christmas Magic   ""This is a very short and screaming hot story, perfect for a cold winter night when you just need a quick pick me up to excite the senses and fill a few minutes. And there is a happy ever after that makes this worth the reading.""    -- Holly, Whipped Cream Reviews   Praise for Emmy's Wish   ""Ayla Ruse's writing is fast-paced, witty, and will have you smiling at Emmy and Trey's playful sexual encounters.""    -- 4.5 Blue Ribbons from Chrissy, Romance Junkies   Praise for Holiday Moon   ""This is a fast paced, action packed, sexy story.""    -- 4.5 Blue Ribbons from Chrissy, Romance Junkies   Praise for Santa's Treat   ""The romance between Nick and Plum is cute, fun, sweet, and of course, hot. This is a story you can treat yourself to and indulge in a whimsical smile as you consider the possibilities.""    -- 4.5 Blue Ribbons from Chrissy, Romance Junkies   Praise for Christmas Stalkings   ""CHRISTMAS STALKINGS is whimsical, sexy and fun – just the thing to liven up your imagination and renew your Christmas spirit… even if the holiday itself is over.""    -- 4.5 Blue Ribbons from Chrissy, Romance Junkies   Praise for Clothing Optional   ""Cynthia Sax brings fantasy, fun and red hot sex to the season.""    -- 4.5 Blue Ribbons from Chrissy, Romance Junkies   Praise for Stranded   ""S Michael writes scenes that literally melt the computer screen. The writing is snappy and kept me right in my seat.""    -- Wendi Zwaduk   ""Oh sure, nobody likes to have their plans altered, especially during the holidays, but sometimes all you can do is make the best of it and Gretchen, Russ and Dave certainly do just that!"" &","mobi-asin:bd685680-4c3f-4a10-af52-daeabcddc26b","","BIN 07230-02330","Paranormal · Lobos/Shifters, Paranormal · Fae/Feerico, Ambientacion · Navideno/Festivo, Subgenero · Supervivencia","Romance contemporáneo [REVISAR]","","","","","",""
"In the Mood Fur Love","Eve Langlais & Milly Taiden & Kate Baxter","Anthologies, Paranormal, Short Stories, Werewolves, _Biblioteca.Romance.RomanceSciFan, Witches, Shapeshifters, Paranormal Romance, Novella, Fantasy, Romance","Fur","2.0","**Three hot stories about sexy shifters from a trio of today's hottest paranormal romance authors, headlined by bestselling authors Eve Langlais and Milly Taiden!**   *Bearing His Touch* by Eve Langlais   When Becka manages to escape her kidnapper, she finds herself asking help of the man with the nice brown eyes. Stavros can't say no, not when he knows Becka is his mate, but he does have one dilemma when it comes to claiming her. He'll have to find a way for her to bear his touch.   *Fake Mated to the Wolf* by Milly Taiden   Looking for a mate to bring to a party? Wedding? Holiday gathering? Mates Fur Hire is right for you? But what happens when your fake mate ends up being your real one, from *New York Times* bestselling author Milly Taiden!   *The Witch, The Werewolf and The Waitress* by Kate Baxter   For centuries, Lowman, Idaho has been Ellie Curtis's prison. A vengeful witch cursed her with immortality and locked her within the confines of Lowman's borders, sealing Ellie off from most of civilization for eternity. She's learned to make the most of it. But when she meets a cocky werewolf who's part of the elite supernatural law enforcement group, all bets are off...   Colin instantly knew that Ellie was his mate, but when he discovers her secret, he's determined to help set her free. But in doing so, he might just lose the one thing he knows he can't live without...","isbn:9781250166739,amazon:B079DW6X16,goodreads:37638078,mobi-asin:B079DW6X16","","","Paranormal · Lobos/Shifters, Paranormal · Brujas/Magos, Ambientacion · Navideno/Festivo, Tono · Cautiverio/Trata, Subgenero · Paranormal romance","Paranormal [REVISAR]","","","","","",""
"Last Minion Standing","Eve Langlais","English.Romance.Contemporary Romance, Humour, _Biblioteca.Romance.Contemporaneo","","1.0","Taking reality television to the next level in Hell. Strap in. It’s going to get wild. 
All I said was I needed a minion. The next thing I know, I’m embroiled in the reality show from Hell with cameras following me everywhere. But who needs a contest when I’m ready to declare a winner—and get freaky—the moment I meet Drake? As soon as I meet him, shirtless and shoeless, in low-slung jeans, I fantasize about the many ways he can serve me—especially in bed. But Drake, the super-sexy dragon shifter, is after more than a chance to work alongside me in my battle to capture evil souls. He also wants to win my heart. But love is for weaklings, and no matter how much he teases me, I will not give in without a fight—a fight where we somehow lose all our clothes. (wink) Genre: paranormal romance, fantasy romance, demon romance, dragon romance, shapeshifter romance, hell story, romantic comedy, humorous romance
","isbn:9781927459867,google:5UUrCwAAQBAJ,goodreads:28153731","","Romance, humour, Fantasy","Paranormal · Lobos/Shifters, Paranormal · Dragones, Paranormal · Angeles y demonios, Subgenero · Paranormal romance, Subgenero · Comedia romantica","Romance contemporáneo [REVISAR]","","","","","",""
"Alpha Bully","Renee Rose","English.Romance.Contemporary Romance, Contemporary, _Biblioteca.Romance.Contemporaneo","Wolf Ridge High","1.0","***USA Today bestselling author Renee Rose delivers on this intense bully romance with a paranormal twist.* **
SHE RUINED EVERYTHING... I WILL MAKE HER PAY.  
Her mom robbed my dad of his job. Destroyed his life.   
Now I have to look at her every day.   
The girl next door. A human. A hot little nerd.  
She doesn’t belong here—not in Wolf Ridge,   
not at our high school, definitely not in my life.  
She doesn’t know what I am.   
Which makes it all the easier to take revenge.  
I will bring her to her knees. Pierce her heart.  
Make her bleed. For me.   
All for me. 
**NOTE: This New Adult book features steamy scenes with characters over eighteen and is for an audience that is also over eighteen.**
","goodreads:47817883","","Romance, Contemporary","Dinamica · Bully romance, Tono · Picante/Erotico, Publico · New adult, Paranormal · Lobos/Shifters, Arquetipo · Nerd/Geek","Romance contemporáneo [REVISAR]","","","","","",""
"Cash","Jessica Gadziala","_Topics.Dark, _Genre.Fiction.Contemporary, _Genre.Romance.Contemporary Romance, _Genre.Mystery/Thriller.Suspense, _Genre.Mystery/Thriller.Crime, _Genre.Literary.Literary Fiction, _Topics.Adult Content","The Navesink Bank Henchmen MC","2.0","The Henchmen return, this time with CASH as our leading man.  CASH  My life has been about three things- brotherhood, good times, and women. Easy. Nothing complicated. That was until Willow Swift came barging back into my life, face bloodied, banging at the gates of The Henchmen compound calling in a favor owed. Now a marker is a marker and I had to make good, but if there was one woman in the world I didn't need in my life, it was the hard-as-stone, hot-as-sin Willow Swift and whatever mysterious ghosts from her past that were haunting her present.  WILLOW  My life has been nothing but two things: hard and complicated. The last person I wanted in my business was the notorious love-em and leave-em Cash, but I needed help and he was the only one I could lean on without worrying about him finding out about my past. But I was starting to wonder if maybe he was his own kind of dangerous bent on tearing down some things I had long since learned were not possible for me- like falling for a guy I could not, ever, let see the real me.  While this can be read as a stand-alone, you will get more out of this book if you read ""Reign"" and ""Monster"" first.","amazon:B01AX0BMVC,goodreads:28672690,grvotes:6107,mobi-asin:B01AX0BMVC","","","Paranormal · Lobos/Shifters, Subgenero · Policiaco/Detective, Paranormal · Fantasmas, Paranormal · Angeles y demonios, Arquetipo · Moteros/MC, Dinamica · Slow burn, Tono · Picante/Erotico","Romance contemporáneo [REVISAR]","","","","","",""
"Wolf","Jessica Gadziala","_Topics.Dark, _Genre.Romance.Contemporary Romance, _Genre.Fiction.Contemporary, _Genre.Mystery/Thriller.Crime, _Genre.Mystery/Thriller.Suspense, _Genre.Literary.Literary Fiction, _Topics.Adult Content","The Navesink Bank Henchmen MC","3.0","* The Henchmen return to finally give us Wolf & Janie’s story. *    He was just supposed to be saving her from herself… and the half dozen criminal enterprises that would want her blood when they realized what she had done.  What he hadn’t planned on was her invading every aspect of his life with her fiery temper and inability to take no for an answer. And when he finally got beneath her walls and found out why she had gotten herself into trouble in the first place, he knew what he needed to do.  He sure as hell didn’t think he would end up being the one who would need saving…    * This can be read as a stand-alone and has a HEA, but features characters from The Henchmen and Savages series.    ** This is a DARK read. Anyone with triggers may want to avoid this title. For a list of possible triggers, follow this link:    http://www.jessicagadziala.com/trigge...","mobi-asin:B01DFJLD62,grvotes:5571,amazon:B01DFJLD62,goodreads:29630969","","","Paranormal · Lobos/Shifters, Subgenero · Policiaco/Detective, Paranormal · Fantasmas, Paranormal · Angeles y demonios, Arquetipo · Moteros/MC, Dinamica · Slow burn, Tono · Picante/Erotico","Romance contemporáneo [REVISAR]","","","","","",""
"Repo","Jessica Gadziala","_Genre.Romance.Contemporary Romance, _Genre.Fiction.Contemporary, _Genre.Mystery/Thriller.Suspense, _Topics.Dark, _Genre.Romance.Enemies-to-Lovers, _Genre.Literary.Literary Fiction, _Topics.Adult Content, _Genre.Mystery/Thriller.Crime","The Navesink Bank Henchmen MC","4.0","MAZE:  In concept, the plan was simple: prospect at The Henchmen MC. In practice, however, it was anything but. One, because I was a woman. Two, because it was a brotherhood. And three, because Repo, the man who was in charge of making my life a living hell until I quit or screwed up enough to get thrown out, also happened to be the hottest guy I had come across in ages.  The problem was, if I didn't get in and stay in despite the hazing from the members and the undeniable attraction building between me and Repo, there was a very good chance I would be found by them. And if I was found by them, well, I was dead.  REPO:  How the hell was I supposed to get her out of the MC when, one, I didn't agree with the fact that because she was a woman, she had no place in The Henchmen. Two, because she was strong, smart, capable, and determined to get a patch. And three, because, well, I wanted her.  The problem was, if I didn't get her kicked out, I would be screwing up a job that was important to the prez. But the problem was also that if I kicked her out, there was no way I was going to get a shot with her.  I didn't know, however, that the real problem was a lot more complicated and a lot more dangerous than disappointing my boss or not getting laid... the problem was Maze had demons and they were hot on her trail...    * This can be read as a stand-alone and has an HEA but has side characters from the other Henchmen books.","amazon:B01FZXK29A,mobi-asin:B01FZXK29A,grvotes:4362,goodreads:30300718","","","Paranormal · Lobos/Shifters, Subgenero · Policiaco/Detective, Paranormal · Fantasmas, Paranormal · Angeles y demonios, Arquetipo · Moteros/MC, Dinamica · Slow burn, Tono · Picante/Erotico","Romance contemporáneo [REVISAR]","","","","","",""
"Duke","Jessica Gadziala","_Genre.Fiction.Contemporary, _Genre.Romance.Contemporary Romance, _Genre.Mystery/Thriller.Suspense, _Topics.Dark, _Genre.Mystery/Thriller.Crime","The Navesink Bank Henchmen MC","5.0","*It meant war.* **DUKE** The relative peace we have known for years was gone in one violent act. Then, among the ever-present and increasingly bloody unknown threat, I met her.  But when passions ignite, complicating an already impossible situation, I am left to wonder if there is a way to overcome the dark and twisted secrets of my past that would allow me to have any kind of future with her.  **PENNY** I was just a normal girl. I swear. One moment, I was just living my usual boring life. The next, I found myself in the middle of some kind of underground war between an outlaw biker gang and some faceless enemy.  Trapped in a whole new world and in ever-increasing close proximity to the tall, strong, long blond-haired, deep blue-eyed biker named Duke, yeah, let’s just say things got even more interesting.  But Duke had secrets.    And when they came into the light, I realized they were the kind that I wasn’t sure I could live with…","grvotes:3850,goodreads:32188450,amazon:B01LWWZP4N,mobi-asin:B01LWWZP4N","","","Paranormal · Lobos/Shifters, Subgenero · Policiaco/Detective, Paranormal · Fantasmas, Paranormal · Angeles y demonios, Arquetipo · Moteros/MC, Dinamica · Slow burn, Tono · Picante/Erotico","Romance contemporáneo [REVISAR]","","","","","",""
"Cyrus","Jessica Gadziala","_Genre.Romance.Erotica, _Biblioteca.Romance.Contemporaneo, _Topics.Slow Burn, _Topics.Adult Content, _Genre.Romance, _Genre.Fiction.Contemporary, _Genre.Mystery/Thriller.Crime, _Genre.Literary.Literary Fiction, _Genre.Romance.Contemporary Romance","The Navesink Bank Henchmen MC","9.0","Cyrus  Family. Brotherhood. Music. Women.  That was pretty much my life. And it was one I was happy with too. Until I came across her- the one woman I knew I had no right to put my hands on, the woman who I still felt such a connection with that, even though I knew I had to keep my hands - and other body parts - to myself, I wanted to be in her life.    So I became her friend.    Except, this sweet, shy, bookworm was making being honorable a hell of a lot harder than I expected.  Reese  Family. Books.  To be perfectly honest, that was pretty much all my life was about. And I was happy with that. I lived a thousand lives. I saw and felt things in stories I never could have otherwise.    Besides, real life was never as good as books.    Until I came across him.    He was leading man material if I ever saw it.    You know, just not for me.    He made that perfectly clear.    We were going to be friends.    Friends.    That was it.    Except, maybe that simply wasn’t enough…","goodreads:36003545,amazon:B074QZJ9DL,mobi-asin:B074QZJ9DL,grvotes:3039","","","Paranormal · Lobos/Shifters, Subgenero · Policiaco/Detective, Paranormal · Fantasmas, Paranormal · Angeles y demonios, Arquetipo · Moteros/MC, Dinamica · Slow burn, Tono · Picante/Erotico","Romance contemporáneo [REVISAR]","","","","","",""
"A Night Away","Carrie Ann Ryan","Werewolves, Paranormal, Erotica, _Biblioteca.Romance.RomanceSciFan, Shapeshifters, Paranormal Romance, Novella, Fantasy, Romance, Erotic Romance","Redwood Pack","2.5","Kade Jamenson has been mated to Melanie for almost two years. They’ve been through mating circles, battles, loss, misunderstandings, and finally, the birth of their son, Finn. The world is in turmoil around them as the Redwoods engage in war with the Centrals. But for Kade and Melanie, the turmoil is also happening at home. The responsibility of a restless baby and their Pack has taken a toll and they need a break.  Not from each other. But from their Pack. Just for a night.  Kade takes Mel away for a romantic getaway and leaves Uncle Maddox alone with baby Finn. The Omega of the Redwood Pack may be adept at emotions but the idea of a baby may be beyond his immense capabilities.  Author’s Note: This is a novella set between books 3 and 4 to give you a taste of Mel and Kade. It is best that you have already immersed yourselves in the Redwood Pack world, however even new readers will enjoy a glimpse of one of the Redwood’s favorite couples.","goodreads:57478395,isbn:9781623220037,amazon:B011JL6BUQ","","","Tono · Picante/Erotico, Paranormal · Lobos/Shifters, Subgenero · Paranormal romance","Paranormal [REVISAR]","","","","","",""
"Her Lucky Love","Carrie Ann Ryan","Paranormal, Contemporary, _Biblioteca.Romance.RomanceSciFan, Holiday, Contemporary Romance, Paranormal Romance, Fantasy, Romance, Supernatural, Magic","Holiday, Montana","4.0","Brayden Cooper has always been lucky. It’s in his blood and in the coin that he has hanging on a leather tie around his neck. He has everything in the world he could ever want, money: a job, brothers he loves, and the luck that comes with his powers. Yet he’s empty. Everyone but him knows he loves Allison, yet it’s going to take something stronger than luck to bring them together.
Allison Malone’s hell of a marriage is finally over but long hours at work and mommy duty at home are taking its toll on her and that’s not the worst of it. Her late husband’s family is in town and they want her children.
The magic of Holiday, Montana can only help so much, but together, Allison and Brayden just might find a way to save their families—and finally give into one another.
GOOGLE PLAY HOLIDAY MONTANA~~~~~~~~Read what others are saying about New York Times bestselling author, Carrie Ann Ryan:“Count on Carrie Ann Ryan for emotional, sexy, character driven stories that capture your heart!” – Carly Phillips, NY Times bestselling author“Carrie Ann Ryan’s romances are my newest addiction! The emotion in her books captures me from the very beginning. The hope and healing hold me close until the end. These love stories will simply sweep you away.” ~ NYT Bestselling Author Deveny Perry“Carrie Ann Ryan writes sexy emotional romances that'll make you cry and fan yourself from the heat, especially because of all that sexy ink.”–#1 NYT Bestselling Author Lauren Blakely “Once I started reading, I couldn’t stop! This is definitely going in my re-read pile!” –NYT Bestselling Author Susan Stoker""Carrie Ann Ryan writes the perfect balance of sweet and heat ensuring every story feeds the soul.
"" - Audrey Carlan, #1 New York Times Bestselling Author“Carrie Ann Ryan never fails to draw readers in with passion, raw sensuality, and characters that pop off the page. Any book by Carrie Ann is an absolute treat.” – New York Times Bestselling Author J. Kenner “Carrie Ann Ryan knows how to pull your heartstrings and make your pulse pound! Her wonderful Redwood Pack series will draw you in and keep you reading long into the night. I can’t wait to see what comes next with the new generation, the Talons. Keep them coming, Carrie Ann!” –Lara Adrian, New York Times bestselling author of CRAVE THE NIGHT""With snarky humor, sizzling love scenes, and brilliant, imaginative worldbuilding, The Dante's Circle series reads as if Carrie Ann Ryan peeked at my personal wish list!"" – NYT Bestselling Author, Larissa Ione""Carrie Ann Ryan writes sexy shifters in a world full of passionate happily-ever-afters.
"" – New York Times Bestselling Author Vivian Arend“Carrie Ann’s books are sexy with characters you can’t help but love from page one. They are heat and heart blended to perfection.” New York Times Bestselling Author Jayne RylonCarrie Ann Ryan's books are wickedly funny and deliciously hot, with plenty of twists to keep you guessing. They'll keep you up all night!” USA Today Bestselling Author Cari Quinn""Once again, Carrie Ann Ryan knocks the Dante's Circle series out of the park. The queen of hot, sexy, enthralling paranormal romance, Carrie Ann is an author not to miss!"" New York Times bestselling Author Marie HarteRead the Entire Holiday, Montana Series:Charmed SpiritsSanta’s ExecutiveFinding AbigailHer Lucky LoveDreams of Ivory___Topics: Wolf, Werewolf, Shifter, Romance, Series, Fantasy, Paranormal, Dominant, Paranormal Series, werewolf romance, shapeshifter romance, fantasy romance, dragon, fat, cat shifter, menage romance, alpha male, series and saga, magic, witch, demon, sexy, heartwarming, heart-warming, family, love, love books, kissing books, emotional journey, contemporary, contemporary romance, romance series, long series, long romance series, sassy, strong heroine, captivating romance, hot, hot romance, forbidden love, sparks, loyalty, swoon rescue, kidnap, claiming, defending, protectOther readers of Carrie Ann Ryan’s books enjoyed books by: Kate Rudolph Felicity Heaton, JR Ward, Kresley Cole, Nalini Singh, Thea Harrison, Ilona Andrews, Jennifer L Armentrout, Lynsay Sands, Grace Goodwin, Lora Leigh, Jessie Donovan, Shelly Laurenston, Donna Grand, Mandy M Roth, NJ Walters, Abigail Owen, and Eve Langlias.
","isbn:9781623220273,amazon:B010TVVOQS,goodreads:16033888,google:oApXBQAAQBAJ","","","Dinamica · Prohibido, Dinamica · Poliamor/Trio, Arquetipo · Alpha male, Tono · Picante/Erotico, Tono · Cozy/Ligero, Paranormal · Lobos/Shifters, Paranormal · Dragones, Paranormal · Brujas/Magos, Paranormal · Angeles y demonios, Ambientacion · Navideno/Festivo, Tono · Trauma/Salud mental, Subgenero · Paranormal romance, Tono · Humor","Paranormal [REVISAR]","","","","","",""
"Catalyst","Viola Grace","Science Fiction, Themes.Shapeshifters, _Biblioteca.Romance.RomanceSciFan","","1.0","A Terran Times Tale  Mae can shape her own future, but will she have the patience to wait for the shapeshifting lover of her dreams?   Maeryn Lassiter is an Agent of the Enforcers. She has a special skill set that allows her to change her future, and if she is involved with others she can take them along for the ride as well. She meets Nothven Harring on an assignment, but he isn’t the man for her, not yet. She has seen him in detail in her dreams, but not as the man fighting to help free her. She needs him slightly older and battle scarred before she wraps her legs around him. Going their separate ways hurts them both, but nothing in her life is ever out of reach for the catalyst.","","","erotic romance, Science Fiction, Paranormal, shapeshifter","Paranormal · Lobos/Shifters","Romance contemporáneo [REVISAR]","","","","","",""
"Catalyst","Viola Grace","Themes.Shapeshifters, Science Fiction, _Biblioteca.Romance.RomanceSciFan","","1.0","A Terran Times Tale
Mae can shape her own future, but will she have the patience to wait for the shapeshifting lover of her dreams?
Maeryn Lassiter is an Agent of the Enforcers. She has a special skill set that allows her to change her future, and if she is involved with others she can take them along for the ride as well.
She meets Nothven Harring on an assignment, but he isn’t the man for her, not yet. She has seen him in detail in her dreams, but not as the man fighting to help free her. She needs him slightly older and battle scarred before she wraps her legs around him.
Going their separate ways hurts them both, but nothing in her life is ever out of reach for the catalyst.
","mobi-asin:29b0836b-7d28-4c70-897f-baa0a0660831,isbn:9781771113861","","shapeshifter, Science Fiction, erotic romance, Paranormal","Paranormal · Lobos/Shifters","Romance contemporáneo [REVISAR]","","","","","",""
"Colorado Cowboy","Diana Palmer","Romance, Westerns","","1.0","**Suspenseful and sexy, here is one of** New York Times**bestselling contemporary western romance author Diana Palmer’s celebrated Colorado novellas.  Set against the breathtaking backdrop of Colorado, this suspenseful and sexy novella from **New York Times** bestselling author Diana Palmer tells the tale of a solitary cowboy whose peace is interrupted—and wild heart tamed—by an intriguing stranger who brings a new kind of danger to his door . . .**  Fleeing her mother’s killer, Esther Marist ends up at a rugged stranger’s cabin. A wildlife rehabilitator with a menagerie that includes an elderly wolf, Matthews isn’t the type to turn any creature away . . .  As Esther heals, she realizes how much danger she’s brought to his door—and how far he’ll go to protect her.  **“You just can't do better than a Diana Palmer story to make your heart lighter and smile brighter.” —** Fresh Fiction","google:B2l-EAAAQBAJ,amazon:B0B84CHRG6,isbn:9781420154924,goodreads:62583354","","","Arquetipo · Vaquero/Western, Paranormal · Lobos/Shifters","Paranormal [REVISAR]","","","","","",""
"A Matter of Pride","Marie Harte","Paranormal, Erotica, Adult, _Biblioteca.Romance.RomanceSciFan, Shapeshifters, Ebooks, Paranormal Romance, Novella, Fantasy, Romance, Supernatural","Cougar Falls","5.0","Pride goeth before his fall.  A Cougar Falls Story  Dean Chastell has a reputation for being a troublemaker and something of a lady’s man. It’s not his fault he’s attractive, funny and hell on wheels between the sheets…or that his pranks often leave his victims smarting. But not even he deserves to get saddled with Stacey Bermin for his sins. There’s no denying the woman is gorgeous. She’s sexy as hell and aggravating in the extreme. She’s also prideful, pampered, calls him hillbilly and needs a swift kiss…err, kick, in the pants.  And she’s in grave danger.  He never thought they’d manage to spend a few hours, much less a few days, alone without going for each other’s throats, but when trouble comes calling, Dean finds he’ll do anything to keep her safe. She’s not nearly as cold as she seems. In fact, the princess brings out the prince in him he never knew existed. And he’ll move heaven and earth to keep her safe, out of danger…and in his arms, no matter the cost.  A trickster cat finally meets his match in a proud feline used to getting her way. Hunters, hijinks and danger abound as the pride comes together for one heck of a battle.","isbn:9781609289683,mobi-asin:c519843f-10c5-4763-be86-f3c26c07c0b8,goodreads:15060848","","","Tono · Picante/Erotico, Paranormal · Lobos/Shifters, Subgenero · Paranormal romance","Paranormal [REVISAR]","","","","","",""
